sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 1d 19h:04m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 745879115 | Bytes Rx: 383324644 | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 1d 19h:04m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 745879115 | Bytes Rx: 383324644 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 |Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 ||
Username: FehmQuai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.125 | Public IP: 122.162.243.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:24 IST Thu Jun 4 2020 | Duration: 1d 18h:02m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1423916874 | Bytes Rx: 526830094 | IP Addr: 10.150.237.125 | Public IP: 122.162.243.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:24 IST Thu Jun 4 2020 | Duration: 1d 18h:02m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1423916874 | Bytes Rx: 526830094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 283058 | Audit Session ID: 0a96cf69451b20005ed8e1e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 283058 | Audit Session ID: 0a96cf69451b20005ed8e1e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuruKupp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.56 | Public IP: 223.181.231.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:57 IST Fri Jun 5 2020 | Duration: 1d 3h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1338089952 | Bytes Rx: 315078767 | IP Addr: 10.150.236.56 | Public IP: 223.181.231.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:57 IST Fri Jun 5 2020 | Duration: 1d 3h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1338089952 | Bytes Rx: 315078767 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284458 | Audit Session ID: 0a96cf694572a0005ed9a8c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284458 | Audit Session ID: 0a96cf694572a0005ed9a8c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunilkumar.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.180 | Public IP: 117.97.249.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:01:14 IST Fri Jun 5 2020 | Duration: 1d 0h:29m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1386983768 | Bytes Rx: 263324291 | IP Addr: 10.150.236.180 | Public IP: 117.97.249.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:01:14 IST Fri Jun 5 2020 | Duration: 1d 0h:29m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1386983768 | Bytes Rx: 263324291 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285422 | Audit Session ID: 0a96cf6945aee0005ed9d8a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285422 | Audit Session ID: 0a96cf6945aee0005ed9d8a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.71 | Public IP: 182.57.189.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:29 IST Fri Jun 5 2020 | Duration: 1d 0h:14m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 1341544176 | Bytes Rx: 417193300 | IP Addr: 10.150.244.71 | Public IP: 182.57.189.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:29 IST Fri Jun 5 2020 | Duration: 1d 0h:14m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 1341544176 | Bytes Rx: 417193300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285520 | Audit Session ID: 0a96cf6945b500005ed9dc35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285520 | Audit Session ID: 0a96cf6945b500005ed9dc35 | Security Group Tag: none | EasyVPN: 0 ||
Username: Sourdebn | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.169 | Public IP: 43.231.236.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:10:02 IST Fri Jun 5 2020 | Duration: 23h:20m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 232105562 | Bytes Rx: 133541343 | IP Addr: 10.150.237.169 | Public IP: 43.231.236.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:10:02 IST Fri Jun 5 2020 | Duration: 23h:20m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 232105562 | Bytes Rx: 133541343 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285801 | Audit Session ID: 0a96cf6945c690005ed9e8c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285801 | Audit Session ID: 0a96cf6945c690005ed9e8c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.228 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:47 IST Fri Jun 5 2020 | Duration: 23h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 176302732 | Bytes Rx: 230203440 | IP Addr: 10.150.237.228 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:47 IST Fri Jun 5 2020 | Duration: 23h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 176302732 | Bytes Rx: 230203440 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285846 | Audit Session ID: 0a96cf6945c960005ed9eb47 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285846 | Audit Session ID: 0a96cf6945c960005ed9eb47 | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.97.59 | Public IP: 122.177.182.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:10 IST Fri Jun 5 2020 | Duration: 22h:55m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 130969010 | Bytes Rx: 50309770 | IP Addr: 10.147.97.59 | Public IP: 122.177.182.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:10 IST Fri Jun 5 2020 | Duration: 22h:55m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 130969010 | Bytes Rx: 50309770 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285921 | Audit Session ID: 0a96cf6945ce10005ed9eea6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285921 | Audit Session ID: 0a96cf6945ce10005ed9eea6 | Security Group Tag: none | EasyVPN: 0 ||
Username: srenukun | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.147.97.73 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:01:12 IST Fri Jun 5 2020 | Duration: 21h:29m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 354589706 | Bytes Rx: 190389533 | IP Addr: 10.147.97.73 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:01:12 IST Fri Jun 5 2020 | Duration: 21h:29m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 354589706 | Bytes Rx: 190389533 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 286278 | Audit Session ID: 0a96cf6945e460005eda02d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 286278 | Audit Session ID: 0a96cf6945e460005eda02d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: AKuttan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.83 | Public IP: 27.97.220.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:30 IST Fri Jun 5 2020 | Duration: 18h:56m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 303061318 | Bytes Rx: 77053753 | IP Addr: 10.150.244.83 | Public IP: 27.97.220.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:30 IST Fri Jun 5 2020 | Duration: 18h:56m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 303061318 | Bytes Rx: 77053753 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 286895 | Audit Session ID: 0a96cf69460af0005eda26be | Security Group Tag: none | EasyVPN: 0 |Session ID: 286895 | Audit Session ID: 0a96cf69460af0005eda26be | Security Group Tag: none | EasyVPN: 0 ||
Username: manishma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.112 | Public IP: 103.86.182.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:24:02 IST Fri Jun 5 2020 | Duration: 16h:06m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 351316890 | Bytes Rx: 86341691 | IP Addr: 10.150.236.112 | Public IP: 103.86.182.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:24:02 IST Fri Jun 5 2020 | Duration: 16h:06m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 351316890 | Bytes Rx: 86341691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287536 | Audit Session ID: 0a96cf69463300005eda4e7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 287536 | Audit Session ID: 0a96cf69463300005eda4e7a | Security Group Tag: none | EasyVPN: 0 ||
