sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 7d 12h:15m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 5344910904 | Bytes Rx: 744384296 | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 7d 12h:15m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 5344910904 | Bytes Rx: 744384296 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 |Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 ||
Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 7d 11h:18m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 12996622424 | Bytes Rx: 5025658053 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 7d 11h:18m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 12996622424 | Bytes Rx: 5025658053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: thakur.das | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.61 | Public IP: 1.38.44.192 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:59:20 UTC Sat Jun 6 2020 | Duration: 4d 14h:31m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 6468808677 | Bytes Rx: 1166462889 | IP Addr: 10.145.233.61 | Public IP: 1.38.44.192 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:59:20 UTC Sat Jun 6 2020 | Duration: 4d 14h:31m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 6468808677 | Bytes Rx: 1166462889 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80646 | Audit Session ID: 0a91072813b060005edb68f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80646 | Audit Session ID: 0a91072813b060005edb68f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: tanviahl | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.164 | Public IP: 111.125.230.60 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:59:25 UTC Mon Jun 8 2020 | Duration: 2d 18h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2535610903 | Bytes Rx: 2288111088 | IP Addr: 10.145.233.164 | Public IP: 111.125.230.60 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:59:25 UTC Mon Jun 8 2020 | Duration: 2d 18h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2535610903 | Bytes Rx: 2288111088 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80966 | Audit Session ID: 0a91072813c460005eddd3bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 80966 | Audit Session ID: 0a91072813c460005eddd3bd | Security Group Tag: none | EasyVPN: 0 ||
Username: mwest | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.239 | Public IP: 86.184.104.157 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:34:33 UTC Mon Jun 8 2020 | Duration: 2d 14h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 6244942611 | Bytes Rx: 1848958480 | IP Addr: 10.145.233.239 | Public IP: 86.184.104.157 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:34:33 UTC Mon Jun 8 2020 | Duration: 2d 14h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 6244942611 | Bytes Rx: 1848958480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81140 | Audit Session ID: 0a91072813cf40005ede0629 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81140 | Audit Session ID: 0a91072813cf40005ede0629 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivaji.m | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.212 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:14 UTC Mon Jun 8 2020 | Duration: 2d 14h:07m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2875475168 | Bytes Rx: 2726486015 | IP Addr: 10.145.233.212 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:14 UTC Mon Jun 8 2020 | Duration: 2d 14h:07m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2875475168 | Bytes Rx: 2726486015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81165 | Audit Session ID: 0a91072813d0d0005ede1192 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81165 | Audit Session ID: 0a91072813d0d0005ede1192 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.20 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:11 UTC Tue Jun 9 2020 | Duration: 1d 16h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4223253983 | Bytes Rx: 12499229324 | IP Addr: 10.145.232.20 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:11 UTC Tue Jun 9 2020 | Duration: 1d 16h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4223253983 | Bytes Rx: 12499229324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81517 | Audit Session ID: 0a91072813e6d0005edf3beb | Security Group Tag: none | EasyVPN: 0 |Session ID: 81517 | Audit Session ID: 0a91072813e6d0005edf3beb | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesday | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.174 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:25 UTC Tue Jun 9 2020 | Duration: 1d 16h:49m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3294132554 | Bytes Rx: 1026006172 | IP Addr: 10.145.233.174 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:25 UTC Tue Jun 9 2020 | Duration: 1d 16h:49m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3294132554 | Bytes Rx: 1026006172 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81523 | Audit Session ID: 0a91072813e730005edf3ce9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81523 | Audit Session ID: 0a91072813e730005edf3ce9 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 1d 15h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2197138284 | Bytes Rx: 512904780 | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 1d 15h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2197138284 | Bytes Rx: 512904780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 |Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 ||
Username: indranil.sapre | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.44 | Public IP: 31.14.250.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:09 UTC Tue Jun 9 2020 | Duration: 1d 13h:37m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2588922962 | Bytes Rx: 773352298 | IP Addr: 10.145.232.44 | Public IP: 31.14.250.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:09 UTC Tue Jun 9 2020 | Duration: 1d 13h:37m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2588922962 | Bytes Rx: 773352298 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81681 | Audit Session ID: 0a91072813f110005edf6a15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81681 | Audit Session ID: 0a91072813f110005edf6a15 | Security Group Tag: none | EasyVPN: 0 ||
Username: ahollowa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.241 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:06 UTC Tue Jun 9 2020 | Duration: 1d 12h:16m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1745103403 | Bytes Rx: 2516665195 | IP Addr: 10.145.233.241 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:06 UTC Tue Jun 9 2020 | Duration: 1d 12h:16m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1745103403 | Bytes Rx: 2516665195 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81715 | Audit Session ID: 0a91072813f330005edf7d0e | Security Group Tag: none | EasyVPN: 0 |Session ID: 81715 | Audit Session ID: 0a91072813f330005edf7d0e | Security Group Tag: none | EasyVPN: 0 ||
