sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 10d 5h:38m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3381164374 | Bytes Rx: 1165046586 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 10d 5h:38m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3381164374 | Bytes Rx: 1165046586 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.127 | Public IP: 219.91.249.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 5d 23h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 7880323229 | Bytes Rx: 3625536998 | IP Addr: 10.150.238.127 | Public IP: 219.91.249.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 5d 23h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 7880323229 | Bytes Rx: 3625536998 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 3d 13h:02m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 5091849558 | Bytes Rx: 1015251150 | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 3d 13h:02m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 5091849558 | Bytes Rx: 1015251150 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.249 | Public IP: 182.57.245.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 2d 1h:31m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1791583865 | Bytes Rx: 527519337 | IP Addr: 10.150.238.249 | Public IP: 182.57.245.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 2d 1h:31m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1791583865 | Bytes Rx: 527519337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 ||
Username: SamruSal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.174 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:38:32 IST Sat Jun 20 2020 | Duration: 14h:53m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 330673312 | Bytes Rx: 476458396 | IP Addr: 10.150.239.174 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:38:32 IST Sat Jun 20 2020 | Duration: 14h:53m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 330673312 | Bytes Rx: 476458396 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41878 | Audit Session ID: 0a96cf6a0a3960005eee4290 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41878 | Audit Session ID: 0a96cf6a0a3960005eee4290 | Security Group Tag: none | EasyVPN: 0 ||
Username: SaratN | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.86 | Public IP: 47.30.152.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:39:15 IST Sun Jun 21 2020 | Duration: 7h:52m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 309446852 | Bytes Rx: 102124153 | IP Addr: 10.150.238.86 | Public IP: 47.30.152.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:39:15 IST Sun Jun 21 2020 | Duration: 7h:52m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 309446852 | Bytes Rx: 102124153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41999 | Audit Session ID: 0a96cf6a0a40f0005eeea52b | Security Group Tag: none | EasyVPN: 0 |Session ID: 41999 | Audit Session ID: 0a96cf6a0a40f0005eeea52b | Security Group Tag: none | EasyVPN: 0 ||
Username: santospa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.58 | Public IP: 157.33.189.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:41 IST Sun Jun 21 2020 | Duration: 7h:09m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1026161291 | Bytes Rx: 197018970 | IP Addr: 10.150.239.58 | Public IP: 157.33.189.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:41 IST Sun Jun 21 2020 | Duration: 7h:09m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1026161291 | Bytes Rx: 197018970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42008 | Audit Session ID: 0a96cf6a0a4180005eeeaf59 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42008 | Audit Session ID: 0a96cf6a0a4180005eeeaf59 | Security Group Tag: none | EasyVPN: 0 ||
Username: SurajBho | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.61 | Public IP: 106.193.186.79 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:26:52 IST Sun Jun 21 2020 | Duration: 7h:05m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 809758081 | Bytes Rx: 115885405 | IP Addr: 10.150.239.61 | Public IP: 106.193.186.79 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:26:52 IST Sun Jun 21 2020 | Duration: 7h:05m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 809758081 | Bytes Rx: 115885405 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42012 | Audit Session ID: 0a96cf6a0a41c0005eeeb054 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42012 | Audit Session ID: 0a96cf6a0a41c0005eeeb054 | Security Group Tag: none | EasyVPN: 0 ||
Username: AtulP | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.64 | Public IP: 157.47.61.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:35 IST Sun Jun 21 2020 | Duration: 7h:01m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 723265950 | Bytes Rx: 183607943 | IP Addr: 10.150.239.64 | Public IP: 157.47.61.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:35 IST Sun Jun 21 2020 | Duration: 7h:01m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 723265950 | Bytes Rx: 183607943 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42016 | Audit Session ID: 0a96cf6a0a4200005eeeb133 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42016 | Audit Session ID: 0a96cf6a0a4200005eeeb133 | Security Group Tag: none | EasyVPN: 0 ||
Username: SBhabad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.231 | Public IP: 49.35.222.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:46 IST Sun Jun 21 2020 | Duration: 6h:52m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 770912225 | Bytes Rx: 178425361 | IP Addr: 10.150.238.231 | Public IP: 49.35.222.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:46 IST Sun Jun 21 2020 | Duration: 6h:52m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 770912225 | Bytes Rx: 178425361 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42019 | Audit Session ID: 0a96cf6a0a4230005eeeb35a | Security Group Tag: none | EasyVPN: 0 |Session ID: 42019 | Audit Session ID: 0a96cf6a0a4230005eeeb35a | Security Group Tag: none | EasyVPN: 0 ||
Username: kavyjosh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.232 | Public IP: 49.36.53.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:40 IST Sun Jun 21 2020 | Duration: 6h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1139614214 | Bytes Rx: 213253286 | IP Addr: 10.150.238.232 | Public IP: 49.36.53.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:40 IST Sun Jun 21 2020 | Duration: 6h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1139614214 | Bytes Rx: 213253286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42021 | Audit Session ID: 0a96cf6a0a4250005eeeb390 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42021 | Audit Session ID: 0a96cf6a0a4250005eeeb390 | Security Group Tag: none | EasyVPN: 0 ||
Username: maymhase | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.236 | Public IP: 27.97.132.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Sun Jun 21 2020 | Duration: 6h:50m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 472095152 | Bytes Rx: 187188103 | IP Addr: 10.150.238.236 | Public IP: 27.97.132.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Sun Jun 21 2020 | Duration: 6h:50m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 472095152 | Bytes Rx: 187188103 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42022 | Audit Session ID: 0a96cf6a0a4260005eeeb3b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42022 | Audit Session ID: 0a96cf6a0a4260005eeeb3b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sandhale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.237 | Public IP: 42.106.213.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:40 IST Sun Jun 21 2020 | Duration: 6h:49m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 601078694 | Bytes Rx: 160432563 | IP Addr: 10.150.238.237 | Public IP: 42.106.213.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:40 IST Sun Jun 21 2020 | Duration: 6h:49m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 601078694 | Bytes Rx: 160432563 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42024 | Audit Session ID: 0a96cf6a0a4280005eeeb408 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42024 | Audit Session ID: 0a96cf6a0a4280005eeeb408 | Security Group Tag: none | EasyVPN: 0 ||
