sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 3d 21h:26m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 724413303 | Bytes Rx: 598339476 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 3d 21h:26m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 724413303 | Bytes Rx: 598339476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 1d 17h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 3859547899 | Bytes Rx: 830633944 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 1d 17h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 3859547899 | Bytes Rx: 830633944 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: anindya.poddar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.203 | Public IP: 122.172.171.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jun 22 2020 | Duration: 1d 5h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1335227960 | Bytes Rx: 406134235 | IP Addr: 10.149.234.203 | Public IP: 122.172.171.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jun 22 2020 | Duration: 1d 5h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1335227960 | Bytes Rx: 406134235 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183948 | Audit Session ID: 0a95072b2ce8c0005ef03f07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183948 | Audit Session ID: 0a95072b2ce8c0005ef03f07 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 1d 4h:40m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 2275295025 | Bytes Rx: 352751683 | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 1d 4h:40m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 2275295025 | Bytes Rx: 352751683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 |Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.198 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:32 IST Mon Jun 22 2020 | Duration: 23h:25m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2056774439 | Bytes Rx: 1164259957 | IP Addr: 10.149.243.198 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:32 IST Mon Jun 22 2020 | Duration: 23h:25m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2056774439 | Bytes Rx: 1164259957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185248 | Audit Session ID: 0a95072b2d3a00005ef09040 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185248 | Audit Session ID: 0a95072b2d3a00005ef09040 | Security Group Tag: none | EasyVPN: 0 ||
Username: Navselva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.248 | Public IP: 115.97.238.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:57:31 IST Tue Jun 23 2020 | Duration: 12h:02m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 813323906 | Bytes Rx: 509460155 | IP Addr: 10.149.235.248 | Public IP: 115.97.238.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:57:31 IST Tue Jun 23 2020 | Duration: 12h:02m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 813323906 | Bytes Rx: 509460155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185976 | Audit Session ID: 0a95072b2d6780005ef13053 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185976 | Audit Session ID: 0a95072b2d6780005ef13053 | Security Group Tag: none | EasyVPN: 0 ||
Username: NShaji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.117 | Public IP: 137.97.134.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:23 IST Tue Jun 23 2020 | Duration: 10h:04m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 573733338 | Bytes Rx: 133036480 | IP Addr: 10.149.234.117 | Public IP: 137.97.134.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:23 IST Tue Jun 23 2020 | Duration: 10h:04m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 573733338 | Bytes Rx: 133036480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185991 | Audit Session ID: 0a95072b2d6870005ef14bf3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185991 | Audit Session ID: 0a95072b2d6870005ef14bf3 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:24 IST Tue Jun 23 2020 | Duration: 9h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2387186777 | Bytes Rx: 360962973 | IP Addr: 10.149.234.119 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:24 IST Tue Jun 23 2020 | Duration: 9h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2387186777 | Bytes Rx: 360962973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185995 | Audit Session ID: 0a95072b2d68b0005ef15824 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185995 | Audit Session ID: 0a95072b2d68b0005ef15824 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.125 | Public IP: 106.203.94.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:18 IST Tue Jun 23 2020 | Duration: 9h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 689584719 | Bytes Rx: 142769545 | IP Addr: 10.149.234.125 | Public IP: 106.203.94.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:18 IST Tue Jun 23 2020 | Duration: 9h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 689584719 | Bytes Rx: 142769545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185997 | Audit Session ID: 0a95072b2d68d0005ef1585a | Security Group Tag: none | EasyVPN: 0 |Session ID: 185997 | Audit Session ID: 0a95072b2d68d0005ef1585a | Security Group Tag: none | EasyVPN: 0 ||
Username: ASapkal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.121 | Public IP: 103.86.180.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:43 IST Tue Jun 23 2020 | Duration: 9h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 420496786 | Bytes Rx: 235269185 | IP Addr: 10.149.234.121 | Public IP: 103.86.180.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:43 IST Tue Jun 23 2020 | Duration: 9h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 420496786 | Bytes Rx: 235269185 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185998 | Audit Session ID: 0a95072b2d68e0005ef15873 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185998 | Audit Session ID: 0a95072b2d68e0005ef15873 | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodera | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.122 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:43 IST Tue Jun 23 2020 | Duration: 9h:10m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1260079930 | Bytes Rx: 347407675 | IP Addr: 10.149.234.122 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:43 IST Tue Jun 23 2020 | Duration: 9h:10m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1260079930 | Bytes Rx: 347407675 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185999 | Audit Session ID: 0a95072b2d68f0005ef158af | Security Group Tag: none | EasyVPN: 0 |Session ID: 185999 | Audit Session ID: 0a95072b2d68f0005ef158af | Security Group Tag: none | EasyVPN: 0 ||
