sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 0h:18m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1475052176 | Bytes Rx: 672880963 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 0h:18m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1475052176 | Bytes Rx: 672880963 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 13h:06m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 8174599351 | Bytes Rx: 1188727557 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 13h:06m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 8174599351 | Bytes Rx: 1188727557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 20h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 467057880 | Bytes Rx: 294492939 | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 20h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 467057880 | Bytes Rx: 294492939 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: sp.ghosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 19h:56m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2182974346 | Bytes Rx: 145955975 | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 19h:56m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2182974346 | Bytes Rx: 145955975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 17h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 30252220 | Bytes Rx: 34924622 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 17h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 30252220 | Bytes Rx: 34924622 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Devsivan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 14h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 186129785 | Bytes Rx: 372417311 | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 14h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 186129785 | Bytes Rx: 372417311 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 14h:13m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 280156943 | Bytes Rx: 64779722 | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 14h:13m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 280156943 | Bytes Rx: 64779722 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: jnagaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.230 | Public IP: 49.206.127.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:10:13 IST Sat Jun 20 2020 | Duration: 12h:20m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 729341746 | Bytes Rx: 1145084528 | IP Addr: 10.149.234.230 | Public IP: 49.206.127.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:10:13 IST Sat Jun 20 2020 | Duration: 12h:20m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 729341746 | Bytes Rx: 1145084528 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181321 | Audit Session ID: 0a95072b2c4490005eed068d | Security Group Tag: none | EasyVPN: 0 |Session ID: 181321 | Audit Session ID: 0a95072b2c4490005eed068d | Security Group Tag: none | EasyVPN: 0 ||
Username: jesurjos | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.28 | Public IP: 157.50.107.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:23 IST Sat Jun 20 2020 | Duration: 6h:31m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 94923304 | Bytes Rx: 88879325 | IP Addr: 10.149.235.28 | Public IP: 157.50.107.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:23 IST Sat Jun 20 2020 | Duration: 6h:31m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 94923304 | Bytes Rx: 88879325 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181356 | Audit Session ID: 0a95072b2c46c0005eed5827 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181356 | Audit Session ID: 0a95072b2c46c0005eed5827 | Security Group Tag: none | EasyVPN: 0 ||
Username: punish.chawla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.29 | Public IP: 120.56.100.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:57 IST Sat Jun 20 2020 | Duration: 6h:23m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 144316406 | Bytes Rx: 54513056 | IP Addr: 10.149.235.29 | Public IP: 120.56.100.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:57 IST Sat Jun 20 2020 | Duration: 6h:23m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 144316406 | Bytes Rx: 54513056 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181361 | Audit Session ID: 0a95072b2c4710005eed5a29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181361 | Audit Session ID: 0a95072b2c4710005eed5a29 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohising | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.34 | Public IP: 103.25.170.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:16 IST Sat Jun 20 2020 | Duration: 6h:23m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1058774010 | Bytes Rx: 116735917 | IP Addr: 10.149.235.34 | Public IP: 103.25.170.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:16 IST Sat Jun 20 2020 | Duration: 6h:23m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1058774010 | Bytes Rx: 116735917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181362 | Audit Session ID: 0a95072b2c4720005eed5a3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 181362 | Audit Session ID: 0a95072b2c4720005eed5a3c | Security Group Tag: none | EasyVPN: 0 ||
