sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 123.201.36.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 1h:21m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 3315198920 | Bytes Rx: 149163537399 | IP Addr: 10.150.238.172 | Public IP: 123.201.36.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 1h:21m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 3315198920 | Bytes Rx: 149163537399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.80 | Public IP: 43.250.158.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:22 IST Mon Jun 8 2020 | Duration: 1d 0h:23m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1057598394 | Bytes Rx: 315971645 | IP Addr: 10.150.239.80 | Public IP: 43.250.158.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:22 IST Mon Jun 8 2020 | Duration: 1d 0h:23m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1057598394 | Bytes Rx: 315971645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1563 | Audit Session ID: 0a96cf6a0061b0005eddb97a | Security Group Tag: none | EasyVPN: 0 |Session ID: 1563 | Audit Session ID: 0a96cf6a0061b0005eddb97a | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.202 | Public IP: 182.57.248.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:50 IST Mon Jun 8 2020 | Duration: 1d 0h:02m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1419042146 | Bytes Rx: 347203500 | IP Addr: 10.150.239.202 | Public IP: 182.57.248.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:50 IST Mon Jun 8 2020 | Duration: 1d 0h:02m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1419042146 | Bytes Rx: 347203500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1725 | Audit Session ID: 0a96cf6a006bd0005eddbe46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1725 | Audit Session ID: 0a96cf6a006bd0005eddbe46 | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 18h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 136464306 | Bytes Rx: 452093887 | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 18h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 136464306 | Bytes Rx: 452093887 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.50 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:25 IST Mon Jun 8 2020 | Duration: 14h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 278231421 | Bytes Rx: 95952401 | IP Addr: 10.150.239.50 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:25 IST Mon Jun 8 2020 | Duration: 14h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 278231421 | Bytes Rx: 95952401 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6008 | Audit Session ID: 0a96cf6a017780005ede48b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6008 | Audit Session ID: 0a96cf6a017780005ede48b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuruKupp | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.119 | Public IP: 106.198.106.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:24 IST Tue Jun 9 2020 | Duration: 5h:08m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 352594527 | Bytes Rx: 35113297 | IP Addr: 10.150.238.119 | Public IP: 106.198.106.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:24 IST Tue Jun 9 2020 | Duration: 5h:08m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 352594527 | Bytes Rx: 35113297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6430 | Audit Session ID: 0a96cf6a0191e0005edec7f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6430 | Audit Session ID: 0a96cf6a0191e0005edec7f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinjoshi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.112 | Public IP: 110.227.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:27:19 IST Tue Jun 9 2020 | Duration: 4h:33m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 134231485 | Bytes Rx: 20991312 | IP Addr: 10.150.239.112 | Public IP: 110.227.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:27:19 IST Tue Jun 9 2020 | Duration: 4h:33m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 134231485 | Bytes Rx: 20991312 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6439 | Audit Session ID: 0a96cf6a019270005eded05f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6439 | Audit Session ID: 0a96cf6a019270005eded05f | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.193 | Public IP: 117.233.104.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:57:49 IST Tue Jun 9 2020 | Duration: 4h:02m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 129647084 | Bytes Rx: 58340300 | IP Addr: 10.150.239.193 | Public IP: 117.233.104.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:57:49 IST Tue Jun 9 2020 | Duration: 4h:02m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 129647084 | Bytes Rx: 58340300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6452 | Audit Session ID: 0a96cf6a019340005eded785 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6452 | Audit Session ID: 0a96cf6a019340005eded785 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraJagta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.24 | Public IP: 106.220.194.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:15 IST Tue Jun 9 2020 | Duration: 3h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 170413416 | Bytes Rx: 50922830 | IP Addr: 10.150.238.24 | Public IP: 106.220.194.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:15 IST Tue Jun 9 2020 | Duration: 3h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 170413416 | Bytes Rx: 50922830 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6468 | Audit Session ID: 0a96cf6a019440005edede6b | Security Group Tag: none | EasyVPN: 0 |Session ID: 6468 | Audit Session ID: 0a96cf6a019440005edede6b | Security Group Tag: none | EasyVPN: 0 ||
Username: tomlee | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.25 | Public IP: 42.98.159.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:47 IST Tue Jun 9 2020 | Duration: 3h:32m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 467933417 | Bytes Rx: 42097198 | IP Addr: 10.150.238.25 | Public IP: 42.98.159.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:47 IST Tue Jun 9 2020 | Duration: 3h:32m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 467933417 | Bytes Rx: 42097198 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6469 | Audit Session ID: 0a96cf6a019450005edede8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 6469 | Audit Session ID: 0a96cf6a019450005edede8b | Security Group Tag: none | EasyVPN: 0 ||
Username: anildond | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.26 | Public IP: 157.33.147.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:48 IST Tue Jun 9 2020 | Duration: 3h:32m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 85323947 | Bytes Rx: 38921963 | IP Addr: 10.150.238.26 | Public IP: 157.33.147.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:48 IST Tue Jun 9 2020 | Duration: 3h:32m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 85323947 | Bytes Rx: 38921963 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6470 | Audit Session ID: 0a96cf6a019460005edede8c | Security Group Tag: none | EasyVPN: 0 |Session ID: 6470 | Audit Session ID: 0a96cf6a019460005edede8c | Security Group Tag: none | EasyVPN: 0 ||
