sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ksubbiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.138 | Public IP: 49.207.132.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:59:49 IST Thu Jun 11 2020 | Duration: 1d 18h:30m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2105778784 | Bytes Rx: 547603172 | IP Addr: 10.149.232.138 | Public IP: 49.207.132.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:59:49 IST Thu Jun 11 2020 | Duration: 1d 18h:30m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2105778784 | Bytes Rx: 547603172 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147339 | Audit Session ID: 0a95072a23f8b0005ee223bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 147339 | Audit Session ID: 0a95072a23f8b0005ee223bd | Security Group Tag: none | EasyVPN: 0 ||
Username: arumaana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.113 | Public IP: 157.51.246.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:14 IST Fri Jun 12 2020 | Duration: 1d 0h:59m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 752764921 | Bytes Rx: 163334589 | IP Addr: 10.149.232.113 | Public IP: 157.51.246.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:14 IST Fri Jun 12 2020 | Duration: 1d 0h:59m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 752764921 | Bytes Rx: 163334589 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148443 | Audit Session ID: 0a95072a243db0005ee31a2a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148443 | Audit Session ID: 0a95072a243db0005ee31a2a | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.225 | Public IP: 49.207.130.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:59:47 IST Fri Jun 12 2020 | Duration: 1d 0h:30m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 273084563 | Bytes Rx: 124645582 | IP Addr: 10.149.232.225 | Public IP: 49.207.130.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:59:47 IST Fri Jun 12 2020 | Duration: 1d 0h:30m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 273084563 | Bytes Rx: 124645582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148573 | Audit Session ID: 0a95072a2445d0005ee320db | Security Group Tag: none | EasyVPN: 0 |Session ID: 148573 | Audit Session ID: 0a95072a2445d0005ee320db | Security Group Tag: none | EasyVPN: 0 ||
Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.43 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:17 IST Fri Jun 12 2020 | Duration: 18h:11m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 69144586 | Bytes Rx: 21752577 | IP Addr: 10.149.233.43 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:17 IST Fri Jun 12 2020 | Duration: 18h:11m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 69144586 | Bytes Rx: 21752577 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 149648 | Audit Session ID: 0a95072a248900005ee379cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 149648 | Audit Session ID: 0a95072a248900005ee379cd | Security Group Tag: none | EasyVPN: 0 ||
Username: nittoge | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.254 | Public IP: 106.77.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:44:42 IST Fri Jun 12 2020 | Duration: 15h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1466555221 | Bytes Rx: 251406322 | IP Addr: 10.149.233.254 | Public IP: 106.77.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:44:42 IST Fri Jun 12 2020 | Duration: 15h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1466555221 | Bytes Rx: 251406322 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 149866 | Audit Session ID: 0a95072a2496a0005ee39be2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 149866 | Audit Session ID: 0a95072a2496a0005ee39be2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.210 | Public IP: 106.220.197.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:42 IST Sat Jun 13 2020 | Duration: 5h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 240315268 | Bytes Rx: 128211818 | IP Addr: 10.149.232.210 | Public IP: 106.220.197.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:42 IST Sat Jun 13 2020 | Duration: 5h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 240315268 | Bytes Rx: 128211818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150064 | Audit Session ID: 0a95072a24a300005ee42882 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150064 | Audit Session ID: 0a95072a24a300005ee42882 | Security Group Tag: none | EasyVPN: 0 ||
Username: cprabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 182.65.68.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:22 IST Sat Jun 13 2020 | Duration: 5h:37m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1083450199 | Bytes Rx: 189547706 | IP Addr: 10.149.233.197 | Public IP: 182.65.68.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:22 IST Sat Jun 13 2020 | Duration: 5h:37m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1083450199 | Bytes Rx: 189547706 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150071 | Audit Session ID: 0a95072a24a370005ee42a8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 150071 | Audit Session ID: 0a95072a24a370005ee42a8a | Security Group Tag: none | EasyVPN: 0 ||
Username: AUdayaku | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.199 | Public IP: 202.136.71.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:53 IST Sat Jun 13 2020 | Duration: 5h:36m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1421479681 | Bytes Rx: 346859531 | IP Addr: 10.149.233.199 | Public IP: 202.136.71.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:53 IST Sat Jun 13 2020 | Duration: 5h:36m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1421479681 | Bytes Rx: 346859531 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150072 | Audit Session ID: 0a95072a24a380005ee42aa9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150072 | Audit Session ID: 0a95072a24a380005ee42aa9 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 157.46.135.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:33 IST Sat Jun 13 2020 | Duration: 5h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 641666458 | Bytes Rx: 137355822 | IP Addr: 10.149.233.205 | Public IP: 157.46.135.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:33 IST Sat Jun 13 2020 | Duration: 5h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 641666458 | Bytes Rx: 137355822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150077 | Audit Session ID: 0a95072a24a3d0005ee42bc1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150077 | Audit Session ID: 0a95072a24a3d0005ee42bc1 | Security Group Tag: none | EasyVPN: 0 ||
Username: svaithiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC8 | IP Addr: 10.149.248.104 | Public IP: 157.50.32.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:53 IST Sat Jun 13 2020 | Duration: 5h:30m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 423151190 | Bytes Rx: 234973792 | IP Addr: 10.149.248.104 | Public IP: 157.50.32.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:53 IST Sat Jun 13 2020 | Duration: 5h:30m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 423151190 | Bytes Rx: 234973792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150080 | Audit Session ID: 0a95072a24a400005ee42c11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150080 | Audit Session ID: 0a95072a24a400005ee42c11 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHASHETH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.208 | Public IP: 103.252.5.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:00 IST Sat Jun 13 2020 | Duration: 5h:30m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 537301066 | Bytes Rx: 148397574 | IP Addr: 10.149.233.208 | Public IP: 103.252.5.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:00 IST Sat Jun 13 2020 | Duration: 5h:30m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 537301066 | Bytes Rx: 148397574 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150081 | Audit Session ID: 0a95072a24a410005ee42c18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150081 | Audit Session ID: 0a95072a24a410005ee42c18 | Security Group Tag: none | EasyVPN: 0 ||
