sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 5h:51m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1682984386 | Bytes Rx: 696023083 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 5h:51m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1682984386 | Bytes Rx: 696023083 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 18h:38m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 16675378998 | Bytes Rx: 2386032578 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 18h:38m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 16675378998 | Bytes Rx: 2386032578 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 1d 2h:23m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 488637476 | Bytes Rx: 306802906 | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 1d 2h:23m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 488637476 | Bytes Rx: 306802906 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 23h:28m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 37448739 | Bytes Rx: 42906834 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 23h:28m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 37448739 | Bytes Rx: 42906834 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Devsivan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 20h:28m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 569083216 | Bytes Rx: 674277879 | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 20h:28m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 569083216 | Bytes Rx: 674277879 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 19h:46m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 918106448 | Bytes Rx: 185832701 | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 19h:46m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 918106448 | Bytes Rx: 185832701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.venkatesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.49 | Public IP: 49.207.131.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:33 IST Sat Jun 20 2020 | Duration: 10h:48m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 885776281 | Bytes Rx: 111734592 | IP Addr: 10.149.235.49 | Public IP: 49.207.131.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:33 IST Sat Jun 20 2020 | Duration: 10h:48m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 885776281 | Bytes Rx: 111734592 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181378 | Audit Session ID: 0a95072b2c4820005eed6a01 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181378 | Audit Session ID: 0a95072b2c4820005eed6a01 | Security Group Tag: none | EasyVPN: 0 ||
Username: suppu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.117 | Public IP: 1.39.130.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:51 IST Sat Jun 20 2020 | Duration: 9h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 976801107 | Bytes Rx: 294827183 | IP Addr: 10.149.235.117 | Public IP: 1.39.130.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:51 IST Sat Jun 20 2020 | Duration: 9h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 976801107 | Bytes Rx: 294827183 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181428 | Audit Session ID: 0a95072b2c4b40005eed8093 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181428 | Audit Session ID: 0a95072b2c4b40005eed8093 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.120 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:28 IST Sat Jun 20 2020 | Duration: 9h:09m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1534798824 | Bytes Rx: 281271351 | IP Addr: 10.149.235.120 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:28 IST Sat Jun 20 2020 | Duration: 9h:09m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1534798824 | Bytes Rx: 281271351 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181433 | Audit Session ID: 0a95072b2c4b90005eed8130 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181433 | Audit Session ID: 0a95072b2c4b90005eed8130 | Security Group Tag: none | EasyVPN: 0 ||
Username: sumukher | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.121 | Public IP: 42.106.196.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:02 IST Sat Jun 20 2020 | Duration: 9h:08m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 540991732 | Bytes Rx: 142461792 | IP Addr: 10.149.235.121 | Public IP: 42.106.196.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:02 IST Sat Jun 20 2020 | Duration: 9h:08m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 540991732 | Bytes Rx: 142461792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181434 | Audit Session ID: 0a95072b2c4ba0005eed8152 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181434 | Audit Session ID: 0a95072b2c4ba0005eed8152 | Security Group Tag: none | EasyVPN: 0 ||
Username: RChopkar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.148 | Public IP: 117.223.118.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:55 IST Sat Jun 20 2020 | Duration: 9h:03m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 5797872121 | Bytes Rx: 334961673 | IP Addr: 10.149.234.148 | Public IP: 117.223.118.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:55 IST Sat Jun 20 2020 | Duration: 9h:03m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 5797872121 | Bytes Rx: 334961673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181438 | Audit Session ID: 0a95072b2c4be0005eed8277 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181438 | Audit Session ID: 0a95072b2c4be0005eed8277 | Security Group Tag: none | EasyVPN: 0 ||
