sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 3d 16h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 582494568 | Bytes Rx: 571432829 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 3d 16h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 582494568 | Bytes Rx: 571432829 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 1d 12h:10m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 3438916731 | Bytes Rx: 743233646 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 1d 12h:10m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 3438916731 | Bytes Rx: 743233646 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: ppai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.160 | Public IP: 49.37.198.110 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:59 IST Mon Jun 22 2020 | Duration: 1d 2h:56m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1502419898 | Bytes Rx: 1228793794 | IP Addr: 10.149.235.160 | Public IP: 49.37.198.110 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:59 IST Mon Jun 22 2020 | Duration: 1d 2h:56m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1502419898 | Bytes Rx: 1228793794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183396 | Audit Session ID: 0a95072b2cc640005ef01897 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183396 | Audit Session ID: 0a95072b2cc640005ef01897 | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.167 | Public IP: 49.207.131.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:08 IST Mon Jun 22 2020 | Duration: 1d 2h:47m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 287151787 | Bytes Rx: 148034913 | IP Addr: 10.149.235.167 | Public IP: 49.207.131.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:08 IST Mon Jun 22 2020 | Duration: 1d 2h:47m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 287151787 | Bytes Rx: 148034913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183398 | Audit Session ID: 0a95072b2cc660005ef01abc | Security Group Tag: none | EasyVPN: 0 |Session ID: 183398 | Audit Session ID: 0a95072b2cc660005ef01abc | Security Group Tag: none | EasyVPN: 0 ||
Username: anindya.poddar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.203 | Public IP: 122.172.171.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jun 22 2020 | Duration: 1d 0h:12m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 790674276 | Bytes Rx: 266251063 | IP Addr: 10.149.234.203 | Public IP: 122.172.171.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jun 22 2020 | Duration: 1d 0h:12m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 790674276 | Bytes Rx: 266251063 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183948 | Audit Session ID: 0a95072b2ce8c0005ef03f07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183948 | Audit Session ID: 0a95072b2ce8c0005ef03f07 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 23h:40m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1930560987 | Bytes Rx: 240679837 | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 23h:40m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1930560987 | Bytes Rx: 240679837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 |Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.198 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:32 IST Mon Jun 22 2020 | Duration: 18h:25m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 907728979 | Bytes Rx: 389710166 | IP Addr: 10.149.243.198 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:34:32 IST Mon Jun 22 2020 | Duration: 18h:25m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 907728979 | Bytes Rx: 389710166 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185248 | Audit Session ID: 0a95072b2d3a00005ef09040 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185248 | Audit Session ID: 0a95072b2d3a00005ef09040 | Security Group Tag: none | EasyVPN: 0 ||
Username: Navselva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.248 | Public IP: 27.7.76.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:57:31 IST Tue Jun 23 2020 | Duration: 7h:02m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 325187246 | Bytes Rx: 63231416 | IP Addr: 10.149.235.248 | Public IP: 27.7.76.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:57:31 IST Tue Jun 23 2020 | Duration: 7h:02m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 325187246 | Bytes Rx: 63231416 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185976 | Audit Session ID: 0a95072b2d6780005ef13053 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185976 | Audit Session ID: 0a95072b2d6780005ef13053 | Security Group Tag: none | EasyVPN: 0 ||
Username: NShaji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.117 | Public IP: 137.97.134.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:23 IST Tue Jun 23 2020 | Duration: 5h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 302691592 | Bytes Rx: 78707874 | IP Addr: 10.149.234.117 | Public IP: 137.97.134.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:23 IST Tue Jun 23 2020 | Duration: 5h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 302691592 | Bytes Rx: 78707874 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185991 | Audit Session ID: 0a95072b2d6870005ef14bf3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185991 | Audit Session ID: 0a95072b2d6870005ef14bf3 | Security Group Tag: none | EasyVPN: 0 ||
Username: aadikhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.118 | Public IP: 219.91.248.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:22 IST Tue Jun 23 2020 | Duration: 4h:12m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 353085235 | Bytes Rx: 95650362 | IP Addr: 10.149.234.118 | Public IP: 219.91.248.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:22 IST Tue Jun 23 2020 | Duration: 4h:12m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 353085235 | Bytes Rx: 95650362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185994 | Audit Session ID: 0a95072b2d68a0005ef15822 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185994 | Audit Session ID: 0a95072b2d68a0005ef15822 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:24 IST Tue Jun 23 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1029859725 | Bytes Rx: 194940094 | IP Addr: 10.149.234.119 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:24 IST Tue Jun 23 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1029859725 | Bytes Rx: 194940094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 185995 | Audit Session ID: 0a95072b2d68b0005ef15824 | Security Group Tag: none | EasyVPN: 0 |Session ID: 185995 | Audit Session ID: 0a95072b2d68b0005ef15824 | Security Group Tag: none | EasyVPN: 0 ||
