sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.58 | Public IP: 182.57.169.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 3d 10h:15m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 6624597173 | Bytes Rx: 1501358063 | IP Addr: 10.150.237.58 | Public IP: 182.57.169.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 3d 10h:15m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 6624597173 | Bytes Rx: 1501358063 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 |Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 ||
Username: danand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 1d 13h:41m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 678228464 | Bytes Rx: 606349916 | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 1d 13h:41m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 678228464 | Bytes Rx: 606349916 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.4 | Public IP: 122.170.30.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:07 IST Fri Jun 26 2020 | Duration: 22h:51m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1421687734 | Bytes Rx: 124336683 | IP Addr: 10.150.237.4 | Public IP: 122.170.30.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:07 IST Fri Jun 26 2020 | Duration: 22h:51m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1421687734 | Bytes Rx: 124336683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63466 | Audit Session ID: 0a96cf690f7ea0005ef574e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63466 | Audit Session ID: 0a96cf690f7ea0005ef574e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: jezjesud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.224 | Public IP: 103.78.165.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:32 IST Fri Jun 26 2020 | Duration: 21h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 86534716 | Bytes Rx: 100652034 | IP Addr: 10.150.244.224 | Public IP: 103.78.165.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:32 IST Fri Jun 26 2020 | Duration: 21h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 86534716 | Bytes Rx: 100652034 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63939 | Audit Session ID: 0a96cf690f9c30005ef58438 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63939 | Audit Session ID: 0a96cf690f9c30005ef58438 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.19 | Public IP: 103.100.37.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:11:55 IST Fri Jun 26 2020 | Duration: 18h:18m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 924157540 | Bytes Rx: 242096443 | IP Addr: 10.150.244.19 | Public IP: 103.100.37.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:11:55 IST Fri Jun 26 2020 | Duration: 18h:18m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 924157540 | Bytes Rx: 242096443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64907 | Audit Session ID: 0a96cf690fd8b0005ef5b4d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64907 | Audit Session ID: 0a96cf690fd8b0005ef5b4d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: devpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.69 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:28 IST Fri Jun 26 2020 | Duration: 18h:08m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1022088802 | Bytes Rx: 202899894 | IP Addr: 10.150.244.69 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:28 IST Fri Jun 26 2020 | Duration: 18h:08m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1022088802 | Bytes Rx: 202899894 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64954 | Audit Session ID: 0a96cf690fdba0005ef5b710 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64954 | Audit Session ID: 0a96cf690fdba0005ef5b710 | Security Group Tag: none | EasyVPN: 0 ||
Username: NikSomas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.190 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:19 IST Fri Jun 26 2020 | Duration: 14h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 35364892 | Bytes Rx: 14045073 | IP Addr: 10.150.236.190 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:19 IST Fri Jun 26 2020 | Duration: 14h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 35364892 | Bytes Rx: 14045073 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 65825 | Audit Session ID: 0a96cf69101210005ef5eecf | Security Group Tag: none | EasyVPN: 0 |Session ID: 65825 | Audit Session ID: 0a96cf69101210005ef5eecf | Security Group Tag: none | EasyVPN: 0 ||
Username: DRJayant | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.102 | Public IP: 157.44.118.175 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:53:26 IST Fri Jun 26 2020 | Duration: 12h:36m:57s | Inactivity:  0h:02m:15s | Bytes Tx: 3045657516 | Bytes Rx: 290175901 | IP Addr: 10.150.237.102 | Public IP: 157.44.118.175 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:53:26 IST Fri Jun 26 2020 | Duration: 12h:36m:57s | Inactivity:  0h:02m:15s | Bytes Tx: 3045657516 | Bytes Rx: 290175901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 66015 | Audit Session ID: 0a96cf69101df0005ef604de | Security Group Tag: none | EasyVPN: 0 |Session ID: 66015 | Audit Session ID: 0a96cf69101df0005ef604de | Security Group Tag: none | EasyVPN: 0 ||
Username: PraTatte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.27 | Public IP: 157.36.225.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:55:16 IST Fri Jun 26 2020 | Duration: 11h:35m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1965285775 | Bytes Rx: 817047835 | IP Addr: 10.150.236.27 | Public IP: 157.36.225.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:55:16 IST Fri Jun 26 2020 | Duration: 11h:35m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1965285775 | Bytes Rx: 817047835 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 66143 | Audit Session ID: 0a96cf691025f0005ef6135c | Security Group Tag: none | EasyVPN: 0 |Session ID: 66143 | Audit Session ID: 0a96cf691025f0005ef6135c | Security Group Tag: none | EasyVPN: 0 ||
Username: aburnwal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.120 | Public IP: 49.35.70.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:38:33 IST Sat Jun 27 2020 | Duration: 7h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 4677048499 | Bytes Rx: 195539387 | IP Addr: 10.150.236.120 | Public IP: 49.35.70.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:38:33 IST Sat Jun 27 2020 | Duration: 7h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 4677048499 | Bytes Rx: 195539387 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 66486 | Audit Session ID: 0a96cf69103b60005ef647b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 66486 | Audit Session ID: 0a96cf69103b60005ef647b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.186 | Public IP: 103.121.153.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:37:22 IST Sat Jun 27 2020 | Duration: 4h:53m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 137645472 | Bytes Rx: 78647723 | IP Addr: 10.150.236.186 | Public IP: 103.121.153.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:37:22 IST Sat Jun 27 2020 | Duration: 4h:53m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 137645472 | Bytes Rx: 78647723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 66586 | Audit Session ID: 0a96cf691041a0005ef6719a | Security Group Tag: none | EasyVPN: 0 |Session ID: 66586 | Audit Session ID: 0a96cf691041a0005ef6719a | Security Group Tag: none | EasyVPN: 0 ||
