sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.69 | Public IP: 182.57.172.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:08:45 IST Tue Jun 9 2020 | Duration: 2d 22h:53m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 4818104322 | Bytes Rx: 1262434402 | IP Addr: 10.150.236.69 | Public IP: 182.57.172.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:08:45 IST Tue Jun 9 2020 | Duration: 2d 22h:53m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 4818104322 | Bytes Rx: 1262434402 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 7105 | Audit Session ID: 0a96cf6901bc10005edf90e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 7105 | Audit Session ID: 0a96cf6901bc10005edf90e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nitarya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.77 | Public IP: 103.248.172.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:00 IST Thu Jun 11 2020 | Duration: 1d 7h:49m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 290046386 | Bytes Rx: 322832656 | IP Addr: 10.150.237.77 | Public IP: 103.248.172.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:00 IST Thu Jun 11 2020 | Duration: 1d 7h:49m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 290046386 | Bytes Rx: 322832656 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 11923 | Audit Session ID: 0a96cf6902e930005ee1b654 | Security Group Tag: none | EasyVPN: 0 |Session ID: 11923 | Audit Session ID: 0a96cf6902e930005ee1b654 | Security Group Tag: none | EasyVPN: 0 ||
Username: nisinha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.237 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:42:19 IST Thu Jun 11 2020 | Duration: 1d 5h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1106709902 | Bytes Rx: 410093184 | IP Addr: 10.150.237.237 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:42:19 IST Thu Jun 11 2020 | Duration: 1d 5h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1106709902 | Bytes Rx: 410093184 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 12642 | Audit Session ID: 0a96cf69031620005ee1d953 | Security Group Tag: none | EasyVPN: 0 |Session ID: 12642 | Audit Session ID: 0a96cf69031620005ee1d953 | Security Group Tag: none | EasyVPN: 0 ||
Username: Neerajkg | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.199 | Public IP: 122.170.142.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:29:54 IST Thu Jun 11 2020 | Duration: 1d 3h:32m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 2367674800 | Bytes Rx: 805635339 | IP Addr: 10.150.244.199 | Public IP: 122.170.142.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:29:54 IST Thu Jun 11 2020 | Duration: 1d 3h:32m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 2367674800 | Bytes Rx: 805635339 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13085 | Audit Session ID: 0a96cf690331d0005ee1f28a | Security Group Tag: none | EasyVPN: 0 |Session ID: 13085 | Audit Session ID: 0a96cf690331d0005ee1f28a | Security Group Tag: none | EasyVPN: 0 ||
Username: pphalle | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC15 | IP Addr: 10.150.245.240 | Public IP: 103.251.211.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:24:03 IST Thu Jun 11 2020 | Duration: 23h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 3869428252 | Bytes Rx: 370259911 | IP Addr: 10.150.245.240 | Public IP: 103.251.211.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:24:03 IST Thu Jun 11 2020 | Duration: 23h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 3869428252 | Bytes Rx: 370259911 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13879 | Audit Session ID: 0a96cf69036370005ee2296b | Security Group Tag: none | EasyVPN: 0 |Session ID: 13879 | Audit Session ID: 0a96cf69036370005ee2296b | Security Group Tag: none | EasyVPN: 0 ||
Username: rajranja | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.143 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:06:21 IST Thu Jun 11 2020 | Duration: 20h:56m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1103183869 | Bytes Rx: 528068930 | IP Addr: 10.150.236.143 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:06:21 IST Thu Jun 11 2020 | Duration: 20h:56m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1103183869 | Bytes Rx: 528068930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14263 | Audit Session ID: 0a96cf69037b70005ee24f75 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14263 | Audit Session ID: 0a96cf69037b70005ee24f75 | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.164 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:54 IST Fri Jun 12 2020 | Duration: 11h:14m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 613950554 | Bytes Rx: 168972107 | IP Addr: 10.150.237.164 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:54 IST Fri Jun 12 2020 | Duration: 11h:14m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 613950554 | Bytes Rx: 168972107 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14801 | Audit Session ID: 0a96cf69039d10005ee2d7c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14801 | Audit Session ID: 0a96cf69039d10005ee2d7c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinjoshi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.229 | Public IP: 110.227.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:53 IST Fri Jun 12 2020 | Duration: 11h:13m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 255364013 | Bytes Rx: 93982896 | IP Addr: 10.150.237.229 | Public IP: 110.227.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:53 IST Fri Jun 12 2020 | Duration: 11h:13m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 255364013 | Bytes Rx: 93982896 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14802 | Audit Session ID: 0a96cf69039d20005ee2d7fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 14802 | Audit Session ID: 0a96cf69039d20005ee2d7fd | Security Group Tag: none | EasyVPN: 0 ||
Username: mpoojari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.106 | Public IP: 42.106.214.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:01 IST Fri Jun 12 2020 | Duration: 10h:31m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3573986242 | Bytes Rx: 239947364 | IP Addr: 10.150.236.106 | Public IP: 42.106.214.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:01 IST Fri Jun 12 2020 | Duration: 10h:31m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3573986242 | Bytes Rx: 239947364 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14883 | Audit Session ID: 0a96cf6903a230005ee2e1dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 14883 | Audit Session ID: 0a96cf6903a230005ee2e1dd | Security Group Tag: none | EasyVPN: 0 ||
Username: CBhadane | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.110 | Public IP: 42.108.245.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:22 IST Fri Jun 12 2020 | Duration: 10h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 390946908 | Bytes Rx: 101916732 | IP Addr: 10.150.236.110 | Public IP: 42.108.245.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:22 IST Fri Jun 12 2020 | Duration: 10h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 390946908 | Bytes Rx: 101916732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14927 | Audit Session ID: 0a96cf6903a4f0005ee2e756 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14927 | Audit Session ID: 0a96cf6903a4f0005ee2e756 | Security Group Tag: none | EasyVPN: 0 ||
Username: Sridhar.Y | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.48 | Public IP: 1.22.100.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:35 IST Fri Jun 12 2020 | Duration: 10h:02m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1217899929 | Bytes Rx: 645345350 | IP Addr: 10.150.236.48 | Public IP: 1.22.100.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:35 IST Fri Jun 12 2020 | Duration: 10h:02m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1217899929 | Bytes Rx: 645345350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14934 | Audit Session ID: 0a96cf6903a560005ee2e88f | Security Group Tag: none | EasyVPN: 0 |Session ID: 14934 | Audit Session ID: 0a96cf6903a560005ee2e88f | Security Group Tag: none | EasyVPN: 0 ||
