sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 6h:07m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3422280705 | Bytes Rx: 1189095624 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 6h:07m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3422280705 | Bytes Rx: 1189095624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.249 | Public IP: 182.57.233.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 3d 1h:59m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 2436230671 | Bytes Rx: 778276865 | IP Addr: 10.150.238.249 | Public IP: 182.57.233.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 3d 1h:59m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 2436230671 | Bytes Rx: 778276865 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 ||
Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 6h:59m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 675761146 | Bytes Rx: 203384857 | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 6h:59m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 675761146 | Bytes Rx: 203384857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShriomS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 14h:34m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 327653174 | Bytes Rx: 82463363 | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 14h:34m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 327653174 | Bytes Rx: 82463363 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 ||
Username: vmulgund | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.155 | Public IP: 59.98.122.72 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 02:09:10 IST Mon Jun 22 2020 | Duration: 11h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1025277015 | Bytes Rx: 143811729 | IP Addr: 10.150.239.155 | Public IP: 59.98.122.72 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 02:09:10 IST Mon Jun 22 2020 | Duration: 11h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1025277015 | Bytes Rx: 143811729 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43375 | Audit Session ID: 0a96cf6a0a96f0005eefc56e | Security Group Tag: none | EasyVPN: 0 |Session ID: 43375 | Audit Session ID: 0a96cf6a0a96f0005eefc56e | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunShel | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.139 | Public IP: 49.35.105.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:11:04 IST Mon Jun 22 2020 | Duration: 7h:49m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 556183034 | Bytes Rx: 148240798 | IP Addr: 10.150.239.139 | Public IP: 49.35.105.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:11:04 IST Mon Jun 22 2020 | Duration: 7h:49m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 556183034 | Bytes Rx: 148240798 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43405 | Audit Session ID: 0a96cf6a0a98d0005eeffe20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43405 | Audit Session ID: 0a96cf6a0a98d0005eeffe20 | Security Group Tag: none | EasyVPN: 0 ||
Username: AGarai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.145 | Public IP: 106.193.201.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:35 IST Mon Jun 22 2020 | Duration: 7h:44m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1256095629 | Bytes Rx: 198899313 | IP Addr: 10.150.239.145 | Public IP: 106.193.201.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:35 IST Mon Jun 22 2020 | Duration: 7h:44m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1256095629 | Bytes Rx: 198899313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43412 | Audit Session ID: 0a96cf6a0a9940005eefff2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43412 | Audit Session ID: 0a96cf6a0a9940005eefff2f | Security Group Tag: none | EasyVPN: 0 ||
Username: OmShirke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.221 | Public IP: 43.247.138.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:39 IST Mon Jun 22 2020 | Duration: 7h:27m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 408316002 | Bytes Rx: 127824421 | IP Addr: 10.150.238.221 | Public IP: 43.247.138.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:39 IST Mon Jun 22 2020 | Duration: 7h:27m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 408316002 | Bytes Rx: 127824421 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43419 | Audit Session ID: 0a96cf6a0a99b0005ef0032f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43419 | Audit Session ID: 0a96cf6a0a99b0005ef0032f | Security Group Tag: none | EasyVPN: 0 ||
Username: vkharat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 7h:24m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 651745114 | Bytes Rx: 418244440 | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 7h:24m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 651745114 | Bytes Rx: 418244440 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: rbanne | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.14 | Public IP: 106.193.226.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:02 IST Mon Jun 22 2020 | Duration: 7h:20m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 254950820 | Bytes Rx: 145054740 | IP Addr: 10.150.239.14 | Public IP: 106.193.226.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:02 IST Mon Jun 22 2020 | Duration: 7h:20m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 254950820 | Bytes Rx: 145054740 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43429 | Audit Session ID: 0a96cf6a0a9a50005ef004ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 43429 | Audit Session ID: 0a96cf6a0a9a50005ef004ea | Security Group Tag: none | EasyVPN: 0 ||
Username: nchavan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.15 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:09 IST Mon Jun 22 2020 | Duration: 7h:20m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 687357199 | Bytes Rx: 376505755 | IP Addr: 10.150.239.15 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:09 IST Mon Jun 22 2020 | Duration: 7h:20m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 687357199 | Bytes Rx: 376505755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43430 | Audit Session ID: 0a96cf6a0a9a60005ef004f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43430 | Audit Session ID: 0a96cf6a0a9a60005ef004f1 | Security Group Tag: none | EasyVPN: 0 ||
