sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 2d 18h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 16794671603 | Bytes Rx: 2469054006 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 2d 18h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 16794671603 | Bytes Rx: 2469054006 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 1d 23h:30m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 113265476 | Bytes Rx: 118553527 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 1d 23h:30m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 113265476 | Bytes Rx: 118553527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrbanda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.36 | Public IP: 124.123.184.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:12 IST Sat Jun 20 2020 | Duration: 1d 7h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 648035854 | Bytes Rx: 919346150 | IP Addr: 10.149.235.36 | Public IP: 124.123.184.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:12 IST Sat Jun 20 2020 | Duration: 1d 7h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 648035854 | Bytes Rx: 919346150 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181494 | Audit Session ID: 0a95072b2c4f60005eed9200 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181494 | Audit Session ID: 0a95072b2c4f60005eed9200 | Security Group Tag: none | EasyVPN: 0 ||
Username: Barajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.60 | Public IP: 61.0.125.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:35 IST Sun Jun 21 2020 | Duration: 10h:43m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5351101868 | Bytes Rx: 425689771 | IP Addr: 10.149.235.60 | Public IP: 61.0.125.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:35 IST Sun Jun 21 2020 | Duration: 10h:43m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5351101868 | Bytes Rx: 425689771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182476 | Audit Session ID: 0a95072b2c8cc0005eeebd27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182476 | Audit Session ID: 0a95072b2c8cc0005eeebd27 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.118 | Public IP: 115.97.46.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:46 IST Sun Jun 21 2020 | Duration: 8h:57m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 623089595 | Bytes Rx: 43324660 | IP Addr: 10.149.235.118 | Public IP: 115.97.46.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:46 IST Sun Jun 21 2020 | Duration: 8h:57m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 623089595 | Bytes Rx: 43324660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182528 | Audit Session ID: 0a95072b2c9000005eeed5ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 182528 | Audit Session ID: 0a95072b2c9000005eeed5ce | Security Group Tag: none | EasyVPN: 0 ||
Username: TGanguly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.101 | Public IP: 223.176.41.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:33 IST Sun Jun 21 2020 | Duration: 8h:57m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 307297226 | Bytes Rx: 141530324 | IP Addr: 10.149.235.101 | Public IP: 223.176.41.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:33 IST Sun Jun 21 2020 | Duration: 8h:57m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 307297226 | Bytes Rx: 141530324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182531 | Audit Session ID: 0a95072b2c9030005eeed5fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 182531 | Audit Session ID: 0a95072b2c9030005eeed5fd | Security Group Tag: none | EasyVPN: 0 ||
Username: pasenthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC16 | IP Addr: 10.149.248.230 | Public IP: 117.206.75.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:33 IST Sun Jun 21 2020 | Duration: 8h:42m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1233634781 | Bytes Rx: 363438466 | IP Addr: 10.149.248.230 | Public IP: 117.206.75.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:33 IST Sun Jun 21 2020 | Duration: 8h:42m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1233634781 | Bytes Rx: 363438466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182546 | Audit Session ID: 0a95072b2c9120005eeed981 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182546 | Audit Session ID: 0a95072b2c9120005eeed981 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.120 | Public IP: 137.97.141.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:16 IST Sun Jun 21 2020 | Duration: 8h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1398321892 | Bytes Rx: 257322578 | IP Addr: 10.149.235.120 | Public IP: 137.97.141.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:16 IST Sun Jun 21 2020 | Duration: 8h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1398321892 | Bytes Rx: 257322578 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182553 | Audit Session ID: 0a95072b2c9190005eeedc40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182553 | Audit Session ID: 0a95072b2c9190005eeedc40 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohamed.yaseen | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.74 | Public IP: 49.207.129.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:58 IST Sun Jun 21 2020 | Duration: 8h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 48326697 | Bytes Rx: 24443520 | IP Addr: 10.149.235.74 | Public IP: 49.207.129.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:58 IST Sun Jun 21 2020 | Duration: 8h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 48326697 | Bytes Rx: 24443520 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182558 | Audit Session ID: 0a95072b2c91e0005eeee192 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182558 | Audit Session ID: 0a95072b2c91e0005eeee192 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.96 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:46 IST Sun Jun 21 2020 | Duration: 7h:58m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1106707796 | Bytes Rx: 225654037 | IP Addr: 10.149.235.96 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:46 IST Sun Jun 21 2020 | Duration: 7h:58m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1106707796 | Bytes Rx: 225654037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182561 | Audit Session ID: 0a95072b2c9210005eeee3a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182561 | Audit Session ID: 0a95072b2c9210005eeee3a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmuruges | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.80 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:22 IST Sun Jun 21 2020 | Duration: 7h:55m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 113104485 | Bytes Rx: 78660098 | IP Addr: 10.149.235.80 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:22 IST Sun Jun 21 2020 | Duration: 7h:55m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 113104485 | Bytes Rx: 78660098 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182568 | Audit Session ID: 0a95072b2c9280005eeee47a | Security Group Tag: none | EasyVPN: 0 |Session ID: 182568 | Audit Session ID: 0a95072b2c9280005eeee47a | Security Group Tag: none | EasyVPN: 0 ||
