sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 20h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 31371115106 | Bytes Rx: 1753557635 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 20h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 31371115106 | Bytes Rx: 1753557635 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC25 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 1d 7h:50m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1380040342 | Bytes Rx: 940229223 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 1d 7h:50m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1380040342 | Bytes Rx: 940229223 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 7h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 370299785 | Bytes Rx: 578957647 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 7h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 370299785 | Bytes Rx: 578957647 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: ADe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 1d 6h:09m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 639579565 | Bytes Rx: 749948963 | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 1d 6h:09m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 639579565 | Bytes Rx: 749948963 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sknaidu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.245 | Public IP: 116.75.73.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 1d 5h:28m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 3736489991 | Bytes Rx: 558308803 | IP Addr: 10.149.233.245 | Public IP: 116.75.73.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 1d 5h:28m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 3736489991 | Bytes Rx: 558308803 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesRA | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.233 | Public IP: 157.46.9.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:40 IST Fri Jun 19 2020 | Duration: 10h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 163026258 | Bytes Rx: 58079802 | IP Addr: 10.149.232.233 | Public IP: 157.46.9.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:40 IST Fri Jun 19 2020 | Duration: 10h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 163026258 | Bytes Rx: 58079802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160760 | Audit Session ID: 0a95072a273f80005eec1270 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160760 | Audit Session ID: 0a95072a273f80005eec1270 | Security Group Tag: none | EasyVPN: 0 ||
Username: devikbal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.239 | Public IP: 157.50.186.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:31 IST Fri Jun 19 2020 | Duration: 10h:39m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 339236429 | Bytes Rx: 103317430 | IP Addr: 10.149.232.239 | Public IP: 157.50.186.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:31 IST Fri Jun 19 2020 | Duration: 10h:39m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 339236429 | Bytes Rx: 103317430 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160767 | Audit Session ID: 0a95072a273ff0005eec13cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 160767 | Audit Session ID: 0a95072a273ff0005eec13cf | Security Group Tag: none | EasyVPN: 0 ||
Username: MShiwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 49.206.127.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:55 IST Fri Jun 19 2020 | Duration: 10h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4073643878 | Bytes Rx: 433230842 | IP Addr: 10.149.232.241 | Public IP: 49.206.127.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:55 IST Fri Jun 19 2020 | Duration: 10h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4073643878 | Bytes Rx: 433230842 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160769 | Audit Session ID: 0a95072a274010005eec13e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160769 | Audit Session ID: 0a95072a274010005eec13e7 | Security Group Tag: none | EasyVPN: 0 ||
Username: karthik.vignesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.216 | Public IP: 157.50.132.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:34 IST Fri Jun 19 2020 | Duration: 10h:13m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 262331846 | Bytes Rx: 133479107 | IP Addr: 10.149.233.216 | Public IP: 157.50.132.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:34 IST Fri Jun 19 2020 | Duration: 10h:13m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 262331846 | Bytes Rx: 133479107 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160781 | Audit Session ID: 0a95072a2740d0005eec19ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 160781 | Audit Session ID: 0a95072a2740d0005eec19ea | Security Group Tag: none | EasyVPN: 0 ||
Username: muumarji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.249 | Public IP: 223.237.150.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:20 IST Fri Jun 19 2020 | Duration: 9h:55m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 317320895 | Bytes Rx: 298681371 | IP Addr: 10.149.232.249 | Public IP: 223.237.150.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:20 IST Fri Jun 19 2020 | Duration: 9h:55m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 317320895 | Bytes Rx: 298681371 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160788 | Audit Session ID: 0a95072a274140005eec1e14 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160788 | Audit Session ID: 0a95072a274140005eec1e14 | Security Group Tag: none | EasyVPN: 0 ||
Username: skramach | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.48 | Public IP: 182.65.111.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:34 IST Fri Jun 19 2020 | Duration: 9h:52m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 535697254 | Bytes Rx: 684056369 | IP Addr: 10.149.232.48 | Public IP: 182.65.111.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:34 IST Fri Jun 19 2020 | Duration: 9h:52m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 535697254 | Bytes Rx: 684056369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160792 | Audit Session ID: 0a95072a274180005eec1ed6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160792 | Audit Session ID: 0a95072a274180005eec1ed6 | Security Group Tag: none | EasyVPN: 0 ||
