sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 22h:50m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1797632332 | Bytes Rx: 731670741 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 22h:50m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1797632332 | Bytes Rx: 731670741 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 2d 11h:38m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 16757622952 | Bytes Rx: 2443349853 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 2d 11h:38m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 16757622952 | Bytes Rx: 2443349853 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 1d 16h:28m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 91807929 | Bytes Rx: 95843094 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 1d 16h:28m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 91807929 | Bytes Rx: 95843094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 1d 12h:45m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2281482419 | Bytes Rx: 923970972 | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 1d 12h:45m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2281482419 | Bytes Rx: 923970972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrbanda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.36 | Public IP: 124.123.174.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:12 IST Sat Jun 20 2020 | Duration: 1d 0h:57m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 427868562 | Bytes Rx: 643929893 | IP Addr: 10.149.235.36 | Public IP: 124.123.174.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:12 IST Sat Jun 20 2020 | Duration: 1d 0h:57m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 427868562 | Bytes Rx: 643929893 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181494 | Audit Session ID: 0a95072b2c4f60005eed9200 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181494 | Audit Session ID: 0a95072b2c4f60005eed9200 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vmuthu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.99 | Public IP: 182.65.107.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:43:54 IST Sat Jun 20 2020 | Duration: 15h:18m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 104368181 | Bytes Rx: 55665067 | IP Addr: 10.149.235.99 | Public IP: 182.65.107.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:43:54 IST Sat Jun 20 2020 | Duration: 15h:18m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 104368181 | Bytes Rx: 55665067 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182241 | Audit Session ID: 0a95072b2c7e10005eee19a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182241 | Audit Session ID: 0a95072b2c7e10005eee19a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.49 | Public IP: 157.33.157.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:18 IST Sat Jun 20 2020 | Duration: 13h:47m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 2265262047 | Bytes Rx: 370962038 | IP Addr: 10.149.235.49 | Public IP: 157.33.157.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:18 IST Sat Jun 20 2020 | Duration: 13h:47m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 2265262047 | Bytes Rx: 370962038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182329 | Audit Session ID: 0a95072b2c8390005eee2f0e | Security Group Tag: none | EasyVPN: 0 |Session ID: 182329 | Audit Session ID: 0a95072b2c8390005eee2f0e | Security Group Tag: none | EasyVPN: 0 ||
Username: PRIKHADE | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.68 | Public IP: 157.33.197.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:47:03 IST Sun Jun 21 2020 | Duration: 5h:15m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 313680304 | Bytes Rx: 62057170 | IP Addr: 10.149.235.68 | Public IP: 157.33.197.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:47:03 IST Sun Jun 21 2020 | Duration: 5h:15m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 313680304 | Bytes Rx: 62057170 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182457 | Audit Session ID: 0a95072b2c8b90005eeea6ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 182457 | Audit Session ID: 0a95072b2c8b90005eeea6ff | Security Group Tag: none | EasyVPN: 0 ||
Username: pspartha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.69 | Public IP: 115.97.74.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:25 IST Sun Jun 21 2020 | Duration: 4h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 472018423 | Bytes Rx: 93701300 | IP Addr: 10.149.235.69 | Public IP: 115.97.74.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:25 IST Sun Jun 21 2020 | Duration: 4h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 472018423 | Bytes Rx: 93701300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182463 | Audit Session ID: 0a95072b2c8bf0005eeeb3f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 182463 | Audit Session ID: 0a95072b2c8bf0005eeeb3f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: KaShirsa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.224 | Public IP: 49.35.109.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:10 IST Sun Jun 21 2020 | Duration: 4h:13m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1436874215 | Bytes Rx: 208811369 | IP Addr: 10.149.234.224 | Public IP: 49.35.109.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:10 IST Sun Jun 21 2020 | Duration: 4h:13m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1436874215 | Bytes Rx: 208811369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182467 | Audit Session ID: 0a95072b2c8c30005eeeb58e | Security Group Tag: none | EasyVPN: 0 |Session ID: 182467 | Audit Session ID: 0a95072b2c8c30005eeeb58e | Security Group Tag: none | EasyVPN: 0 ||
Username: sumbaric | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.225 | Public IP: 103.217.231.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:27 IST Sun Jun 21 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 363840427 | Bytes Rx: 116770431 | IP Addr: 10.149.234.225 | Public IP: 103.217.231.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:27 IST Sun Jun 21 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 363840427 | Bytes Rx: 116770431 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182468 | Audit Session ID: 0a95072b2c8c40005eeeb59f | Security Group Tag: none | EasyVPN: 0 |Session ID: 182468 | Audit Session ID: 0a95072b2c8c40005eeeb59f | Security Group Tag: none | EasyVPN: 0 ||
