sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 2d 0h:28m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 400773750 | Bytes Rx: 2244845494 | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 2d 0h:28m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 400773750 | Bytes Rx: 2244845494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 1d 4h:40m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 825837999 | Bytes Rx: 244667690 | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 1d 4h:40m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 825837999 | Bytes Rx: 244667690 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 ||
Username: PBommina | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.245 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:10:58 IST Tue Jun 9 2020 | Duration: 1d 1h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 458939957 | Bytes Rx: 159057890 | IP Addr: 10.150.238.245 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:10:58 IST Tue Jun 9 2020 | Duration: 1d 1h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 458939957 | Bytes Rx: 159057890 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 8250 | Audit Session ID: 0a96cf6a0203a0005edf4b1a | Security Group Tag: none | EasyVPN: 0 |Session ID: 8250 | Audit Session ID: 0a96cf6a0203a0005edf4b1a | Security Group Tag: none | EasyVPN: 0 ||
Username: nishansi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.162 | Public IP: 103.221.73.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:25:42 IST Tue Jun 9 2020 | Duration: 20h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2079760852 | Bytes Rx: 506256813 | IP Addr: 10.150.239.162 | Public IP: 103.221.73.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:25:42 IST Tue Jun 9 2020 | Duration: 20h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2079760852 | Bytes Rx: 506256813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9231 | Audit Session ID: 0a96cf6a0240f0005edf94de | Security Group Tag: none | EasyVPN: 0 |Session ID: 9231 | Audit Session ID: 0a96cf6a0240f0005edf94de | Security Group Tag: none | EasyVPN: 0 ||
Username: devpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.54 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:20:25 IST Tue Jun 9 2020 | Duration: 19h:10m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 481113762 | Bytes Rx: 80942049 | IP Addr: 10.150.239.54 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:20:25 IST Tue Jun 9 2020 | Duration: 19h:10m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 481113762 | Bytes Rx: 80942049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9358 | Audit Session ID: 0a96cf6a0248e0005edfa1b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 9358 | Audit Session ID: 0a96cf6a0248e0005edfa1b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: monidigh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.67 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:43:04 IST Tue Jun 9 2020 | Duration: 17h:47m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 234862925 | Bytes Rx: 59530611 | IP Addr: 10.150.239.67 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:43:04 IST Tue Jun 9 2020 | Duration: 17h:47m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 234862925 | Bytes Rx: 59530611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9522 | Audit Session ID: 0a96cf6a025320005edfb510 | Security Group Tag: none | EasyVPN: 0 |Session ID: 9522 | Audit Session ID: 0a96cf6a025320005edfb510 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.238 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:30:57 IST Tue Jun 9 2020 | Duration: 16h:59m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 855097584 | Bytes Rx: 165248153 | IP Addr: 10.150.238.238 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:30:57 IST Tue Jun 9 2020 | Duration: 16h:59m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 855097584 | Bytes Rx: 165248153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9611 | Audit Session ID: 0a96cf6a0258b0005edfc049 | Security Group Tag: none | EasyVPN: 0 |Session ID: 9611 | Audit Session ID: 0a96cf6a0258b0005edfc049 | Security Group Tag: none | EasyVPN: 0 ||
Username: SWGADEKA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.169 | Public IP: 157.33.155.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:14:31 IST Wed Jun 10 2020 | Duration: 15h:16m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 141667708 | Bytes Rx: 170111259 | IP Addr: 10.150.238.169 | Public IP: 157.33.155.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:14:31 IST Wed Jun 10 2020 | Duration: 15h:16m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 141667708 | Bytes Rx: 170111259 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9686 | Audit Session ID: 0a96cf6a025d60005edfd88f | Security Group Tag: none | EasyVPN: 0 |Session ID: 9686 | Audit Session ID: 0a96cf6a025d60005edfd88f | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.28 | Public IP: 103.249.89.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:39 IST Wed Jun 10 2020 | Duration: 8h:54m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1278501595 | Bytes Rx: 451033579 | IP Addr: 10.150.239.28 | Public IP: 103.249.89.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:39 IST Wed Jun 10 2020 | Duration: 8h:54m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1278501595 | Bytes Rx: 451033579 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9747 | Audit Session ID: 0a96cf6a026130005ee0321f | Security Group Tag: none | EasyVPN: 0 |Session ID: 9747 | Audit Session ID: 0a96cf6a026130005ee0321f | Security Group Tag: none | EasyVPN: 0 ||
Username: apoon | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.31 | Public IP: 183.178.228.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:37 IST Wed Jun 10 2020 | Duration: 8h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 610185779 | Bytes Rx: 103004625 | IP Addr: 10.150.239.31 | Public IP: 183.178.228.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:37 IST Wed Jun 10 2020 | Duration: 8h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 610185779 | Bytes Rx: 103004625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9752 | Audit Session ID: 0a96cf6a026180005ee032d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 9752 | Audit Session ID: 0a96cf6a026180005ee032d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgorival | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.34 | Public IP: 106.77.49.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:40 IST Wed Jun 10 2020 | Duration: 8h:48m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1195274010 | Bytes Rx: 164234597 | IP Addr: 10.150.239.34 | Public IP: 106.77.49.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:40 IST Wed Jun 10 2020 | Duration: 8h:48m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1195274010 | Bytes Rx: 164234597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9755 | Audit Session ID: 0a96cf6a0261b0005ee03388 | Security Group Tag: none | EasyVPN: 0 |Session ID: 9755 | Audit Session ID: 0a96cf6a0261b0005ee03388 | Security Group Tag: none | EasyVPN: 0 ||
