sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 1h:57m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2970195309 | Bytes Rx: 887517856 | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 1h:57m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2970195309 | Bytes Rx: 887517856 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 6h:17m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1659997468 | Bytes Rx: 588620734 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 6h:17m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1659997468 | Bytes Rx: 588620734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: manojjos | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 22h:31m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 20169728625 | Bytes Rx: 622689785 | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 22h:31m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 20169728625 | Bytes Rx: 622689785 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 |Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 ||
Username: monidigh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.207 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:19:28 IST Tue Jun 16 2020 | Duration: 19h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 147852692 | Bytes Rx: 51094198 | IP Addr: 10.150.236.207 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:19:28 IST Tue Jun 16 2020 | Duration: 19h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 147852692 | Bytes Rx: 51094198 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29837 | Audit Session ID: 0a96cf690748d0005ee8ea08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29837 | Audit Session ID: 0a96cf690748d0005ee8ea08 | Security Group Tag: none | EasyVPN: 0 ||
Username: ransharm | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.249 | Public IP: 106.193.136.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:02 IST Wed Jun 17 2020 | Duration: 10h:31m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 546852396 | Bytes Rx: 172151645 | IP Addr: 10.150.237.249 | Public IP: 106.193.136.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:02 IST Wed Jun 17 2020 | Duration: 10h:31m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 546852396 | Bytes Rx: 172151645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30346 | Audit Session ID: 0a96cf690768a0005ee9640a | Security Group Tag: none | EasyVPN: 0 |Session ID: 30346 | Audit Session ID: 0a96cf690768a0005ee9640a | Security Group Tag: none | EasyVPN: 0 ||
Username: nghumatk | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.111 | Public IP: 103.249.241.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:30 IST Wed Jun 17 2020 | Duration: 9h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 795038575 | Bytes Rx: 502895349 | IP Addr: 10.150.236.111 | Public IP: 103.249.241.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:30 IST Wed Jun 17 2020 | Duration: 9h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 795038575 | Bytes Rx: 502895349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30381 | Audit Session ID: 0a96cf69076ad0005ee96fde | Security Group Tag: none | EasyVPN: 0 |Session ID: 30381 | Audit Session ID: 0a96cf69076ad0005ee96fde | Security Group Tag: none | EasyVPN: 0 ||
Username: PrJhadav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.113 | Public IP: 49.35.47.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:17 IST Wed Jun 17 2020 | Duration: 9h:39m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 815819557 | Bytes Rx: 790791018 | IP Addr: 10.150.236.113 | Public IP: 49.35.47.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:17 IST Wed Jun 17 2020 | Duration: 9h:39m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 815819557 | Bytes Rx: 790791018 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30384 | Audit Session ID: 0a96cf69076b00005ee9700d | Security Group Tag: none | EasyVPN: 0 |Session ID: 30384 | Audit Session ID: 0a96cf69076b00005ee9700d | Security Group Tag: none | EasyVPN: 0 ||
Username: KapPatil | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.114 | Public IP: 103.97.104.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:22 IST Wed Jun 17 2020 | Duration: 9h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2053953614 | Bytes Rx: 402637671 | IP Addr: 10.150.236.114 | Public IP: 103.97.104.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:22 IST Wed Jun 17 2020 | Duration: 9h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2053953614 | Bytes Rx: 402637671 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30385 | Audit Session ID: 0a96cf69076b10005ee97012 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30385 | Audit Session ID: 0a96cf69076b10005ee97012 | Security Group Tag: none | EasyVPN: 0 ||
Username: Pareshnath.swain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.127 | Public IP: 175.101.9.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:27 IST Wed Jun 17 2020 | Duration: 9h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1408713676 | Bytes Rx: 469159549 | IP Addr: 10.150.237.127 | Public IP: 175.101.9.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:27 IST Wed Jun 17 2020 | Duration: 9h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1408713676 | Bytes Rx: 469159549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30391 | Audit Session ID: 0a96cf69076b70005ee9708f | Security Group Tag: none | EasyVPN: 0 |Session ID: 30391 | Audit Session ID: 0a96cf69076b70005ee9708f | Security Group Tag: none | EasyVPN: 0 ||
Username: SuhasJag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.130 | Public IP: 103.210.200.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:35 IST Wed Jun 17 2020 | Duration: 9h:36m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 951479950 | Bytes Rx: 211577221 | IP Addr: 10.150.237.130 | Public IP: 103.210.200.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:35 IST Wed Jun 17 2020 | Duration: 9h:36m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 951479950 | Bytes Rx: 211577221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30397 | Audit Session ID: 0a96cf69076bd0005ee970d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30397 | Audit Session ID: 0a96cf69076bd0005ee970d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ganeshch | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.58 | Public IP: 106.220.137.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:12 IST Wed Jun 17 2020 | Duration: 9h:33m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 802966617 | Bytes Rx: 687778641 | IP Addr: 10.150.236.58 | Public IP: 106.220.137.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:12 IST Wed Jun 17 2020 | Duration: 9h:33m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 802966617 | Bytes Rx: 687778641 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30403 | Audit Session ID: 0a96cf69076c30005ee97170 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30403 | Audit Session ID: 0a96cf69076c30005ee97170 | Security Group Tag: none | EasyVPN: 0 ||
