sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kvkrishn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 2d 4h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1356164132 | Bytes Rx: 561035242 | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 2d 4h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1356164132 | Bytes Rx: 561035242 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.237 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:35 IST Mon Jun 15 2020 | Duration: 2d 4h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 3807243373 | Bytes Rx: 2447264053 | IP Addr: 10.149.234.237 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:35 IST Mon Jun 15 2020 | Duration: 2d 4h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 3807243373 | Bytes Rx: 2447264053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169464 | Audit Session ID: 0a95072b295f80005ee6f96b | Security Group Tag: none | EasyVPN: 0 |Session ID: 169464 | Audit Session ID: 0a95072b295f80005ee6f96b | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.165 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:54 IST Mon Jun 15 2020 | Duration: 1d 23h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 843387344 | Bytes Rx: 348159871 | IP Addr: 10.149.235.165 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:54 IST Mon Jun 15 2020 | Duration: 1d 23h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 843387344 | Bytes Rx: 348159871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170619 | Audit Session ID: 0a95072b29a7b0005ee7357e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170619 | Audit Session ID: 0a95072b29a7b0005ee7357e | Security Group Tag: none | EasyVPN: 0 ||
Username: rsawarde | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.152 | Public IP: 203.212.209.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:00:34 IST Tue Jun 16 2020 | Duration: 19h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 928350347 | Bytes Rx: 318457061 | IP Addr: 10.149.235.152 | Public IP: 203.212.209.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:00:34 IST Tue Jun 16 2020 | Duration: 19h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 928350347 | Bytes Rx: 318457061 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173699 | Audit Session ID: 0a95072b2a6830005ee8c97a | Security Group Tag: none | EasyVPN: 0 |Session ID: 173699 | Audit Session ID: 0a95072b2a6830005ee8c97a | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.65 | Public IP: 106.203.80.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:06:27 IST Wed Jun 17 2020 | Duration: 10h:58m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 505969080 | Bytes Rx: 212060480 | IP Addr: 10.149.235.65 | Public IP: 106.203.80.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:06:27 IST Wed Jun 17 2020 | Duration: 10h:58m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 505969080 | Bytes Rx: 212060480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174068 | Audit Session ID: 0a95072b2a7f40005ee93b5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 174068 | Audit Session ID: 0a95072b2a7f40005ee93b5b | Security Group Tag: none | EasyVPN: 0 ||
Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.101 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:10:57 IST Wed Jun 17 2020 | Duration: 10h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 38147337 | Bytes Rx: 122192732 | IP Addr: 10.149.234.101 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:10:57 IST Wed Jun 17 2020 | Duration: 10h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 38147337 | Bytes Rx: 122192732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174069 | Audit Session ID: 0a95072b2a7f50005ee93c69 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174069 | Audit Session ID: 0a95072b2a7f50005ee93c69 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.106 | Public IP: 115.98.191.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:50:25 IST Wed Jun 17 2020 | Duration: 8h:14m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1728052476 | Bytes Rx: 86046028 | IP Addr: 10.149.235.106 | Public IP: 115.98.191.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:50:25 IST Wed Jun 17 2020 | Duration: 8h:14m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1728052476 | Bytes Rx: 86046028 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174085 | Audit Session ID: 0a95072b2a8050005ee961c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174085 | Audit Session ID: 0a95072b2a8050005ee961c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pasenthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC16 | IP Addr: 10.149.248.230 | Public IP: 117.248.6.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:06 IST Wed Jun 17 2020 | Duration: 7h:37m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2233860602 | Bytes Rx: 384588815 | IP Addr: 10.149.248.230 | Public IP: 117.248.6.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:06 IST Wed Jun 17 2020 | Duration: 7h:37m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2233860602 | Bytes Rx: 384588815 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174087 | Audit Session ID: 0a95072b2a8070005ee96a9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 174087 | Audit Session ID: 0a95072b2a8070005ee96a9e | Security Group Tag: none | EasyVPN: 0 ||
Username: VDESARAJ | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.108 | Public IP: 183.83.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:12 IST Wed Jun 17 2020 | Duration: 7h:30m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 176125863 | Bytes Rx: 402145512 | IP Addr: 10.149.235.108 | Public IP: 183.83.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:12 IST Wed Jun 17 2020 | Duration: 7h:30m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 176125863 | Bytes Rx: 402145512 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174089 | Audit Session ID: 0a95072b2a8090005ee96c0c | Security Group Tag: none | EasyVPN: 0 |Session ID: 174089 | Audit Session ID: 0a95072b2a8090005ee96c0c | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.59 | Public IP: 60.243.51.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:34 IST Wed Jun 17 2020 | Duration: 7h:23m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 706411887 | Bytes Rx: 207124497 | IP Addr: 10.149.235.59 | Public IP: 60.243.51.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:34 IST Wed Jun 17 2020 | Duration: 7h:23m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 706411887 | Bytes Rx: 207124497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174091 | Audit Session ID: 0a95072b2a80b0005ee96dc6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174091 | Audit Session ID: 0a95072b2a80b0005ee96dc6 | Security Group Tag: none | EasyVPN: 0 ||
Username: SUddansi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.60 | Public IP: 106.210.252.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:16 IST Wed Jun 17 2020 | Duration: 7h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 226590022 | Bytes Rx: 82604521 | IP Addr: 10.149.235.60 | Public IP: 106.210.252.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:16 IST Wed Jun 17 2020 | Duration: 7h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 226590022 | Bytes Rx: 82604521 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174092 | Audit Session ID: 0a95072b2a80c0005ee96f1c | Security Group Tag: none | EasyVPN: 0 |Session ID: 174092 | Audit Session ID: 0a95072b2a80c0005ee96f1c | Security Group Tag: none | EasyVPN: 0 ||
