sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 2d 6h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5984053324 | Bytes Rx: 719507976 | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 2d 6h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5984053324 | Bytes Rx: 719507976 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 2d 1h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 12355103573 | Bytes Rx: 869582401 | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 2d 1h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 12355103573 | Bytes Rx: 869582401 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 1d 2h:42m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 780143982 | Bytes Rx: 282775396 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 1d 2h:42m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 780143982 | Bytes Rx: 282775396 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: AMuttepa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.57 | Public IP: 106.209.224.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:55 IST Wed Jun 10 2020 | Duration: 6h:57m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1330898837 | Bytes Rx: 217342820 | IP Addr: 10.149.235.57 | Public IP: 106.209.224.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:55 IST Wed Jun 10 2020 | Duration: 6h:57m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1330898837 | Bytes Rx: 217342820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160109 | Audit Session ID: 0a95072b2716d0005ee031b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160109 | Audit Session ID: 0a95072b2716d0005ee031b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: prashukl | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.73 | Public IP: 106.223.9.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:45 IST Wed Jun 10 2020 | Duration: 6h:44m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 117087026 | Bytes Rx: 44983326 | IP Addr: 10.149.235.73 | Public IP: 106.223.9.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:45 IST Wed Jun 10 2020 | Duration: 6h:44m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 117087026 | Bytes Rx: 44983326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160111 | Audit Session ID: 0a95072b2716f0005ee034b9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160111 | Audit Session ID: 0a95072b2716f0005ee034b9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pritkada | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.74 | Public IP: 157.33.162.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:40 IST Wed Jun 10 2020 | Duration: 6h:41m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 895193720 | Bytes Rx: 156378638 | IP Addr: 10.149.235.74 | Public IP: 157.33.162.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:40 IST Wed Jun 10 2020 | Duration: 6h:41m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 895193720 | Bytes Rx: 156378638 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160112 | Audit Session ID: 0a95072b271700005ee03568 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160112 | Audit Session ID: 0a95072b271700005ee03568 | Security Group Tag: none | EasyVPN: 0 ||
Username: BhagGaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.75 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:25 IST Wed Jun 10 2020 | Duration: 6h:40m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 392920486 | Bytes Rx: 190113078 | IP Addr: 10.149.235.75 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:25 IST Wed Jun 10 2020 | Duration: 6h:40m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 392920486 | Bytes Rx: 190113078 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160113 | Audit Session ID: 0a95072b271710005ee03595 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160113 | Audit Session ID: 0a95072b271710005ee03595 | Security Group Tag: none | EasyVPN: 0 ||
Username: SJShinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.76 | Public IP: 103.139.242.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:47 IST Wed Jun 10 2020 | Duration: 6h:38m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2203578387 | Bytes Rx: 283033735 | IP Addr: 10.149.235.76 | Public IP: 103.139.242.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:47 IST Wed Jun 10 2020 | Duration: 6h:38m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2203578387 | Bytes Rx: 283033735 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160116 | Audit Session ID: 0a95072b271740005ee03623 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160116 | Audit Session ID: 0a95072b271740005ee03623 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.80 | Public IP: 157.47.14.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:01 IST Wed Jun 10 2020 | Duration: 6h:37m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1589610584 | Bytes Rx: 394329234 | IP Addr: 10.149.235.80 | Public IP: 157.47.14.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:01 IST Wed Jun 10 2020 | Duration: 6h:37m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1589610584 | Bytes Rx: 394329234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160120 | Audit Session ID: 0a95072b271780005ee0366d | Security Group Tag: none | EasyVPN: 0 |Session ID: 160120 | Audit Session ID: 0a95072b271780005ee0366d | Security Group Tag: none | EasyVPN: 0 ||
Username: visparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.83 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:00 IST Wed Jun 10 2020 | Duration: 6h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 741067224 | Bytes Rx: 112467382 | IP Addr: 10.149.235.83 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:00 IST Wed Jun 10 2020 | Duration: 6h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 741067224 | Bytes Rx: 112467382 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160124 | Audit Session ID: 0a95072b2717c0005ee036a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160124 | Audit Session ID: 0a95072b2717c0005ee036a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: atnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.86 | Public IP: 1.23.22.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:36 IST Wed Jun 10 2020 | Duration: 6h:34m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 153238193 | Bytes Rx: 63162627 | IP Addr: 10.149.235.86 | Public IP: 1.23.22.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:36 IST Wed Jun 10 2020 | Duration: 6h:34m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 153238193 | Bytes Rx: 63162627 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160127 | Audit Session ID: 0a95072b2717f0005ee03708 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160127 | Audit Session ID: 0a95072b2717f0005ee03708 | Security Group Tag: none | EasyVPN: 0 ||
