sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 13h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 62040561272 | Bytes Rx: 3494686038 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 13h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 62040561272 | Bytes Rx: 3494686038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 3d 0h:30m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 478883662 | Bytes Rx: 703409921 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 3d 0h:30m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 478883662 | Bytes Rx: 703409921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: BhagGaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.63 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:15 IST Sun Jun 21 2020 | Duration: 4h:22m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 100752047 | Bytes Rx: 35264418 | IP Addr: 10.149.233.63 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:15 IST Sun Jun 21 2020 | Duration: 4h:22m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 100752047 | Bytes Rx: 35264418 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164464 | Audit Session ID: 0a95072a282700005eeeb377 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164464 | Audit Session ID: 0a95072a282700005eeeb377 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.66 | Public IP: 157.33.132.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:05 IST Sun Jun 21 2020 | Duration: 4h:10m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 120906688 | Bytes Rx: 58464725 | IP Addr: 10.149.233.66 | Public IP: 157.33.132.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:05 IST Sun Jun 21 2020 | Duration: 4h:10m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 120906688 | Bytes Rx: 58464725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164466 | Audit Session ID: 0a95072a282720005eeeb63d | Security Group Tag: none | EasyVPN: 0 |Session ID: 164466 | Audit Session ID: 0a95072a282720005eeeb63d | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 223.238.73.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:31 IST Sun Jun 21 2020 | Duration: 4h:06m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 195905116 | Bytes Rx: 62654848 | IP Addr: 10.149.233.71 | Public IP: 223.238.73.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:31 IST Sun Jun 21 2020 | Duration: 4h:06m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 195905116 | Bytes Rx: 62654848 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164471 | Audit Session ID: 0a95072a282770005eeeb70b | Security Group Tag: none | EasyVPN: 0 |Session ID: 164471 | Audit Session ID: 0a95072a282770005eeeb70b | Security Group Tag: none | EasyVPN: 0 ||
Username: brijpate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.72 | Public IP: 203.192.243.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:31 IST Sun Jun 21 2020 | Duration: 4h:00m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 515426759 | Bytes Rx: 119738342 | IP Addr: 10.149.233.72 | Public IP: 203.192.243.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:31 IST Sun Jun 21 2020 | Duration: 4h:00m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 515426759 | Bytes Rx: 119738342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164473 | Audit Session ID: 0a95072a282790005eeeb873 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164473 | Audit Session ID: 0a95072a282790005eeeb873 | Security Group Tag: none | EasyVPN: 0 ||
Username: TeMamidi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.73 | Public IP: 124.123.168.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:33 IST Sun Jun 21 2020 | Duration: 4h:00m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 171763986 | Bytes Rx: 116484316 | IP Addr: 10.149.233.73 | Public IP: 124.123.168.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:33 IST Sun Jun 21 2020 | Duration: 4h:00m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 171763986 | Bytes Rx: 116484316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164474 | Audit Session ID: 0a95072a2827a0005eeeb875 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164474 | Audit Session ID: 0a95072a2827a0005eeeb875 | Security Group Tag: none | EasyVPN: 0 ||
Username: ebinjohn | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.74 | Public IP: 106.208.49.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 IST Sun Jun 21 2020 | Duration: 4h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 310124085 | Bytes Rx: 81475995 | IP Addr: 10.149.233.74 | Public IP: 106.208.49.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 IST Sun Jun 21 2020 | Duration: 4h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 310124085 | Bytes Rx: 81475995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164475 | Audit Session ID: 0a95072a2827b0005eeeb89c | Security Group Tag: none | EasyVPN: 0 |Session ID: 164475 | Audit Session ID: 0a95072a2827b0005eeeb89c | Security Group Tag: none | EasyVPN: 0 ||
Username: baldeepb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.76 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:02:32 IST Sun Jun 21 2020 | Duration: 3h:59m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 427677057 | Bytes Rx: 1278113050 | IP Addr: 10.149.233.76 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:02:32 IST Sun Jun 21 2020 | Duration: 3h:59m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 427677057 | Bytes Rx: 1278113050 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164476 | Audit Session ID: 0a95072a2827c0005eeeb8b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164476 | Audit Session ID: 0a95072a2827c0005eeeb8b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: tejbhosa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.75 | Public IP: 106.193.219.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:33 IST Sun Jun 21 2020 | Duration: 3h:59m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 424937611 | Bytes Rx: 137755068 | IP Addr: 10.149.233.75 | Public IP: 106.193.219.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:33 IST Sun Jun 21 2020 | Duration: 3h:59m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 424937611 | Bytes Rx: 137755068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164477 | Audit Session ID: 0a95072a2827d0005eeeb8b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164477 | Audit Session ID: 0a95072a2827d0005eeeb8b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: stalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 112.133.245.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:12 IST Sun Jun 21 2020 | Duration: 3h:59m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 405628393 | Bytes Rx: 129305991 | IP Addr: 10.149.233.77 | Public IP: 112.133.245.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:12 IST Sun Jun 21 2020 | Duration: 3h:59m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 405628393 | Bytes Rx: 129305991 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164478 | Audit Session ID: 0a95072a2827e0005eeeb8d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164478 | Audit Session ID: 0a95072a2827e0005eeeb8d8 | Security Group Tag: none | EasyVPN: 0 ||
