sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.55 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:49 UTC Fri May 22 2020 | Duration: 14d 1h:57m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 16021803677 | Bytes Rx: 19839799279 | IP Addr: 10.145.232.55 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:49 UTC Fri May 22 2020 | Duration: 14d 1h:57m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 16021803677 | Bytes Rx: 19839799279 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 75326 | Audit Session ID: 0a9107281263e0005ec77b35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 75326 | Audit Session ID: 0a9107281263e0005ec77b35 | Security Group Tag: none | EasyVPN: 0 ||
Username: jmoulder | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 8d 21h:20m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3545449960 | Bytes Rx: 1158598949 | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 8d 21h:20m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3545449960 | Bytes Rx: 1158598949 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssatyav | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.82 | Public IP: 42.111.11.244 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:39:02 UTC Mon Jun 1 2020 | Duration: 3d 19h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3006483872 | Bytes Rx: 259630080 | IP Addr: 10.145.233.82 | Public IP: 42.111.11.244 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:39:02 UTC Mon Jun 1 2020 | Duration: 3d 19h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3006483872 | Bytes Rx: 259630080 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78731 | Audit Session ID: 0a9107281338b0005ed504f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78731 | Audit Session ID: 0a9107281338b0005ed504f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: mhakonse | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.60 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:19:38 UTC Mon Jun 1 2020 | Duration: 3d 12h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3314392416 | Bytes Rx: 492446564 | IP Addr: 10.145.233.60 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:19:38 UTC Mon Jun 1 2020 | Duration: 3d 12h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3314392416 | Bytes Rx: 492446564 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78818 | Audit Session ID: 0a910728133e20005ed562da | Security Group Tag: none | EasyVPN: 0 |Session ID: 78818 | Audit Session ID: 0a910728133e20005ed562da | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.109 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:57 UTC Tue Jun 2 2020 | Duration: 3d 1h:42m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 3147140212 | Bytes Rx: 906367633 | IP Addr: 10.145.233.109 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:57 UTC Tue Jun 2 2020 | Duration: 3d 1h:42m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 3147140212 | Bytes Rx: 906367633 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78968 | Audit Session ID: 0a910728134780005ed5ff41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78968 | Audit Session ID: 0a910728134780005ed5ff41 | Security Group Tag: none | EasyVPN: 0 ||
Username: shambhunath.yadav | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.105 | Public IP: 1.38.148.51 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:33:31 UTC Wed Jun 3 2020 | Duration: 2d 3h:35m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 440487580 | Bytes Rx: 121223138 | IP Addr: 10.145.233.105 | Public IP: 1.38.148.51 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:33:31 UTC Wed Jun 3 2020 | Duration: 2d 3h:35m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 440487580 | Bytes Rx: 121223138 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79336 | Audit Session ID: 0a910728135e80005ed7362b | Security Group Tag: none | EasyVPN: 0 |Session ID: 79336 | Audit Session ID: 0a910728135e80005ed7362b | Security Group Tag: none | EasyVPN: 0 ||
Username: DnyKale | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.7 | Public IP: 112.79.76.137 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:38:05 UTC Wed Jun 3 2020 | Duration: 1d 22h:31m:20s | Inactivity:  1d 21h:14m:59s | Bytes Tx: 255488744 | Bytes Rx: 16059408 | IP Addr: 10.145.233.7 | Public IP: 112.79.76.137 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:38:05 UTC Wed Jun 3 2020 | Duration: 1d 22h:31m:20s | Inactivity:  1d 21h:14m:59s | Bytes Tx: 255488744 | Bytes Rx: 16059408 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79533 | Audit Session ID: 0a910728136ad0005ed77d8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 79533 | Audit Session ID: 0a910728136ad0005ed77d8d | Security Group Tag: none | EasyVPN: 0 ||
Username: ashish.jain | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.116 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:08 UTC Wed Jun 3 2020 | Duration: 1d 21h:14m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 309604776 | Bytes Rx: 139685651 | IP Addr: 10.145.233.116 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:08 UTC Wed Jun 3 2020 | Duration: 1d 21h:14m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 309604776 | Bytes Rx: 139685651 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79573 | Audit Session ID: 0a910728136d50005ed78f9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79573 | Audit Session ID: 0a910728136d50005ed78f9c | Security Group Tag: none | EasyVPN: 0 ||
Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 1d 20h:54m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3309409322 | Bytes Rx: 309560797 | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 1d 20h:54m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3309409322 | Bytes Rx: 309560797 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 |Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 ||
Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 1d 19h:57m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3239368164 | Bytes Rx: 969049467 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 1d 19h:57m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3239368164 | Bytes Rx: 969049467 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: zuhamyv | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.124 | Public IP: 86.129.190.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:43:35 UTC Wed Jun 3 2020 | Duration: 1d 14h:25m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1854369659 | Bytes Rx: 1304558581 | IP Addr: 10.145.233.124 | Public IP: 86.129.190.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:43:35 UTC Wed Jun 3 2020 | Duration: 1d 14h:25m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1854369659 | Bytes Rx: 1304558581 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79679 | Audit Session ID: 0a9107281373f0005ed7ef57 | Security Group Tag: none | EasyVPN: 0 |Session ID: 79679 | Audit Session ID: 0a9107281373f0005ed7ef57 | Security Group Tag: none | EasyVPN: 0 ||
