sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 2d 11h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6125372523 | Bytes Rx: 794772387 | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 2d 11h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6125372523 | Bytes Rx: 794772387 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 2d 6h:23m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 12744501589 | Bytes Rx: 917788777 | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 2d 6h:23m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 12744501589 | Bytes Rx: 917788777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 1d 7h:14m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 833896671 | Bytes Rx: 313900306 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 1d 7h:14m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 833896671 | Bytes Rx: 313900306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: prashukl | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.73 | Public IP: 160.202.38.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:45 IST Wed Jun 10 2020 | Duration: 11h:16m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 157905220 | Bytes Rx: 70410917 | IP Addr: 10.149.235.73 | Public IP: 160.202.38.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:45 IST Wed Jun 10 2020 | Duration: 11h:16m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 157905220 | Bytes Rx: 70410917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160111 | Audit Session ID: 0a95072b2716f0005ee034b9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160111 | Audit Session ID: 0a95072b2716f0005ee034b9 | Security Group Tag: none | EasyVPN: 0 ||
Username: atnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.86 | Public IP: 1.23.22.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:36 IST Wed Jun 10 2020 | Duration: 11h:07m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 487602643 | Bytes Rx: 138239930 | IP Addr: 10.149.235.86 | Public IP: 1.23.22.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:36 IST Wed Jun 10 2020 | Duration: 11h:07m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 487602643 | Bytes Rx: 138239930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160127 | Audit Session ID: 0a95072b2717f0005ee03708 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160127 | Audit Session ID: 0a95072b2717f0005ee03708 | Security Group Tag: none | EasyVPN: 0 ||
Username: varunuda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.219 | Public IP: 157.51.136.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:56 IST Wed Jun 10 2020 | Duration: 10h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 390760789 | Bytes Rx: 135781233 | IP Addr: 10.149.234.219 | Public IP: 157.51.136.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:56 IST Wed Jun 10 2020 | Duration: 10h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 390760789 | Bytes Rx: 135781233 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160139 | Audit Session ID: 0a95072b2718b0005ee038fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 160139 | Audit Session ID: 0a95072b2718b0005ee038fc | Security Group Tag: none | EasyVPN: 0 ||
Username: akashjh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.121 | Public IP: 157.49.233.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:21 IST Wed Jun 10 2020 | Duration: 10h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 592363513 | Bytes Rx: 798024698 | IP Addr: 10.149.234.121 | Public IP: 157.49.233.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:21 IST Wed Jun 10 2020 | Duration: 10h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 592363513 | Bytes Rx: 798024698 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160150 | Audit Session ID: 0a95072b271960005ee03e3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 160150 | Audit Session ID: 0a95072b271960005ee03e3d | Security Group Tag: none | EasyVPN: 0 ||
Username: arunanna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.224 | Public IP: 103.98.63.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:58 IST Wed Jun 10 2020 | Duration: 10h:26m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 251468431 | Bytes Rx: 114996620 | IP Addr: 10.149.234.224 | Public IP: 103.98.63.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:58 IST Wed Jun 10 2020 | Duration: 10h:26m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 251468431 | Bytes Rx: 114996620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160152 | Audit Session ID: 0a95072b271980005ee0407e | Security Group Tag: none | EasyVPN: 0 |Session ID: 160152 | Audit Session ID: 0a95072b271980005ee0407e | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.106 | Public IP: 122.174.208.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:49:13 IST Wed Jun 10 2020 | Duration: 10h:15m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1888707173 | Bytes Rx: 994529268 | IP Addr: 10.149.235.106 | Public IP: 122.174.208.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:49:13 IST Wed Jun 10 2020 | Duration: 10h:15m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1888707173 | Bytes Rx: 994529268 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160155 | Audit Session ID: 0a95072b2719b0005ee04321 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160155 | Audit Session ID: 0a95072b2719b0005ee04321 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajasekaran.m | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.25 | Public IP: 171.76.59.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:09 IST Wed Jun 10 2020 | Duration: 9h:59m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 467422798 | Bytes Rx: 147954016 | IP Addr: 10.149.235.25 | Public IP: 171.76.59.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:09 IST Wed Jun 10 2020 | Duration: 9h:59m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 467422798 | Bytes Rx: 147954016 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160161 | Audit Session ID: 0a95072b271a10005ee046dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 160161 | Audit Session ID: 0a95072b271a10005ee046dd | Security Group Tag: none | EasyVPN: 0 ||
Username: dhykotha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.87 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:19 IST Wed Jun 10 2020 | Duration: 9h:40m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 339403117 | Bytes Rx: 150985329 | IP Addr: 10.149.235.87 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:19 IST Wed Jun 10 2020 | Duration: 9h:40m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 339403117 | Bytes Rx: 150985329 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160172 | Audit Session ID: 0a95072b271ac0005ee04b5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 160172 | Audit Session ID: 0a95072b271ac0005ee04b5b | Security Group Tag: none | EasyVPN: 0 ||
