sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdzialow | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.104 | Public IP: 90.248.242.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:14 UTC Thu Jun 25 2020 | Duration: 1d 18h:32m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2585123916 | Bytes Rx: 857517531 | IP Addr: 10.145.232.104 | Public IP: 90.248.242.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:14 UTC Thu Jun 25 2020 | Duration: 1d 18h:32m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2585123916 | Bytes Rx: 857517531 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 161 | Audit Session ID: 0a910728000a10005ef4601e | Security Group Tag: none | EasyVPN: 0 |Session ID: 161 | Audit Session ID: 0a910728000a10005ef4601e | Security Group Tag: none | EasyVPN: 0 ||
Username: chikumar | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.137 | Public IP: 47.30.198.167 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:06:18 UTC Thu Jun 25 2020 | Duration: 1d 14h:54m:09s | Inactivity:  11h:58m:37s | Bytes Tx: 1084606896 | Bytes Rx: 454117988 | IP Addr: 10.145.232.137 | Public IP: 47.30.198.167 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:06:18 UTC Thu Jun 25 2020 | Duration: 1d 14h:54m:09s | Inactivity:  11h:58m:37s | Bytes Tx: 1084606896 | Bytes Rx: 454117988 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 267 | Audit Session ID: 0a9107280010b0005ef4933a | Security Group Tag: none | EasyVPN: 0 |Session ID: 267 | Audit Session ID: 0a9107280010b0005ef4933a | Security Group Tag: none | EasyVPN: 0 ||
Username: Pkadlag | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.151 | Public IP: 157.47.14.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:27:27 UTC Thu Jun 25 2020 | Duration: 1d 14h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 360889178 | Bytes Rx: 150791949 | IP Addr: 10.145.232.151 | Public IP: 157.47.14.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:27:27 UTC Thu Jun 25 2020 | Duration: 1d 14h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 360889178 | Bytes Rx: 150791949 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 276 | Audit Session ID: 0a910728001140005ef4982f | Security Group Tag: none | EasyVPN: 0 |Session ID: 276 | Audit Session ID: 0a910728001140005ef4982f | Security Group Tag: none | EasyVPN: 0 ||
Username: aausten | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.88 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 UTC Fri Jun 26 2020 | Duration: 19h:58m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1139954237 | Bytes Rx: 236074941 | IP Addr: 10.145.232.88 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 UTC Fri Jun 26 2020 | Duration: 19h:58m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1139954237 | Bytes Rx: 236074941 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 473 | Audit Session ID: 0a910728001d90005ef59d74 | Security Group Tag: none | EasyVPN: 0 |Session ID: 473 | Audit Session ID: 0a910728001d90005ef59d74 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.114 | Public IP: 90.251.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:01 UTC Fri Jun 26 2020 | Duration: 19h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 2748872171 | Bytes Rx: 233037526 | IP Addr: 10.145.232.114 | Public IP: 90.251.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:01 UTC Fri Jun 26 2020 | Duration: 19h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 2748872171 | Bytes Rx: 233037526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 517 | Audit Session ID: 0a910728002050005ef5a77d | Security Group Tag: none | EasyVPN: 0 |Session ID: 517 | Audit Session ID: 0a910728002050005ef5a77d | Security Group Tag: none | EasyVPN: 0 ||
Username: verma.aman | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.221 | Public IP: 42.108.168.27 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:03:24 UTC Fri Jun 26 2020 | Duration: 15h:57m:03s | Inactivity:  7h:56m:27s | Bytes Tx: 546339199 | Bytes Rx: 112171319 | IP Addr: 10.145.232.221 | Public IP: 42.108.168.27 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:03:24 UTC Fri Jun 26 2020 | Duration: 15h:57m:03s | Inactivity:  7h:56m:27s | Bytes Tx: 546339199 | Bytes Rx: 112171319 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 643 | Audit Session ID: 0a910728002830005ef5d5fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 643 | Audit Session ID: 0a910728002830005ef5d5fc | Security Group Tag: none | EasyVPN: 0 ||
Username: ighaouar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.211 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:54 UTC Fri Jun 26 2020 | Duration: 15h:51m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 395911009 | Bytes Rx: 142469657 | IP Addr: 10.145.232.211 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:54 UTC Fri Jun 26 2020 | Duration: 15h:51m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 395911009 | Bytes Rx: 142469657 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 647 | Audit Session ID: 0a910728002870005ef5d746 | Security Group Tag: none | EasyVPN: 0 |Session ID: 647 | Audit Session ID: 0a910728002870005ef5d746 | Security Group Tag: none | EasyVPN: 0 ||
Username: lwalgate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.242 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:34 UTC Fri Jun 26 2020 | Duration: 15h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 196504958 | Bytes Rx: 49516851 | IP Addr: 10.145.232.242 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:34 UTC Fri Jun 26 2020 | Duration: 15h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 196504958 | Bytes Rx: 49516851 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 657 | Audit Session ID: 0a910728002910005ef5d912 | Security Group Tag: none | EasyVPN: 0 |Session ID: 657 | Audit Session ID: 0a910728002910005ef5d912 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.164 | Public IP: 90.214.217.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:09:44 UTC Fri Jun 26 2020 | Duration: 8h:50m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 146897490 | Bytes Rx: 58144306 | IP Addr: 10.145.232.164 | Public IP: 90.214.217.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:09:44 UTC Fri Jun 26 2020 | Duration: 8h:50m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 146897490 | Bytes Rx: 58144306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 769 | Audit Session ID: 0a910728003010005ef639e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 769 | Audit Session ID: 0a910728003010005ef639e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: Tahemad | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.239 | Public IP: 106.193.105.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:40:21 UTC Fri Jun 26 2020 | Duration: 3h:20m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 679774094 | Bytes Rx: 59058630 | IP Addr: 10.145.232.239 | Public IP: 106.193.105.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:40:21 UTC Fri Jun 26 2020 | Duration: 3h:20m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 679774094 | Bytes Rx: 59058630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 788 | Audit Session ID: 0a910728003140005ef68765 | Security Group Tag: none | EasyVPN: 0 |Session ID: 788 | Audit Session ID: 0a910728003140005ef68765 | Security Group Tag: none | EasyVPN: 0 ||
Username: PracKale | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.139 | Public IP: 157.47.25.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:34:33 UTC Sat Jun 27 2020 | Duration: 1h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 74319311 | Bytes Rx: 16860577 | IP Addr: 10.145.232.139 | Public IP: 157.47.25.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:34:33 UTC Sat Jun 27 2020 | Duration: 1h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 74319311 | Bytes Rx: 16860577 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 790 | Audit Session ID: 0a910728003160005ef6a229 | Security Group Tag: none | EasyVPN: 0 |Session ID: 790 | Audit Session ID: 0a910728003160005ef6a229 | Security Group Tag: none | EasyVPN: 0 ||
