sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: segomath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.4 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 17:37:31 IST Tue Mar 17 2020 | Duration: 81d 0h:28m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 3740158619 | Bytes Rx: 1317979659 | IP Addr: 10.150.239.4 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 17:37:31 IST Tue Mar 17 2020 | Duration: 81d 0h:28m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 3740158619 | Bytes Rx: 1317979659 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6546 | Audit Session ID: 0a96cf6a019920005e70bd83 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6546 | Audit Session ID: 0a96cf6a019920005e70bd83 | Security Group Tag: none | EasyVPN: 0 ||
Username: gdevadig | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.56 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:58:17 IST Thu Mar 19 2020 | Duration: 79d 3h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2680517390 | Bytes Rx: 1092726545 | IP Addr: 10.150.239.56 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:58:17 IST Thu Mar 19 2020 | Duration: 79d 3h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2680517390 | Bytes Rx: 1092726545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13083 | Audit Session ID: 0a96cf6a0331b0005e733b31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13083 | Audit Session ID: 0a96cf6a0331b0005e733b31 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.106 | Public IP: 103.249.233.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:21 IST Wed Jun 3 2020 | Duration: 3d 8h:23m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3013225750 | Bytes Rx: 768039101 | IP Addr: 10.150.239.106 | Public IP: 103.249.233.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:21 IST Wed Jun 3 2020 | Duration: 3d 8h:23m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3013225750 | Bytes Rx: 768039101 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 252405 | Audit Session ID: 0a96cf6a3d9f50005ed72325 | Security Group Tag: none | EasyVPN: 0 |Session ID: 252405 | Audit Session ID: 0a96cf6a3d9f50005ed72325 | Security Group Tag: none | EasyVPN: 0 ||
Username: jezjesud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.246.140 | Public IP: 103.78.165.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:06:34 IST Wed Jun 3 2020 | Duration: 3d 6h:58m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1458668906 | Bytes Rx: 1465965156 | IP Addr: 10.150.246.140 | Public IP: 103.78.165.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:06:34 IST Wed Jun 3 2020 | Duration: 3d 6h:58m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1458668906 | Bytes Rx: 1465965156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 253056 | Audit Session ID: 0a96cf6a3dc800005ed736e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 253056 | Audit Session ID: 0a96cf6a3dc800005ed736e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: khusaini | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.246.111 | Public IP: 122.161.64.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:29 IST Thu Jun 4 2020 | Duration: 2d 2h:59m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3337691556 | Bytes Rx: 1986834678 | IP Addr: 10.150.246.111 | Public IP: 122.161.64.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:29 IST Thu Jun 4 2020 | Duration: 2d 2h:59m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3337691556 | Bytes Rx: 1986834678 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 257945 | Audit Session ID: 0a96cf6a3ef990005ed8c09d | Security Group Tag: none | EasyVPN: 0 |Session ID: 257945 | Audit Session ID: 0a96cf6a3ef990005ed8c09d | Security Group Tag: none | EasyVPN: 0 ||
Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.228 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:09 IST Fri Jun 5 2020 | Duration: 1d 10h:57m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1208754014 | Bytes Rx: 1296189992 | IP Addr: 10.150.238.228 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:09 IST Fri Jun 5 2020 | Duration: 1d 10h:57m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1208754014 | Bytes Rx: 1296189992 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 259522 | Audit Session ID: 0a96cf6a3f5c20005ed9a201 | Security Group Tag: none | EasyVPN: 0 |Session ID: 259522 | Audit Session ID: 0a96cf6a3f5c20005ed9a201 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.99 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:58:14 IST Fri Jun 5 2020 | Duration: 1d 5h:07m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1782623737 | Bytes Rx: 444784707 | IP Addr: 10.150.239.99 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:58:14 IST Fri Jun 5 2020 | Duration: 1d 5h:07m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1782623737 | Bytes Rx: 444784707 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 261114 | Audit Session ID: 0a96cf6a3fbfa0005ed9f40e | Security Group Tag: none | EasyVPN: 0 |Session ID: 261114 | Audit Session ID: 0a96cf6a3fbfa0005ed9f40e | Security Group Tag: none | EasyVPN: 0 ||
Username: AMujumal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.40 | Public IP: 160.20.0.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:52:41 IST Fri Jun 5 2020 | Duration: 1d 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 2046376058 | Bytes Rx: 687848400 | IP Addr: 10.150.238.40 | Public IP: 160.20.0.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:52:41 IST Fri Jun 5 2020 | Duration: 1d 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 2046376058 | Bytes Rx: 687848400 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 261332 | Audit Session ID: 0a96cf6a3fcd40005eda00d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 261332 | Audit Session ID: 0a96cf6a3fcd40005eda00d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Adeori | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.246.203 | Public IP: 116.74.132.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:49:48 IST Fri Jun 5 2020 | Duration: 1d 0h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 112330906 | Bytes Rx: 72804007 | IP Addr: 10.150.246.203 | Public IP: 116.74.132.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:49:48 IST Fri Jun 5 2020 | Duration: 1d 0h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 112330906 | Bytes Rx: 72804007 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 262244 | Audit Session ID: 0a96cf6a400640005eda3864 | Security Group Tag: none | EasyVPN: 0 |Session ID: 262244 | Audit Session ID: 0a96cf6a400640005eda3864 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.126 | Public IP: 103.100.37.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:16:17 IST Fri Jun 5 2020 | Duration: 21h:49m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 130603335 | Bytes Rx: 64788517 | IP Addr: 10.150.239.126 | Public IP: 103.100.37.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:16:17 IST Fri Jun 5 2020 | Duration: 21h:49m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 130603335 | Bytes Rx: 64788517 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 262686 | Audit Session ID: 0a96cf6a4021e0005eda5ab9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 262686 | Audit Session ID: 0a96cf6a4021e0005eda5ab9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pjamadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.135 | Public IP: 111.125.208.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:44 IST Sat Jun 6 2020 | Duration: 11h:33m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 476368575 | Bytes Rx: 179240273 | IP Addr: 10.150.238.135 | Public IP: 111.125.208.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:44 IST Sat Jun 6 2020 | Duration: 11h:33m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 476368575 | Bytes Rx: 179240273 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 263164 | Audit Session ID: 0a96cf6a403fc0005edaeaf8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 263164 | Audit Session ID: 0a96cf6a403fc0005edaeaf8 | Security Group Tag: none | EasyVPN: 0 ||
