sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 2d 7h:04m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 6908410702 | Bytes Rx: 714853585 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 2d 7h:04m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 6908410702 | Bytes Rx: 714853585 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 1d 17h:30m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 25698422238 | Bytes Rx: 1328610042 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 1d 17h:30m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 25698422238 | Bytes Rx: 1328610042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: Vmuthu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:54 IST Wed Jun 17 2020 | Duration: 1d 4h:59m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 538278060 | Bytes Rx: 591473049 | IP Addr: 10.149.233.198 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:54 IST Wed Jun 17 2020 | Duration: 1d 4h:59m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 538278060 | Bytes Rx: 591473049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156498 | Audit Session ID: 0a95072a263520005ee99c7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 156498 | Audit Session ID: 0a95072a263520005ee99c7e | Security Group Tag: none | EasyVPN: 0 ||
Username: Navselva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.55 | Public IP: 115.97.5.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:13:13 IST Thu Jun 18 2020 | Duration: 9h:47m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1032514942 | Bytes Rx: 243148348 | IP Addr: 10.149.233.55 | Public IP: 115.97.5.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:13:13 IST Thu Jun 18 2020 | Duration: 9h:47m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1032514942 | Bytes Rx: 243148348 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158438 | Audit Session ID: 0a95072a26ae60005eeaaa91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158438 | Audit Session ID: 0a95072a26ae60005eeaaa91 | Security Group Tag: none | EasyVPN: 0 ||
Username: MShiwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.57 | Public IP: 49.206.127.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:13:47 IST Thu Jun 18 2020 | Duration: 9h:46m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 3994198409 | Bytes Rx: 183190305 | IP Addr: 10.149.233.57 | Public IP: 49.206.127.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:13:47 IST Thu Jun 18 2020 | Duration: 9h:46m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 3994198409 | Bytes Rx: 183190305 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158439 | Audit Session ID: 0a95072a26ae70005eeaaab3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158439 | Audit Session ID: 0a95072a26ae70005eeaaab3 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rvinoth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 157.46.12.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:31:05 IST Thu Jun 18 2020 | Duration: 9h:29m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 85542253 | Bytes Rx: 47651635 | IP Addr: 10.149.232.159 | Public IP: 157.46.12.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:31:05 IST Thu Jun 18 2020 | Duration: 9h:29m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 85542253 | Bytes Rx: 47651635 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158440 | Audit Session ID: 0a95072a26ae80005eeaaec1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158440 | Audit Session ID: 0a95072a26ae80005eeaaec1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.115 | Public IP: 157.33.184.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:38 IST Thu Jun 18 2020 | Duration: 7h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1754210915 | Bytes Rx: 411720648 | IP Addr: 10.149.233.115 | Public IP: 157.33.184.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:38 IST Thu Jun 18 2020 | Duration: 7h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1754210915 | Bytes Rx: 411720648 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158462 | Audit Session ID: 0a95072a26afe0005eeac4ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 158462 | Audit Session ID: 0a95072a26afe0005eeac4ae | Security Group Tag: none | EasyVPN: 0 ||
Username: shrutmah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 157.50.170.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:29 IST Thu Jun 18 2020 | Duration: 7h:54m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1133298723 | Bytes Rx: 444024721 | IP Addr: 10.149.233.117 | Public IP: 157.50.170.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:29 IST Thu Jun 18 2020 | Duration: 7h:54m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1133298723 | Bytes Rx: 444024721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158465 | Audit Session ID: 0a95072a26b010005eeac51d | Security Group Tag: none | EasyVPN: 0 |Session ID: 158465 | Audit Session ID: 0a95072a26b010005eeac51d | Security Group Tag: none | EasyVPN: 0 ||
Username: KAkula | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.119 | Public IP: 157.44.1.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:29 IST Thu Jun 18 2020 | Duration: 7h:50m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 599675440 | Bytes Rx: 387728377 | IP Addr: 10.149.233.119 | Public IP: 157.44.1.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:29 IST Thu Jun 18 2020 | Duration: 7h:50m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 599675440 | Bytes Rx: 387728377 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158467 | Audit Session ID: 0a95072a26b030005eeac60d | Security Group Tag: none | EasyVPN: 0 |Session ID: 158467 | Audit Session ID: 0a95072a26b030005eeac60d | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.32 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:24 IST Thu Jun 18 2020 | Duration: 7h:49m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 247290936 | Bytes Rx: 281963217 | IP Addr: 10.149.232.32 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:24 IST Thu Jun 18 2020 | Duration: 7h:49m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 247290936 | Bytes Rx: 281963217 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158468 | Audit Session ID: 0a95072a26b040005eeac644 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158468 | Audit Session ID: 0a95072a26b040005eeac644 | Security Group Tag: none | EasyVPN: 0 ||
Username: Barajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.33 | Public IP: 157.46.45.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:42 IST Thu Jun 18 2020 | Duration: 7h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1009891562 | Bytes Rx: 343286962 | IP Addr: 10.149.232.33 | Public IP: 157.46.45.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:42 IST Thu Jun 18 2020 | Duration: 7h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1009891562 | Bytes Rx: 343286962 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158469 | Audit Session ID: 0a95072a26b050005eeac656 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158469 | Audit Session ID: 0a95072a26b050005eeac656 | Security Group Tag: none | EasyVPN: 0 ||
