sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 10h:30m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 52399153965 | Bytes Rx: 2988716725 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 10h:30m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 52399153965 | Bytes Rx: 2988716725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 21h:28m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 409612559 | Bytes Rx: 619231643 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 21h:28m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 409612559 | Bytes Rx: 619231643 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: ADe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 1d 20h:35m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 815977170 | Bytes Rx: 817529366 | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 1d 20h:35m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 815977170 | Bytes Rx: 817529366 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sathkuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.37 | Public IP: 49.37.198.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:25 IST Fri Jun 19 2020 | Duration: 16h:53m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1033853733 | Bytes Rx: 1184399297 | IP Addr: 10.149.240.37 | Public IP: 49.37.198.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:25 IST Fri Jun 19 2020 | Duration: 16h:53m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1033853733 | Bytes Rx: 1184399297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162277 | Audit Session ID: 0a95072a279e50005eec8719 | Security Group Tag: none | EasyVPN: 0 |Session ID: 162277 | Audit Session ID: 0a95072a279e50005eec8719 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.102 | Public IP: 182.65.202.92 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 19:15:03 IST Fri Jun 19 2020 | Duration: 12h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1885936638 | Bytes Rx: 413600210 | IP Addr: 10.149.232.102 | Public IP: 182.65.202.92 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 19:15:03 IST Fri Jun 19 2020 | Duration: 12h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1885936638 | Bytes Rx: 413600210 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162726 | Audit Session ID: 0a95072a27ba60005eecc15f | Security Group Tag: none | EasyVPN: 0 |Session ID: 162726 | Audit Session ID: 0a95072a27ba60005eecc15f | Security Group Tag: none | EasyVPN: 0 ||
Username: kachandr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 1.38.56.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:12:32 IST Fri Jun 19 2020 | Duration: 10h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3618250806 | Bytes Rx: 288021598 | IP Addr: 10.149.232.156 | Public IP: 1.38.56.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:12:32 IST Fri Jun 19 2020 | Duration: 10h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3618250806 | Bytes Rx: 288021598 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162861 | Audit Session ID: 0a95072a27c2d0005eecdce8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 162861 | Audit Session ID: 0a95072a27c2d0005eecdce8 | Security Group Tag: none | EasyVPN: 0 ||
Username: Sanrajen | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.55 | Public IP: 157.50.120.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:38:24 IST Fri Jun 19 2020 | Duration: 9h:21m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 139464313 | Bytes Rx: 83586232 | IP Addr: 10.149.233.55 | Public IP: 157.50.120.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:38:24 IST Fri Jun 19 2020 | Duration: 9h:21m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 139464313 | Bytes Rx: 83586232 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162955 | Audit Session ID: 0a95072a27c8b0005eecf108 | Security Group Tag: none | EasyVPN: 0 |Session ID: 162955 | Audit Session ID: 0a95072a27c8b0005eecf108 | Security Group Tag: none | EasyVPN: 0 ||
Username: DurvaO | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.95 | Public IP: 42.111.139.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:05 IST Fri Jun 19 2020 | Duration: 9h:05m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1392568914 | Bytes Rx: 525797667 | IP Addr: 10.149.232.95 | Public IP: 42.111.139.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:05 IST Fri Jun 19 2020 | Duration: 9h:05m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1392568914 | Bytes Rx: 525797667 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162981 | Audit Session ID: 0a95072a27ca50005eecf4f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 162981 | Audit Session ID: 0a95072a27ca50005eecf4f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: kupawan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.15 | Public IP: 123.201.36.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:07:14 IST Sat Jun 20 2020 | Duration: 7h:53m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 279114163 | Bytes Rx: 55472226 | IP Addr: 10.149.233.15 | Public IP: 123.201.36.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:07:14 IST Sat Jun 20 2020 | Duration: 7h:53m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 279114163 | Bytes Rx: 55472226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163011 | Audit Session ID: 0a95072a27cc30005eed05da | Security Group Tag: none | EasyVPN: 0 |Session ID: 163011 | Audit Session ID: 0a95072a27cc30005eed05da | Security Group Tag: none | EasyVPN: 0 ||
Username: nitmurug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.107 | Public IP: 157.50.79.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:54:01 IST Sat Jun 20 2020 | Duration: 5h:06m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 470977291 | Bytes Rx: 374921337 | IP Addr: 10.149.232.107 | Public IP: 157.50.79.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:54:01 IST Sat Jun 20 2020 | Duration: 5h:06m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 470977291 | Bytes Rx: 374921337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163026 | Audit Session ID: 0a95072a27cd20005eed2cf1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163026 | Audit Session ID: 0a95072a27cd20005eed2cf1 | Security Group Tag: none | EasyVPN: 0 ||
Username: rammanic | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.139 | Public IP: 157.50.173.229 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:25:23 IST Sat Jun 20 2020 | Duration: 1h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1009269679 | Bytes Rx: 44239130 | IP Addr: 10.149.232.139 | Public IP: 157.50.173.229 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:25:23 IST Sat Jun 20 2020 | Duration: 1h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1009269679 | Bytes Rx: 44239130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163028 | Audit Session ID: 0a95072a27cd40005eed5e7b | Security Group Tag: none | EasyVPN: 0 |Session ID: 163028 | Audit Session ID: 0a95072a27cd40005eed5e7b | Security Group Tag: none | EasyVPN: 0 ||
