sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 3h:05m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 185381794 | Bytes Rx: 58056401 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 3h:05m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 185381794 | Bytes Rx: 58056401 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: dharmaur | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 17h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 974293078 | Bytes Rx: 265027527 | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 17h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 974293078 | Bytes Rx: 265027527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 ||
Username: TeMamidi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.170 | Public IP: 124.123.178.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:36 IST Tue Jun 16 2020 | Duration: 8h:23m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 163752576 | Bytes Rx: 116529033 | IP Addr: 10.149.233.170 | Public IP: 124.123.178.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:36 IST Tue Jun 16 2020 | Duration: 8h:23m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 163752576 | Bytes Rx: 116529033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153945 | Audit Session ID: 0a95072a259590005ee81414 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153945 | Audit Session ID: 0a95072a259590005ee81414 | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.237 | Public IP: 115.97.1.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:52 IST Tue Jun 16 2020 | Duration: 7h:57m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 964585880 | Bytes Rx: 221911572 | IP Addr: 10.149.233.237 | Public IP: 115.97.1.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:52 IST Tue Jun 16 2020 | Duration: 7h:57m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 964585880 | Bytes Rx: 221911572 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153947 | Audit Session ID: 0a95072a2595b0005ee81a3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 153947 | Audit Session ID: 0a95072a2595b0005ee81a3c | Security Group Tag: none | EasyVPN: 0 ||
Username: RAnandan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 157.50.206.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:34 IST Tue Jun 16 2020 | Duration: 7h:55m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 92099618 | Bytes Rx: 83401546 | IP Addr: 10.149.233.238 | Public IP: 157.50.206.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:34 IST Tue Jun 16 2020 | Duration: 7h:55m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 92099618 | Bytes Rx: 83401546 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153948 | Audit Session ID: 0a95072a2595c0005ee81aa2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153948 | Audit Session ID: 0a95072a2595c0005ee81aa2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ganeshrv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:54 IST Tue Jun 16 2020 | Duration: 7h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 581237811 | Bytes Rx: 369374782 | IP Addr: 10.149.233.239 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:54 IST Tue Jun 16 2020 | Duration: 7h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 581237811 | Bytes Rx: 369374782 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153949 | Audit Session ID: 0a95072a2595d0005ee81ba6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153949 | Audit Session ID: 0a95072a2595d0005ee81ba6 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.214 | Public IP: 157.33.190.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:15 IST Tue Jun 16 2020 | Duration: 7h:37m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 309806150 | Bytes Rx: 92044859 | IP Addr: 10.149.232.214 | Public IP: 157.33.190.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:15 IST Tue Jun 16 2020 | Duration: 7h:37m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 309806150 | Bytes Rx: 92044859 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153960 | Audit Session ID: 0a95072a259680005ee81f03 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153960 | Audit Session ID: 0a95072a259680005ee81f03 | Security Group Tag: none | EasyVPN: 0 ||
Username: askamara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.216 | Public IP: 27.5.217.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:08 IST Tue Jun 16 2020 | Duration: 7h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 637505769 | Bytes Rx: 196205504 | IP Addr: 10.149.232.216 | Public IP: 27.5.217.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:08 IST Tue Jun 16 2020 | Duration: 7h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 637505769 | Bytes Rx: 196205504 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153962 | Audit Session ID: 0a95072a2596a0005ee81f38 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153962 | Audit Session ID: 0a95072a2596a0005ee81f38 | Security Group Tag: none | EasyVPN: 0 ||
Username: aadikhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.218 | Public IP: 219.91.250.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:43 IST Tue Jun 16 2020 | Duration: 7h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2166664467 | Bytes Rx: 248462078 | IP Addr: 10.149.232.218 | Public IP: 219.91.250.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:43 IST Tue Jun 16 2020 | Duration: 7h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2166664467 | Bytes Rx: 248462078 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153964 | Audit Session ID: 0a95072a2596c0005ee81f5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 153964 | Audit Session ID: 0a95072a2596c0005ee81f5b | Security Group Tag: none | EasyVPN: 0 ||
Username: poojjaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.219 | Public IP: 157.45.148.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:34 IST Tue Jun 16 2020 | Duration: 7h:32m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 656295126 | Bytes Rx: 190696057 | IP Addr: 10.149.232.219 | Public IP: 157.45.148.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:34 IST Tue Jun 16 2020 | Duration: 7h:32m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 656295126 | Bytes Rx: 190696057 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153967 | Audit Session ID: 0a95072a2596f0005ee82006 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153967 | Audit Session ID: 0a95072a2596f0005ee82006 | Security Group Tag: none | EasyVPN: 0 ||
Username: RohitNK | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.220 | Public IP: 103.144.115.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:44 IST Tue Jun 16 2020 | Duration: 7h:32m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1532006029 | Bytes Rx: 321622081 | IP Addr: 10.149.232.220 | Public IP: 103.144.115.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:44 IST Tue Jun 16 2020 | Duration: 7h:32m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1532006029 | Bytes Rx: 321622081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153968 | Audit Session ID: 0a95072a259700005ee82010 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153968 | Audit Session ID: 0a95072a259700005ee82010 | Security Group Tag: none | EasyVPN: 0 ||
