sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 16h:56m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3578710948 | Bytes Rx: 1102540822 | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 16h:56m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3578710948 | Bytes Rx: 1102540822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 21h:16m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1842423395 | Bytes Rx: 1068546185 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 21h:16m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1842423395 | Bytes Rx: 1068546185 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 20h:12m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 778653758 | Bytes Rx: 190228547 | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 20h:12m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 778653758 | Bytes Rx: 190228547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashishah | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 18h:45m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 180112246 | Bytes Rx: 63182381 | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 18h:45m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 180112246 | Bytes Rx: 63182381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 106.215.107.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 18h:20m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 171830246 | Bytes Rx: 50931262 | IP Addr: 10.147.96.222 | Public IP: 106.215.107.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 18h:20m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 171830246 | Bytes Rx: 50931262 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 18h:08m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 308841196 | Bytes Rx: 100983850 | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 18h:08m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 308841196 | Bytes Rx: 100983850 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 |Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 ||
Username: shatak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.203 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:05:16 IST Wed Jun 17 2020 | Duration: 13h:25m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1203084788 | Bytes Rx: 392361871 | IP Addr: 10.150.244.203 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:05:16 IST Wed Jun 17 2020 | Duration: 13h:25m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1203084788 | Bytes Rx: 392361871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33023 | Audit Session ID: 0a96cf69080ff0005eea0e04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33023 | Audit Session ID: 0a96cf69080ff0005eea0e04 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaredi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 11h:44m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 410679294 | Bytes Rx: 56319276 | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 11h:44m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 410679294 | Bytes Rx: 56319276 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 ||
Username: SAinlod | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.87 | Public IP: 112.133.251.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:43:01 IST Wed Jun 17 2020 | Duration: 10h:47m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2878876795 | Bytes Rx: 580677109 | IP Addr: 10.150.237.87 | Public IP: 112.133.251.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:43:01 IST Wed Jun 17 2020 | Duration: 10h:47m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2878876795 | Bytes Rx: 580677109 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33445 | Audit Session ID: 0a96cf69082a50005eea32fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 33445 | Audit Session ID: 0a96cf69082a50005eea32fd | Security Group Tag: none | EasyVPN: 0 ||
Username: PraTatte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.60 | Public IP: 106.193.220.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:10 IST Wed Jun 17 2020 | Duration: 10h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 4679281027 | Bytes Rx: 371978405 | IP Addr: 10.150.237.60 | Public IP: 106.193.220.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:10 IST Wed Jun 17 2020 | Duration: 10h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 4679281027 | Bytes Rx: 371978405 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33460 | Audit Session ID: 0a96cf69082b40005eea3522 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33460 | Audit Session ID: 0a96cf69082b40005eea3522 | Security Group Tag: none | EasyVPN: 0 ||
Username: KamlaPat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.53 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:57:07 IST Wed Jun 17 2020 | Duration: 10h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2092669717 | Bytes Rx: 684484197 | IP Addr: 10.150.237.53 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:57:07 IST Wed Jun 17 2020 | Duration: 10h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2092669717 | Bytes Rx: 684484197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33465 | Audit Session ID: 0a96cf69082b90005eea364b | Security Group Tag: none | EasyVPN: 0 |Session ID: 33465 | Audit Session ID: 0a96cf69082b90005eea364b | Security Group Tag: none | EasyVPN: 0 ||
