sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 9d 4h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2582848926 | Bytes Rx: 761845227 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 9d 4h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2582848926 | Bytes Rx: 761845227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.127 | Public IP: 219.91.248.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 4d 22h:02m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 5727031383 | Bytes Rx: 2290801204 | IP Addr: 10.150.238.127 | Public IP: 219.91.248.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 4d 22h:02m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 5727031383 | Bytes Rx: 2290801204 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 2d 12h:00m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 4876392790 | Bytes Rx: 941759383 | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 2d 12h:00m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 4876392790 | Bytes Rx: 941759383 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.249 | Public IP: 182.57.219.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 1d 0h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1259333176 | Bytes Rx: 299811735 | IP Addr: 10.150.238.249 | Public IP: 182.57.219.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 1d 0h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1259333176 | Bytes Rx: 299811735 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 ||
Username: devpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.208 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:10 IST Fri Jun 19 2020 | Duration: 15h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 238626019 | Bytes Rx: 70175095 | IP Addr: 10.150.239.208 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:10 IST Fri Jun 19 2020 | Duration: 15h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 238626019 | Bytes Rx: 70175095 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39799 | Audit Session ID: 0a96cf6a09b770005eecdb2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 39799 | Audit Session ID: 0a96cf6a09b770005eecdb2e | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.89 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:37 IST Fri Jun 19 2020 | Duration: 13h:32m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 383146402 | Bytes Rx: 95939844 | IP Addr: 10.150.238.89 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:37 IST Fri Jun 19 2020 | Duration: 13h:32m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 383146402 | Bytes Rx: 95939844 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39930 | Audit Session ID: 0a96cf6a09bfa0005eecf589 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39930 | Audit Session ID: 0a96cf6a09bfa0005eecf589 | Security Group Tag: none | EasyVPN: 0 ||
Username: mbhole | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.16 | Public IP: 103.110.253.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:10:42 IST Sat Jun 20 2020 | Duration: 6h:19m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 449474608 | Bytes Rx: 105044850 | IP Addr: 10.150.238.16 | Public IP: 103.110.253.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:10:42 IST Sat Jun 20 2020 | Duration: 6h:19m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 449474608 | Bytes Rx: 105044850 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40079 | Audit Session ID: 0a96cf6a09c8f0005eed5b0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 40079 | Audit Session ID: 0a96cf6a09c8f0005eed5b0a | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.6 | Public IP: 103.252.53.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:01 IST Sat Jun 20 2020 | Duration: 6h:00m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 262411100 | Bytes Rx: 96675741 | IP Addr: 10.150.238.6 | Public IP: 103.252.53.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:01 IST Sat Jun 20 2020 | Duration: 6h:00m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 262411100 | Bytes Rx: 96675741 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40089 | Audit Session ID: 0a96cf6a09c990005eed5f91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40089 | Audit Session ID: 0a96cf6a09c990005eed5f91 | Security Group Tag: none | EasyVPN: 0 ||
Username: AtulP | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.39 | Public IP: 157.47.54.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:11 IST Sat Jun 20 2020 | Duration: 5h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 405614464 | Bytes Rx: 133059754 | IP Addr: 10.150.239.39 | Public IP: 157.47.54.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:11 IST Sat Jun 20 2020 | Duration: 5h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 405614464 | Bytes Rx: 133059754 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40091 | Audit Session ID: 0a96cf6a09c9b0005eed61b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40091 | Audit Session ID: 0a96cf6a09c9b0005eed61b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: nchavan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.40 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sat Jun 20 2020 | Duration: 5h:50m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 532485824 | Bytes Rx: 305387344 | IP Addr: 10.150.239.40 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sat Jun 20 2020 | Duration: 5h:50m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 532485824 | Bytes Rx: 305387344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40092 | Audit Session ID: 0a96cf6a09c9c0005eed61c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40092 | Audit Session ID: 0a96cf6a09c9c0005eed61c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.45 | Public IP: 117.233.68.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:19 IST Sat Jun 20 2020 | Duration: 5h:40m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 157877140 | Bytes Rx: 70552035 | IP Addr: 10.150.239.45 | Public IP: 117.233.68.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:19 IST Sat Jun 20 2020 | Duration: 5h:40m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 157877140 | Bytes Rx: 70552035 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40098 | Audit Session ID: 0a96cf6a09ca20005eed6417 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40098 | Audit Session ID: 0a96cf6a09ca20005eed6417 | Security Group Tag: none | EasyVPN: 0 ||
