sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 21h:56m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3947160421 | Bytes Rx: 1182774287 | IP Addr: 10.147.96.175 | Public IP: 182.57.191.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 2d 21h:56m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3947160421 | Bytes Rx: 1182774287 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 2d 2h:16m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1911569589 | Bytes Rx: 1896563396 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 2d 2h:16m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1911569589 | Bytes Rx: 1896563396 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 1d 1h:12m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 829897570 | Bytes Rx: 218221682 | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 1d 1h:12m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 829897570 | Bytes Rx: 218221682 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashishah | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 23h:45m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 377077616 | Bytes Rx: 103581071 | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 23h:45m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 377077616 | Bytes Rx: 103581071 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 23h:20m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 320701642 | Bytes Rx: 187214349 | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 23h:20m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 320701642 | Bytes Rx: 187214349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 23h:08m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 362765121 | Bytes Rx: 133277480 | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 23h:08m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 362765121 | Bytes Rx: 133277480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 |Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaredi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 16h:44m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 547197914 | Bytes Rx: 163015967 | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 16h:44m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 547197914 | Bytes Rx: 163015967 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.73 | Public IP: 1.22.98.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:25:46 IST Thu Jun 18 2020 | Duration: 7h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 4167079854 | Bytes Rx: 363561574 | IP Addr: 10.150.236.73 | Public IP: 1.22.98.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:25:46 IST Thu Jun 18 2020 | Duration: 7h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 4167079854 | Bytes Rx: 363561574 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33942 | Audit Session ID: 0a96cf69084960005eeaad82 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33942 | Audit Session ID: 0a96cf69084960005eeaad82 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajimand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.224 | Public IP: 47.11.226.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:49:47 IST Thu Jun 18 2020 | Duration: 6h:40m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 58728646 | Bytes Rx: 25713448 | IP Addr: 10.150.237.224 | Public IP: 47.11.226.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:49:47 IST Thu Jun 18 2020 | Duration: 6h:40m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 58728646 | Bytes Rx: 25713448 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33956 | Audit Session ID: 0a96cf69084a40005eeab323 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33956 | Audit Session ID: 0a96cf69084a40005eeab323 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikitasi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.131 | Public IP: 49.36.134.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:48 IST Thu Jun 18 2020 | Duration: 6h:01m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 153014610 | Bytes Rx: 47631840 | IP Addr: 10.150.236.131 | Public IP: 49.36.134.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:48 IST Thu Jun 18 2020 | Duration: 6h:01m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 153014610 | Bytes Rx: 47631840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33981 | Audit Session ID: 0a96cf69084bd0005eeabc48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33981 | Audit Session ID: 0a96cf69084bd0005eeabc48 | Security Group Tag: none | EasyVPN: 0 ||
Username: Atapkire | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.133 | Public IP: 106.200.109.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:52 IST Thu Jun 18 2020 | Duration: 6h:01m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2354361862 | Bytes Rx: 348976623 | IP Addr: 10.150.236.133 | Public IP: 106.200.109.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:52 IST Thu Jun 18 2020 | Duration: 6h:01m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2354361862 | Bytes Rx: 348976623 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33982 | Audit Session ID: 0a96cf69084be0005eeabc4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 33982 | Audit Session ID: 0a96cf69084be0005eeabc4c | Security Group Tag: none | EasyVPN: 0 ||
