sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 5d 23h:26m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1416470823 | Bytes Rx: 891698220 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 5d 23h:26m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1416470823 | Bytes Rx: 891698220 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 3d 19h:11m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 9338443095 | Bytes Rx: 1596799565 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 3d 19h:11m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 9338443095 | Bytes Rx: 1596799565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 1d 20h:21m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2399428018 | Bytes Rx: 1329295474 | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 1d 20h:21m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2399428018 | Bytes Rx: 1329295474 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 |Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 ||
Username: premraje | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.124 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:24 IST Wed Jun 24 2020 | Duration: 1d 10h:46m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 435632370 | Bytes Rx: 175064277 | IP Addr: 10.149.234.124 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:24 IST Wed Jun 24 2020 | Duration: 1d 10h:46m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 435632370 | Bytes Rx: 175064277 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188593 | Audit Session ID: 0a95072b2e0b10005ef2afbc | Security Group Tag: none | EasyVPN: 0 |Session ID: 188593 | Audit Session ID: 0a95072b2e0b10005ef2afbc | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 1d 9h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 50818706098 | Bytes Rx: 2535932190 | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 1d 9h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 50818706098 | Bytes Rx: 2535932190 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 1d 7h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1995177168 | Bytes Rx: 382286284 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 1d 7h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1995177168 | Bytes Rx: 382286284 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: somnath.datta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.26 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:01 IST Thu Jun 25 2020 | Duration: 11h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 904175147 | Bytes Rx: 129009741 | IP Addr: 10.149.234.26 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:01 IST Thu Jun 25 2020 | Duration: 11h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 904175147 | Bytes Rx: 129009741 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 190973 | Audit Session ID: 0a95072b2e9fd0005ef3fb85 | Security Group Tag: none | EasyVPN: 0 |Session ID: 190973 | Audit Session ID: 0a95072b2e9fd0005ef3fb85 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.32 | Public IP: 42.111.139.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:36 IST Thu Jun 25 2020 | Duration: 11h:07m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1715484566 | Bytes Rx: 231117308 | IP Addr: 10.149.234.32 | Public IP: 42.111.139.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:36 IST Thu Jun 25 2020 | Duration: 11h:07m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1715484566 | Bytes Rx: 231117308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 190979 | Audit Session ID: 0a95072b2ea030005ef3fc5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 190979 | Audit Session ID: 0a95072b2ea030005ef3fc5c | Security Group Tag: none | EasyVPN: 0 ||
Username: kumarpan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.131 | Public IP: 106.207.14.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:46 IST Thu Jun 25 2020 | Duration: 10h:41m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 684216596 | Bytes Rx: 72710005 | IP Addr: 10.149.235.131 | Public IP: 106.207.14.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:46 IST Thu Jun 25 2020 | Duration: 10h:41m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 684216596 | Bytes Rx: 72710005 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 190996 | Audit Session ID: 0a95072b2ea140005ef4027e | Security Group Tag: none | EasyVPN: 0 |Session ID: 190996 | Audit Session ID: 0a95072b2ea140005ef4027e | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.166 | Public IP: 157.50.218.182 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:59 IST Thu Jun 25 2020 | Duration: 10h:15m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 638330810 | Bytes Rx: 176923051 | IP Addr: 10.149.234.166 | Public IP: 157.50.218.182 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:59 IST Thu Jun 25 2020 | Duration: 10h:15m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 638330810 | Bytes Rx: 176923051 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 191019 | Audit Session ID: 0a95072b2ea2b0005ef408a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 191019 | Audit Session ID: 0a95072b2ea2b0005ef408a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: saravana.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.19 | Public IP: 157.50.203.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:49:21 IST Thu Jun 25 2020 | Duration: 10h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 327541895 | Bytes Rx: 166323333 | IP Addr: 10.149.234.19 | Public IP: 157.50.203.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:49:21 IST Thu Jun 25 2020 | Duration: 10h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 327541895 | Bytes Rx: 166323333 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 191022 | Audit Session ID: 0a95072b2ea2e0005ef409a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 191022 | Audit Session ID: 0a95072b2ea2e0005ef409a9 | Security Group Tag: none | EasyVPN: 0 ||
