sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 9d 10h:09m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 2590661030 | Bytes Rx: 766387073 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 9d 10h:09m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 2590661030 | Bytes Rx: 766387073 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.127 | Public IP: 219.91.249.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 5d 3h:35m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6758975457 | Bytes Rx: 2929434959 | IP Addr: 10.150.238.127 | Public IP: 219.91.249.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 5d 3h:35m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6758975457 | Bytes Rx: 2929434959 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 2d 17h:33m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 4961826388 | Bytes Rx: 960307706 | IP Addr: 10.150.238.29 | Public IP: 103.100.37.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:29:21 IST Thu Jun 18 2020 | Duration: 2d 17h:33m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 4961826388 | Bytes Rx: 960307706 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33199 | Audit Session ID: 0a96cf6a081af0005eea6809 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.249 | Public IP: 182.57.250.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 1d 6h:02m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1449896885 | Bytes Rx: 366919419 | IP Addr: 10.150.238.249 | Public IP: 182.57.250.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:00:37 IST Fri Jun 19 2020 | Duration: 1d 6h:02m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1449896885 | Bytes Rx: 366919419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 38034 | Audit Session ID: 0a96cf6a094920005eec5b8d | Security Group Tag: none | EasyVPN: 0 ||
Username: devpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.208 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:10 IST Fri Jun 19 2020 | Duration: 20h:57m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 275505416 | Bytes Rx: 83726614 | IP Addr: 10.150.239.208 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:10 IST Fri Jun 19 2020 | Duration: 20h:57m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 275505416 | Bytes Rx: 83726614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39799 | Audit Session ID: 0a96cf6a09b770005eecdb2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 39799 | Audit Session ID: 0a96cf6a09b770005eecdb2e | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.89 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:37 IST Fri Jun 19 2020 | Duration: 19h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 422708967 | Bytes Rx: 120857690 | IP Addr: 10.150.238.89 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:37 IST Fri Jun 19 2020 | Duration: 19h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 422708967 | Bytes Rx: 120857690 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39930 | Audit Session ID: 0a96cf6a09bfa0005eecf589 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39930 | Audit Session ID: 0a96cf6a09bfa0005eecf589 | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.6 | Public IP: 103.252.53.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:01 IST Sat Jun 20 2020 | Duration: 11h:32m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1730462955 | Bytes Rx: 360381265 | IP Addr: 10.150.238.6 | Public IP: 103.252.53.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:01 IST Sat Jun 20 2020 | Duration: 11h:32m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1730462955 | Bytes Rx: 360381265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40089 | Audit Session ID: 0a96cf6a09c990005eed5f91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40089 | Audit Session ID: 0a96cf6a09c990005eed5f91 | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.45 | Public IP: 117.233.93.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:19 IST Sat Jun 20 2020 | Duration: 11h:13m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 230258743 | Bytes Rx: 122085260 | IP Addr: 10.150.239.45 | Public IP: 117.233.93.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:19 IST Sat Jun 20 2020 | Duration: 11h:13m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 230258743 | Bytes Rx: 122085260 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40098 | Audit Session ID: 0a96cf6a09ca20005eed6417 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40098 | Audit Session ID: 0a96cf6a09ca20005eed6417 | Security Group Tag: none | EasyVPN: 0 ||
Username: hbhat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.48 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:40 IST Sat Jun 20 2020 | Duration: 11h:11m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1549839528 | Bytes Rx: 430660146 | IP Addr: 10.150.239.48 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:40 IST Sat Jun 20 2020 | Duration: 11h:11m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1549839528 | Bytes Rx: 430660146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40102 | Audit Session ID: 0a96cf6a09ca60005eed64a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40102 | Audit Session ID: 0a96cf6a09ca60005eed64a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivkush | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.37 | Public IP: 103.110.242.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:34 IST Sat Jun 20 2020 | Duration: 10h:25m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1235296055 | Bytes Rx: 162776715 | IP Addr: 10.150.238.37 | Public IP: 103.110.242.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:34 IST Sat Jun 20 2020 | Duration: 10h:25m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1235296055 | Bytes Rx: 162776715 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40179 | Audit Session ID: 0a96cf6a09cf30005eed6f66 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40179 | Audit Session ID: 0a96cf6a09cf30005eed6f66 | Security Group Tag: none | EasyVPN: 0 ||
Username: arondhav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.101 | Public IP: 49.35.14.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:46 IST Sat Jun 20 2020 | Duration: 10h:05m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 435900672 | Bytes Rx: 129422600 | IP Addr: 10.150.238.101 | Public IP: 49.35.14.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:46 IST Sat Jun 20 2020 | Duration: 10h:05m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 435900672 | Bytes Rx: 129422600 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 40207 | Audit Session ID: 0a96cf6a09d0f0005eed7422 | Security Group Tag: none | EasyVPN: 0 |Session ID: 40207 | Audit Session ID: 0a96cf6a09d0f0005eed7422 | Security Group Tag: none | EasyVPN: 0 ||
