sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 4d 23h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1127247191 | Bytes Rx: 4499401093 | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 4d 23h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1127247191 | Bytes Rx: 4499401093 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 4d 3h:40m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 2354957069 | Bytes Rx: 705785613 | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 4d 3h:40m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 2354957069 | Bytes Rx: 705785613 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.29 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:34:59 IST Thu Jun 11 2020 | Duration: 2d 13h:55m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 4375404191 | Bytes Rx: 469751393 | IP Addr: 10.150.239.29 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:34:59 IST Thu Jun 11 2020 | Duration: 2d 13h:55m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 4375404191 | Bytes Rx: 469751393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13056 | Audit Session ID: 0a96cf6a033000005ee12edb | Security Group Tag: none | EasyVPN: 0 |Session ID: 13056 | Audit Session ID: 0a96cf6a033000005ee12edb | Security Group Tag: none | EasyVPN: 0 ||
Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 2d 6h:37m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 899902629 | Bytes Rx: 179911826 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 2d 6h:37m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 899902629 | Bytes Rx: 179911826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.220 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:49 IST Thu Jun 11 2020 | Duration: 2d 3h:21m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2286009276 | Bytes Rx: 239940534 | IP Addr: 10.150.239.220 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:49 IST Thu Jun 11 2020 | Duration: 2d 3h:21m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2286009276 | Bytes Rx: 239940534 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14118 | Audit Session ID: 0a96cf6a037260005ee1c369 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14118 | Audit Session ID: 0a96cf6a037260005ee1c369 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.59 | Public IP: 103.100.37.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 2d 0h:09m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1708018369 | Bytes Rx: 1049779113 | IP Addr: 10.150.239.59 | Public IP: 103.100.37.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 2d 0h:09m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1708018369 | Bytes Rx: 1049779113 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gurrajs | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.199 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:54 IST Fri Jun 12 2020 | Duration: 1d 5h:18m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 2132924682 | Bytes Rx: 253855850 | IP Addr: 10.150.239.199 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:54 IST Fri Jun 12 2020 | Duration: 1d 5h:18m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 2132924682 | Bytes Rx: 253855850 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 16604 | Audit Session ID: 0a96cf6a040dc0005ee2f982 | Security Group Tag: none | EasyVPN: 0 |Session ID: 16604 | Audit Session ID: 0a96cf6a040dc0005ee2f982 | Security Group Tag: none | EasyVPN: 0 ||
Username: lchidura | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.137 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:05 IST Fri Jun 12 2020 | Duration: 1d 0h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 212067137 | Bytes Rx: 86705671 | IP Addr: 10.150.249.137 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:05 IST Fri Jun 12 2020 | Duration: 1d 0h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 212067137 | Bytes Rx: 86705671 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 18165 | Audit Session ID: 0a96cf6a046f50005ee34145 | Security Group Tag: none | EasyVPN: 0 |Session ID: 18165 | Audit Session ID: 0a96cf6a046f50005ee34145 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.142 | Public IP: 103.85.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 23h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 581399610 | Bytes Rx: 168211549 | IP Addr: 10.150.238.142 | Public IP: 103.85.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 23h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 581399610 | Bytes Rx: 168211549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 |Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 ||
Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.58 | Public IP: 182.57.197.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:42 IST Fri Jun 12 2020 | Duration: 18h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 442850571 | Bytes Rx: 166145489 | IP Addr: 10.150.238.58 | Public IP: 182.57.197.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:42 IST Fri Jun 12 2020 | Duration: 18h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 442850571 | Bytes Rx: 166145489 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 19139 | Audit Session ID: 0a96cf6a04ac30005ee39192 | Security Group Tag: none | EasyVPN: 0 |Session ID: 19139 | Audit Session ID: 0a96cf6a04ac30005ee39192 | Security Group Tag: none | EasyVPN: 0 ||
Username: MayurDJ | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.91 | Public IP: 49.35.208.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:03 IST Sat Jun 13 2020 | Duration: 7h:57m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 627981439 | Bytes Rx: 175105950 | IP Addr: 10.150.238.91 | Public IP: 49.35.208.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:03 IST Sat Jun 13 2020 | Duration: 7h:57m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 627981439 | Bytes Rx: 175105950 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 19545 | Audit Session ID: 0a96cf6a04c590005ee425c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 19545 | Audit Session ID: 0a96cf6a04c590005ee425c7 | Security Group Tag: none | EasyVPN: 0 ||
