sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: p.wilkinson | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.100 | Public IP: 81.147.87.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:07:44 GMT Sun Apr 26 2020 | Duration: 33d 15h:52m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 48816485155 | Bytes Rx: 16771663282 | IP Addr: 10.144.230.100 | Public IP: 81.147.87.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:07:44 GMT Sun Apr 26 2020 | Duration: 33d 15h:52m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 48816485155 | Bytes Rx: 16771663282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52639 | Audit Session ID: 0a90076b0cd9f0005ea587a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 52639 | Audit Session ID: 0a90076b0cd9f0005ea587a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: nbrowne | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.72 | Public IP: 100.8.185.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:12:12 GMT Sun May 10 2020 | Duration: 19d 13h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 13790100332 | Bytes Rx: 6626035811 | IP Addr: 10.144.233.72 | Public IP: 100.8.185.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:12:12 GMT Sun May 10 2020 | Duration: 19d 13h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 13790100332 | Bytes Rx: 6626035811 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 57172 | Audit Session ID: 0a90076b0df540005eb819cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 57172 | Audit Session ID: 0a90076b0df540005eb819cc | Security Group Tag: none | EasyVPN: 0 ||
Username: ckurmin | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.18 | Public IP: 68.83.81.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:53:24 GMT Mon May 11 2020 | Duration: 18d 9h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 16477761096 | Bytes Rx: 4688791162 | IP Addr: 10.144.233.18 | Public IP: 68.83.81.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:53:24 GMT Mon May 11 2020 | Duration: 18d 9h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 16477761096 | Bytes Rx: 4688791162 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 57603 | Audit Session ID: 0a90076b0e1030005eb9ad34 | Security Group Tag: none | EasyVPN: 0 |Session ID: 57603 | Audit Session ID: 0a90076b0e1030005eb9ad34 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmo | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.158 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:21:53 GMT Mon May 18 2020 | Duration: 11d 22h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 9409561379 | Bytes Rx: 1845688337 | IP Addr: 10.144.233.158 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:21:53 GMT Mon May 18 2020 | Duration: 11d 22h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 9409561379 | Bytes Rx: 1845688337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59933 | Audit Session ID: 0a90076b0ea1d0005ec22981 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59933 | Audit Session ID: 0a90076b0ea1d0005ec22981 | Security Group Tag: none | EasyVPN: 0 ||
Username: ppereira | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.107 | Public IP: 24.186.232.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:50:22 GMT Mon May 18 2020 | Duration: 11d 17h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 15563491707 | Bytes Rx: 5294184775 | IP Addr: 10.144.233.107 | Public IP: 24.186.232.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:50:22 GMT Mon May 18 2020 | Duration: 11d 17h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 15563491707 | Bytes Rx: 5294184775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60091 | Audit Session ID: 0a90076b0eabb0005ec2767e | Security Group Tag: none | EasyVPN: 0 |Session ID: 60091 | Audit Session ID: 0a90076b0eabb0005ec2767e | Security Group Tag: none | EasyVPN: 0 ||
Username: mgorman | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.147 | Public IP: 100.34.34.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:05:39 GMT Mon May 18 2020 | Duration: 11d 16h:54m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9487479520 | Bytes Rx: 2670509883 | IP Addr: 10.144.233.147 | Public IP: 100.34.34.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:05:39 GMT Mon May 18 2020 | Duration: 11d 16h:54m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9487479520 | Bytes Rx: 2670509883 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60112 | Audit Session ID: 0a90076b0ead00005ec27a13 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60112 | Audit Session ID: 0a90076b0ead00005ec27a13 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmo | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.221 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:36:05 GMT Tue May 19 2020 | Duration: 10d 21h:24m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4488450240 | Bytes Rx: 1856763142 | IP Addr: 10.144.233.221 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:36:05 GMT Tue May 19 2020 | Duration: 10d 21h:24m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 4488450240 | Bytes Rx: 1856763142 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60435 | Audit Session ID: 0a90076b0ec130005ec38c65 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60435 | Audit Session ID: 0a90076b0ec130005ec38c65 | Security Group Tag: none | EasyVPN: 0 ||
Username: npoirier | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.14 | Public IP: 184.160.149.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:43:05 GMT Tue May 19 2020 | Duration: 10d 17h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 7805249528 | Bytes Rx: 1975685675 | IP Addr: 10.144.232.14 | Public IP: 184.160.149.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:43:05 GMT Tue May 19 2020 | Duration: 10d 17h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 7805249528 | Bytes Rx: 1975685675 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60573 | Audit Session ID: 0a90076b0ec9d0005ec3c649 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60573 | Audit Session ID: 0a90076b0ec9d0005ec3c649 | Security Group Tag: none | EasyVPN: 0 ||
Username: carlosb | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.213 | Public IP: 107.171.143.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:54:11 GMT Thu May 21 2020 | Duration: 8d 15h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 6782809333 | Bytes Rx: 3292543428 | IP Addr: 10.144.233.213 | Public IP: 107.171.143.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:54:11 GMT Thu May 21 2020 | Duration: 8d 15h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 6782809333 | Bytes Rx: 3292543428 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 61484 | Audit Session ID: 0a90076b0f02c0005ec68803 | Security Group Tag: none | EasyVPN: 0 |Session ID: 61484 | Audit Session ID: 0a90076b0f02c0005ec68803 | Security Group Tag: none | EasyVPN: 0 ||
Username: j.carretta | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.215 | Public IP: 74.105.227.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:15:34 GMT Thu May 21 2020 | Duration: 8d 11h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 21273422484 | Bytes Rx: 8729539487 | IP Addr: 10.144.233.215 | Public IP: 74.105.227.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:15:34 GMT Thu May 21 2020 | Duration: 8d 11h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 21273422484 | Bytes Rx: 8729539487 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 61548 | Audit Session ID: 0a90076b0f06c0005ec6b736 | Security Group Tag: none | EasyVPN: 0 |Session ID: 61548 | Audit Session ID: 0a90076b0f06c0005ec6b736 | Security Group Tag: none | EasyVPN: 0 ||
Username: johnlee | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.118 | Public IP: 24.19.144.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:54:20 GMT Fri May 22 2020 | Duration: 7d 7h:05m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 3845550520 | Bytes Rx: 1426382691 | IP Addr: 10.144.233.118 | Public IP: 24.19.144.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:54:20 GMT Fri May 22 2020 | Duration: 7d 7h:05m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 3845550520 | Bytes Rx: 1426382691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 61962 | Audit Session ID: 0a90076b0f20a0005ec84a0c | Security Group Tag: none | EasyVPN: 0 |Session ID: 61962 | Audit Session ID: 0a90076b0f20a0005ec84a0c | Security Group Tag: none | EasyVPN: 0 ||
