sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 18h:48m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1284807883 | Bytes Rx: 652660990 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 18h:48m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1284807883 | Bytes Rx: 652660990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 7h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 8154651017 | Bytes Rx: 1172969260 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 7h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 8154651017 | Bytes Rx: 1172969260 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 15h:21m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 452315654 | Bytes Rx: 283535352 | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 15h:21m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 452315654 | Bytes Rx: 283535352 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: sp.ghosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 14h:26m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1778429366 | Bytes Rx: 114960439 | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 14h:26m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1778429366 | Bytes Rx: 114960439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 12h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 25606777 | Bytes Rx: 27199884 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 12h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 25606777 | Bytes Rx: 27199884 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: ChetanP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.137 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:40 IST Fri Jun 19 2020 | Duration: 11h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20515516386 | Bytes Rx: 895561051 | IP Addr: 10.149.235.137 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:40 IST Fri Jun 19 2020 | Duration: 11h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20515516386 | Bytes Rx: 895561051 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181071 | Audit Session ID: 0a95072b2c34f0005eecc940 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181071 | Audit Session ID: 0a95072b2c34f0005eecc940 | Security Group Tag: none | EasyVPN: 0 ||
Username: vyuvanes | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.186 | Public IP: 183.83.154.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:58 IST Fri Jun 19 2020 | Duration: 10h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 103632483 | Bytes Rx: 59987993 | IP Addr: 10.149.234.186 | Public IP: 183.83.154.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:58 IST Fri Jun 19 2020 | Duration: 10h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 103632483 | Bytes Rx: 59987993 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181121 | Audit Session ID: 0a95072b2c3810005eecd1c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181121 | Audit Session ID: 0a95072b2c3810005eecd1c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: npathru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.48 | Public IP: 106.193.108.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:32:23 IST Fri Jun 19 2020 | Duration: 10h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5440370403 | Bytes Rx: 579522802 | IP Addr: 10.149.235.48 | Public IP: 106.193.108.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:32:23 IST Fri Jun 19 2020 | Duration: 10h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5440370403 | Bytes Rx: 579522802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181129 | Audit Session ID: 0a95072b2c3890005eecd37f | Security Group Tag: none | EasyVPN: 0 |Session ID: 181129 | Audit Session ID: 0a95072b2c3890005eecd37f | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.95 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:21:03 IST Fri Jun 19 2020 | Duration: 9h:39m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1892091057 | Bytes Rx: 452451117 | IP Addr: 10.149.235.95 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:21:03 IST Fri Jun 19 2020 | Duration: 9h:39m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1892091057 | Bytes Rx: 452451117 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181184 | Audit Session ID: 0a95072b2c3c00005eecdee7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181184 | Audit Session ID: 0a95072b2c3c00005eecdee7 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.73 | Public IP: 59.96.223.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:24:12 IST Fri Jun 19 2020 | Duration: 9h:36m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 579126179 | Bytes Rx: 258120205 | IP Addr: 10.149.235.73 | Public IP: 59.96.223.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:24:12 IST Fri Jun 19 2020 | Duration: 9h:36m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 579126179 | Bytes Rx: 258120205 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181187 | Audit Session ID: 0a95072b2c3c30005eecdfa4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181187 | Audit Session ID: 0a95072b2c3c30005eecdfa4 | Security Group Tag: none | EasyVPN: 0 ||
Username: aksharum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.231 | Public IP: 171.78.163.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:28:16 IST Fri Jun 19 2020 | Duration: 9h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3896509541 | Bytes Rx: 607827408 | IP Addr: 10.149.235.231 | Public IP: 171.78.163.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:28:16 IST Fri Jun 19 2020 | Duration: 9h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3896509541 | Bytes Rx: 607827408 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181195 | Audit Session ID: 0a95072b2c3cb0005eece098 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181195 | Audit Session ID: 0a95072b2c3cb0005eece098 | Security Group Tag: none | EasyVPN: 0 ||
