sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 20h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 264839286 | Bytes Rx: 88804100 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 20h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 264839286 | Bytes Rx: 88804100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 23h:39m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 743577704 | Bytes Rx: 253717924 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 23h:39m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 743577704 | Bytes Rx: 253717924 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: dhykotha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.106 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:19 IST Tue Jun 16 2020 | Duration: 21h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 794067948 | Bytes Rx: 445168837 | IP Addr: 10.149.233.106 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:19 IST Tue Jun 16 2020 | Duration: 21h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 794067948 | Bytes Rx: 445168837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154194 | Audit Session ID: 0a95072a25a520005ee8462b | Security Group Tag: none | EasyVPN: 0 |Session ID: 154194 | Audit Session ID: 0a95072a25a520005ee8462b | Security Group Tag: none | EasyVPN: 0 ||
Username: VivekE | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.121 | Public IP: 60.243.14.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:48 IST Tue Jun 16 2020 | Duration: 21h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 486188497 | Bytes Rx: 284939428 | IP Addr: 10.149.233.121 | Public IP: 60.243.14.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:48 IST Tue Jun 16 2020 | Duration: 21h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 486188497 | Bytes Rx: 284939428 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154211 | Audit Session ID: 0a95072a25a630005ee846c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154211 | Audit Session ID: 0a95072a25a630005ee846c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunilkumar.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 21h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3119093203 | Bytes Rx: 444011596 | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 21h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3119093203 | Bytes Rx: 444011596 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 21h:25m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1912934272 | Bytes Rx: 495288307 | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 21h:25m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1912934272 | Bytes Rx: 495288307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 ||
Username: praveensharma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.74 | Public IP: 106.215.16.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:29 IST Tue Jun 16 2020 | Duration: 21h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 7622113008 | Bytes Rx: 690973990 | IP Addr: 10.149.233.74 | Public IP: 106.215.16.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:29 IST Tue Jun 16 2020 | Duration: 21h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 7622113008 | Bytes Rx: 690973990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154452 | Audit Session ID: 0a95072a25b540005ee851ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 154452 | Audit Session ID: 0a95072a25b540005ee851ed | Security Group Tag: none | EasyVPN: 0 ||
Username: selvasun | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.121 | Public IP: 49.207.137.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:06:55 IST Tue Jun 16 2020 | Duration: 15h:28m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 347261023 | Bytes Rx: 155925052 | IP Addr: 10.149.240.121 | Public IP: 49.207.137.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:06:55 IST Tue Jun 16 2020 | Duration: 15h:28m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 347261023 | Bytes Rx: 155925052 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155576 | Audit Session ID: 0a95072a25fb80005ee8a0c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155576 | Audit Session ID: 0a95072a25fb80005ee8a0c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vgovinda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.5 | Public IP: 27.62.17.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:49:48 IST Tue Jun 16 2020 | Duration: 14h:45m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1787918929 | Bytes Rx: 321029248 | IP Addr: 10.149.232.5 | Public IP: 27.62.17.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:49:48 IST Tue Jun 16 2020 | Duration: 14h:45m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1787918929 | Bytes Rx: 321029248 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155658 | Audit Session ID: 0a95072a2600a0005ee8aad4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155658 | Audit Session ID: 0a95072a2600a0005ee8aad4 | Security Group Tag: none | EasyVPN: 0 ||
Username: PPaulbud | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.31 | Public IP: 49.35.199.67 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:18:00 IST Tue Jun 16 2020 | Duration: 11h:17m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2229508179 | Bytes Rx: 217257566 | IP Addr: 10.149.233.31 | Public IP: 49.35.199.67 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:18:00 IST Tue Jun 16 2020 | Duration: 11h:17m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2229508179 | Bytes Rx: 217257566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156013 | Audit Session ID: 0a95072a2616d0005ee8dba0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156013 | Audit Session ID: 0a95072a2616d0005ee8dba0 | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.39 | Public IP: 49.35.75.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:59:56 IST Tue Jun 16 2020 | Duration: 10h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 407009308 | Bytes Rx: 120735406 | IP Addr: 10.149.233.39 | Public IP: 49.35.75.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:59:56 IST Tue Jun 16 2020 | Duration: 10h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 407009308 | Bytes Rx: 120735406 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156050 | Audit Session ID: 0a95072a261920005ee8e574 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156050 | Audit Session ID: 0a95072a261920005ee8e574 | Security Group Tag: none | EasyVPN: 0 ||
