sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 3h:18m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1648103500 | Bytes Rx: 371886555 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 3h:18m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1648103500 | Bytes Rx: 371886555 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: mgarade1 | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 49.35.202.111 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:30:55 IST Wed Jun 24 2020 | Duration: 9h:37m:55s | Inactivity:  0h:05m:56s | Bytes Tx: 613549606 | Bytes Rx: 181998819 | IP Addr: 10.149.232.158 | Public IP: 49.35.202.111 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:30:55 IST Wed Jun 24 2020 | Duration: 9h:37m:55s | Inactivity:  0h:05m:56s | Bytes Tx: 613549606 | Bytes Rx: 181998819 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169853 | Audit Session ID: 0a95072a2977d0005ef2a5c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169853 | Audit Session ID: 0a95072a2977d0005ef2a5c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: damodSR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 122.171.170.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:54 IST Wed Jun 24 2020 | Duration: 9h:33m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 202710308 | Bytes Rx: 231143238 | IP Addr: 10.149.232.162 | Public IP: 122.171.170.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:54 IST Wed Jun 24 2020 | Duration: 9h:33m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 202710308 | Bytes Rx: 231143238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169857 | Audit Session ID: 0a95072a297810005ef2a6b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169857 | Audit Session ID: 0a95072a297810005ef2a6b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: akskadak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 106.51.108.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:08 IST Wed Jun 24 2020 | Duration: 9h:30m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1562793758 | Bytes Rx: 1238346053 | IP Addr: 10.149.232.165 | Public IP: 106.51.108.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:08 IST Wed Jun 24 2020 | Duration: 9h:30m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1562793758 | Bytes Rx: 1238346053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169860 | Audit Session ID: 0a95072a297840005ef2a778 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169860 | Audit Session ID: 0a95072a297840005ef2a778 | Security Group Tag: none | EasyVPN: 0 ||
Username: Spuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 9h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 4055756159 | Bytes Rx: 491095558 | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 9h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 4055756159 | Bytes Rx: 491095558 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.21 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 9h:19m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 12097377772 | Bytes Rx: 654070576 | IP Addr: 10.149.233.21 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 9h:19m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 12097377772 | Bytes Rx: 654070576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 ||
Username: JulieT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 9h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 183667147 | Bytes Rx: 62477199 | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 9h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 183667147 | Bytes Rx: 62477199 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 |Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 ||
Username: sives | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 8h:57m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 902080459 | Bytes Rx: 274480691 | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 8h:57m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 902080459 | Bytes Rx: 274480691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 ||
Username: akashjh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 8h:21m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 356381630 | Bytes Rx: 72230912 | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 8h:21m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 356381630 | Bytes Rx: 72230912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 8h:21m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 448400843 | Bytes Rx: 581217343 | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 8h:21m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 448400843 | Bytes Rx: 581217343 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 8h:18m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1311537136 | Bytes Rx: 101238877 | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 8h:18m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1311537136 | Bytes Rx: 101238877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 ||
