sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 1d 7h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 5080867257 | Bytes Rx: 466683316 | IP Addr: 10.149.235.2 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:15 IST Mon Jun 8 2020 | Duration: 1d 7h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 5080867257 | Bytes Rx: 466683316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154966 | Audit Session ID: 0a95072b25d560005edd92c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 1d 2h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 11977528781 | Bytes Rx: 768562681 | IP Addr: 10.149.234.246 | Public IP: 103.240.207.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:17 IST Mon Jun 8 2020 | Duration: 1d 2h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 11977528781 | Bytes Rx: 768562681 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155797 | Audit Session ID: 0a95072b260950005eddd685 | Security Group Tag: none | EasyVPN: 0 ||
Username: sendhil.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.140 | Public IP: 115.99.13.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:12:56 IST Mon Jun 8 2020 | Duration: 19h:17m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 847371093 | Bytes Rx: 183549686 | IP Addr: 10.149.235.140 | Public IP: 115.99.13.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:12:56 IST Mon Jun 8 2020 | Duration: 19h:17m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 847371093 | Bytes Rx: 183549686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157299 | Audit Session ID: 0a95072b266730005ede4060 | Security Group Tag: none | EasyVPN: 0 |Session ID: 157299 | Audit Session ID: 0a95072b266730005ede4060 | Security Group Tag: none | EasyVPN: 0 ||
Username: SUddansi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.183 | Public IP: 106.193.154.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:01 IST Tue Jun 9 2020 | Duration: 7h:58m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 407074892 | Bytes Rx: 165299342 | IP Addr: 10.149.234.183 | Public IP: 106.193.154.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:01 IST Tue Jun 9 2020 | Duration: 7h:58m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 407074892 | Bytes Rx: 165299342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157643 | Audit Session ID: 0a95072b267cb0005ededf89 | Security Group Tag: none | EasyVPN: 0 |Session ID: 157643 | Audit Session ID: 0a95072b267cb0005ededf89 | Security Group Tag: none | EasyVPN: 0 ||
Username: somukher | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.186 | Public IP: 103.42.163.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:34 IST Tue Jun 9 2020 | Duration: 7h:53m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1288435588 | Bytes Rx: 182728630 | IP Addr: 10.149.234.186 | Public IP: 103.42.163.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:34 IST Tue Jun 9 2020 | Duration: 7h:53m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1288435588 | Bytes Rx: 182728630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157648 | Audit Session ID: 0a95072b267d00005edee09a | Security Group Tag: none | EasyVPN: 0 |Session ID: 157648 | Audit Session ID: 0a95072b267d00005edee09a | Security Group Tag: none | EasyVPN: 0 ||
Username: arunt | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.188 | Public IP: 106.222.127.82 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:22 IST Tue Jun 9 2020 | Duration: 7h:52m:02s | Inactivity:  0h:20m:19s | Bytes Tx: 110906502 | Bytes Rx: 69948108 | IP Addr: 10.149.234.188 | Public IP: 106.222.127.82 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:22 IST Tue Jun 9 2020 | Duration: 7h:52m:02s | Inactivity:  0h:20m:19s | Bytes Tx: 110906502 | Bytes Rx: 69948108 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157650 | Audit Session ID: 0a95072b267d20005edee106 | Security Group Tag: none | EasyVPN: 0 |Session ID: 157650 | Audit Session ID: 0a95072b267d20005edee106 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.190 | Public IP: 106.210.179.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:16 IST Tue Jun 9 2020 | Duration: 7h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 505946318 | Bytes Rx: 230096342 | IP Addr: 10.149.234.190 | Public IP: 106.210.179.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:16 IST Tue Jun 9 2020 | Duration: 7h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 505946318 | Bytes Rx: 230096342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157656 | Audit Session ID: 0a95072b267d80005edee40c | Security Group Tag: none | EasyVPN: 0 |Session ID: 157656 | Audit Session ID: 0a95072b267d80005edee40c | Security Group Tag: none | EasyVPN: 0 ||
Username: pritjosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.241 | Public IP: 103.226.146.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:24 IST Tue Jun 9 2020 | Duration: 7h:27m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 994551058 | Bytes Rx: 186613951 | IP Addr: 10.149.235.241 | Public IP: 103.226.146.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:24 IST Tue Jun 9 2020 | Duration: 7h:27m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 994551058 | Bytes Rx: 186613951 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157660 | Audit Session ID: 0a95072b267dc0005edee6e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 157660 | Audit Session ID: 0a95072b267dc0005edee6e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ksubrama | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.245 | Public IP: 157.50.58.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:19 IST Tue Jun 9 2020 | Duration: 7h:24m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 542765023 | Bytes Rx: 740404015 | IP Addr: 10.149.235.245 | Public IP: 157.50.58.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:19 IST Tue Jun 9 2020 | Duration: 7h:24m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 542765023 | Bytes Rx: 740404015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157664 | Audit Session ID: 0a95072b267e00005edee793 | Security Group Tag: none | EasyVPN: 0 |Session ID: 157664 | Audit Session ID: 0a95072b267e00005edee793 | Security Group Tag: none | EasyVPN: 0 ||
Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.236 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:06 IST Tue Jun 9 2020 | Duration: 7h:18m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 14797105 | Bytes Rx: 28792658 | IP Addr: 10.149.235.236 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:06 IST Tue Jun 9 2020 | Duration: 7h:18m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 14797105 | Bytes Rx: 28792658 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157670 | Audit Session ID: 0a95072b267e60005edee8ee | Security Group Tag: none | EasyVPN: 0 |Session ID: 157670 | Audit Session ID: 0a95072b267e60005edee8ee | Security Group Tag: none | EasyVPN: 0 ||
Username: asmuruga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.145 | Public IP: 157.51.194.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:42 IST Tue Jun 9 2020 | Duration: 7h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 793640097 | Bytes Rx: 142381238 | IP Addr: 10.149.235.145 | Public IP: 157.51.194.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:42 IST Tue Jun 9 2020 | Duration: 7h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 793640097 | Bytes Rx: 142381238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157673 | Audit Session ID: 0a95072b267e90005edee98a | Security Group Tag: none | EasyVPN: 0 |Session ID: 157673 | Audit Session ID: 0a95072b267e90005edee98a | Security Group Tag: none | EasyVPN: 0 ||
