sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 6h:35m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 198101450 | Bytes Rx: 65975255 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 6h:35m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 198101450 | Bytes Rx: 65975255 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: dharmaur | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 20h:44m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1568585776 | Bytes Rx: 377195235 | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 20h:44m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1568585776 | Bytes Rx: 377195235 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.252 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:40 IST Tue Jun 16 2020 | Duration: 10h:26m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 924048108 | Bytes Rx: 181567007 | IP Addr: 10.149.232.252 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:40 IST Tue Jun 16 2020 | Duration: 10h:26m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 924048108 | Bytes Rx: 181567007 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153982 | Audit Session ID: 0a95072a2597e0005ee8287c | Security Group Tag: none | EasyVPN: 0 |Session ID: 153982 | Audit Session ID: 0a95072a2597e0005ee8287c | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 10h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 528321443 | Bytes Rx: 164125493 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 10h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 528321443 | Bytes Rx: 164125493 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: kirgiri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.10 | Public IP: 182.65.62.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:28 IST Tue Jun 16 2020 | Duration: 10h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 538412061 | Bytes Rx: 259371353 | IP Addr: 10.149.233.10 | Public IP: 182.65.62.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:28 IST Tue Jun 16 2020 | Duration: 10h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 538412061 | Bytes Rx: 259371353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154002 | Audit Session ID: 0a95072a259920005ee82ec4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154002 | Audit Session ID: 0a95072a259920005ee82ec4 | Security Group Tag: none | EasyVPN: 0 ||
Username: absamuel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.13 | Public IP: 122.164.139.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:30 IST Tue Jun 16 2020 | Duration: 9h:57m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1553537199 | Bytes Rx: 468754660 | IP Addr: 10.149.233.13 | Public IP: 122.164.139.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:30 IST Tue Jun 16 2020 | Duration: 9h:57m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1553537199 | Bytes Rx: 468754660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154005 | Audit Session ID: 0a95072a259950005ee82f3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 154005 | Audit Session ID: 0a95072a259950005ee82f3e | Security Group Tag: none | EasyVPN: 0 ||
Username: Rvinoth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 157.50.149.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:59 IST Tue Jun 16 2020 | Duration: 9h:56m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 535464274 | Bytes Rx: 100882234 | IP Addr: 10.149.233.14 | Public IP: 157.50.149.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:59 IST Tue Jun 16 2020 | Duration: 9h:56m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 535464274 | Bytes Rx: 100882234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154008 | Audit Session ID: 0a95072a259980005ee82f97 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154008 | Audit Session ID: 0a95072a259980005ee82f97 | Security Group Tag: none | EasyVPN: 0 ||
Username: slourdhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.21 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:22 IST Tue Jun 16 2020 | Duration: 9h:55m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 531423267 | Bytes Rx: 190711725 | IP Addr: 10.149.233.21 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:22 IST Tue Jun 16 2020 | Duration: 9h:55m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 531423267 | Bytes Rx: 190711725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154016 | Audit Session ID: 0a95072a259a00005ee82fea | Security Group Tag: none | EasyVPN: 0 |Session ID: 154016 | Audit Session ID: 0a95072a259a00005ee82fea | Security Group Tag: none | EasyVPN: 0 ||
Username: arjun.jinachandran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.37 | Public IP: 103.147.209.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:39 IST Tue Jun 16 2020 | Duration: 9h:47m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 362529865 | Bytes Rx: 391990495 | IP Addr: 10.149.233.37 | Public IP: 103.147.209.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:39 IST Tue Jun 16 2020 | Duration: 9h:47m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 362529865 | Bytes Rx: 391990495 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154020 | Audit Session ID: 0a95072a259a40005ee8319f | Security Group Tag: none | EasyVPN: 0 |Session ID: 154020 | Audit Session ID: 0a95072a259a40005ee8319f | Security Group Tag: none | EasyVPN: 0 ||
Username: shivaji.m | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.203 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:53 IST Tue Jun 16 2020 | Duration: 9h:35m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 637553597 | Bytes Rx: 290513508 | IP Addr: 10.149.232.203 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:53 IST Tue Jun 16 2020 | Duration: 9h:35m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 637553597 | Bytes Rx: 290513508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154031 | Audit Session ID: 0a95072a259af0005ee8347d | Security Group Tag: none | EasyVPN: 0 |Session ID: 154031 | Audit Session ID: 0a95072a259af0005ee8347d | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.41 | Public IP: 27.57.53.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:51 IST Tue Jun 16 2020 | Duration: 9h:23m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1514606591 | Bytes Rx: 1162183466 | IP Addr: 10.149.233.41 | Public IP: 27.57.53.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:51 IST Tue Jun 16 2020 | Duration: 9h:23m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1514606591 | Bytes Rx: 1162183466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154039 | Audit Session ID: 0a95072a259b70005ee8374b | Security Group Tag: none | EasyVPN: 0 |Session ID: 154039 | Audit Session ID: 0a95072a259b70005ee8374b | Security Group Tag: none | EasyVPN: 0 ||
