sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 14d 8h:07m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 3616068634 | Bytes Rx: 1380284801 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 14d 8h:07m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 3616068634 | Bytes Rx: 1380284801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.8 | Public IP: 103.100.37.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:42 IST Mon Jun 22 2020 | Duration: 3d 2h:03m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 3014292851 | Bytes Rx: 1565365990 | IP Addr: 10.150.239.8 | Public IP: 103.100.37.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:42 IST Mon Jun 22 2020 | Duration: 3d 2h:03m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 3014292851 | Bytes Rx: 1565365990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45498 | Audit Session ID: 0a96cf6a0b1ba0005ef06b42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45498 | Audit Session ID: 0a96cf6a0b1ba0005ef06b42 | Security Group Tag: none | EasyVPN: 0 ||
Username: sduvva | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.161 | Public IP: 103.20.125.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 16:33:41 IST Mon Jun 22 2020 | Duration: 2d 23h:26m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 68195480 | Bytes Rx: 9248427 | IP Addr: 10.150.239.161 | Public IP: 103.20.125.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 16:33:41 IST Mon Jun 22 2020 | Duration: 2d 23h:26m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 68195480 | Bytes Rx: 9248427 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 46221 | Audit Session ID: 0a96cf6a0b48d0005ef0900d | Security Group Tag: none | EasyVPN: 0 |Session ID: 46221 | Audit Session ID: 0a96cf6a0b48d0005ef0900d | Security Group Tag: none | EasyVPN: 0 ||
Username: AArulsel | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.168 | Public IP: 49.37.203.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:11:11 IST Tue Jun 23 2020 | Duration: 1d 21h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2584278938 | Bytes Rx: 538332902 | IP Addr: 10.150.239.168 | Public IP: 49.37.203.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:11:11 IST Tue Jun 23 2020 | Duration: 1d 21h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2584278938 | Bytes Rx: 538332902 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 50325 | Audit Session ID: 0a96cf6a0c4950005ef1f867 | Security Group Tag: none | EasyVPN: 0 |Session ID: 50325 | Audit Session ID: 0a96cf6a0c4950005ef1f867 | Security Group Tag: none | EasyVPN: 0 ||
Username: SandeepP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC55 | IP Addr: 10.150.247.33 | Public IP: 103.105.109.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:12 IST Wed Jun 24 2020 | Duration: 1d 4h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1867808567 | Bytes Rx: 437462812 | IP Addr: 10.150.247.33 | Public IP: 103.105.109.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:12 IST Wed Jun 24 2020 | Duration: 1d 4h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1867808567 | Bytes Rx: 437462812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52401 | Audit Session ID: 0a96cf6a0ccb10005ef2f024 | Security Group Tag: none | EasyVPN: 0 |Session ID: 52401 | Audit Session ID: 0a96cf6a0ccb10005ef2f024 | Security Group Tag: none | EasyVPN: 0 ||
Username: PBommina | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.174 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:49:32 IST Wed Jun 24 2020 | Duration: 1d 2h:10m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 167746501 | Bytes Rx: 72086195 | IP Addr: 10.150.238.174 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:49:32 IST Wed Jun 24 2020 | Duration: 1d 2h:10m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 167746501 | Bytes Rx: 72086195 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52896 | Audit Session ID: 0a96cf6a0cea00005ef30c94 | Security Group Tag: none | EasyVPN: 0 |Session ID: 52896 | Audit Session ID: 0a96cf6a0cea00005ef30c94 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.177 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:40:08 IST Wed Jun 24 2020 | Duration: 19h:20m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 311031365 | Bytes Rx: 170072264 | IP Addr: 10.150.239.177 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:40:08 IST Wed Jun 24 2020 | Duration: 19h:20m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 311031365 | Bytes Rx: 170072264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54218 | Audit Session ID: 0a96cf6a0d3ca0005ef36cd0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 54218 | Audit Session ID: 0a96cf6a0d3ca0005ef36cd0 | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.133 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:36:25 IST Wed Jun 24 2020 | Duration: 17h:23m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3059135241 | Bytes Rx: 558751218 | IP Addr: 10.150.239.133 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:36:25 IST Wed Jun 24 2020 | Duration: 17h:23m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3059135241 | Bytes Rx: 558751218 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54474 | Audit Session ID: 0a96cf6a0d4ca0005ef38811 | Security Group Tag: none | EasyVPN: 0 |Session ID: 54474 | Audit Session ID: 0a96cf6a0d4ca0005ef38811 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkoul | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.31 | Public IP: 103.110.255.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:50 IST Thu Jun 25 2020 | Duration: 14h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 748325321 | Bytes Rx: 291465223 | IP Addr: 10.150.238.31 | Public IP: 103.110.255.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:50 IST Thu Jun 25 2020 | Duration: 14h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 748325321 | Bytes Rx: 291465223 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54604 | Audit Session ID: 0a96cf6a0d54c0005ef3b5de | Security Group Tag: none | EasyVPN: 0 |Session ID: 54604 | Audit Session ID: 0a96cf6a0d54c0005ef3b5de | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.64 | Public IP: 106.201.161.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:02 IST Thu Jun 25 2020 | Duration: 10h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 463765641 | Bytes Rx: 181571227 | IP Addr: 10.150.238.64 | Public IP: 106.201.161.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:02 IST Thu Jun 25 2020 | Duration: 10h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 463765641 | Bytes Rx: 181571227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54660 | Audit Session ID: 0a96cf6a0d5840005ef3ef92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 54660 | Audit Session ID: 0a96cf6a0d5840005ef3ef92 | Security Group Tag: none | EasyVPN: 0 ||
Username: prafulla.shitole | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.67 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:04:06 IST Thu Jun 25 2020 | Duration: 9h:56m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 363570502 | Bytes Rx: 310147765 | IP Addr: 10.150.238.67 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:04:06 IST Thu Jun 25 2020 | Duration: 9h:56m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 363570502 | Bytes Rx: 310147765 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54665 | Audit Session ID: 0a96cf6a0d5890005ef3f0fe | Security Group Tag: none | EasyVPN: 0 |Session ID: 54665 | Audit Session ID: 0a96cf6a0d5890005ef3f0fe | Security Group Tag: none | EasyVPN: 0 ||
