sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 19h:48m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1292073166 | Bytes Rx: 654672241 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 19h:48m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1292073166 | Bytes Rx: 654672241 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 8h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 8157059970 | Bytes Rx: 1174664353 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 8h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 8157059970 | Bytes Rx: 1174664353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 16h:21m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 454804549 | Bytes Rx: 285687936 | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 16h:21m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 454804549 | Bytes Rx: 285687936 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: sp.ghosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 15h:26m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1787472336 | Bytes Rx: 119309968 | IP Addr: 10.149.235.221 | Public IP: 103.114.227.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:33:58 IST Fri Jun 19 2020 | Duration: 15h:26m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1787472336 | Bytes Rx: 119309968 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 180665 | Audit Session ID: 0a95072b2c1b90005eec9b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 13h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 26392889 | Bytes Rx: 28584346 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 13h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 26392889 | Bytes Rx: 28584346 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: ChetanP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.137 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:40 IST Fri Jun 19 2020 | Duration: 12h:11m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 21573463518 | Bytes Rx: 938615947 | IP Addr: 10.149.235.137 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:48:40 IST Fri Jun 19 2020 | Duration: 12h:11m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 21573463518 | Bytes Rx: 938615947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181071 | Audit Session ID: 0a95072b2c34f0005eecc940 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181071 | Audit Session ID: 0a95072b2c34f0005eecc940 | Security Group Tag: none | EasyVPN: 0 ||
Username: vyuvanes | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.186 | Public IP: 183.83.154.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:58 IST Fri Jun 19 2020 | Duration: 11h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 108262228 | Bytes Rx: 63109178 | IP Addr: 10.149.234.186 | Public IP: 183.83.154.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:58 IST Fri Jun 19 2020 | Duration: 11h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 108262228 | Bytes Rx: 63109178 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181121 | Audit Session ID: 0a95072b2c3810005eecd1c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181121 | Audit Session ID: 0a95072b2c3810005eecd1c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.73 | Public IP: 59.96.223.28 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 21:24:12 IST Fri Jun 19 2020 | Duration: 10h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 649960953 | Bytes Rx: 295795635 | IP Addr: 10.149.235.73 | Public IP: 59.96.223.28 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 21:24:12 IST Fri Jun 19 2020 | Duration: 10h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 649960953 | Bytes Rx: 295795635 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181187 | Audit Session ID: 0a95072b2c3c30005eecdfa4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181187 | Audit Session ID: 0a95072b2c3c30005eecdfa4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Devsivan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 10h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 163434980 | Bytes Rx: 357597549 | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 10h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 163434980 | Bytes Rx: 357597549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vishvard | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.194 | Public IP: 223.227.109.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:56:08 IST Fri Jun 19 2020 | Duration: 10h:04m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1869668527 | Bytes Rx: 202612571 | IP Addr: 10.149.234.194 | Public IP: 223.227.109.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:56:08 IST Fri Jun 19 2020 | Duration: 10h:04m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1869668527 | Bytes Rx: 202612571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181238 | Audit Session ID: 0a95072b2c3f60005eece720 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181238 | Audit Session ID: 0a95072b2c3f60005eece720 | Security Group Tag: none | EasyVPN: 0 ||
Username: fazulurr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.114 | Public IP: 117.243.18.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:01:52 IST Fri Jun 19 2020 | Duration: 9h:58m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 701078958 | Bytes Rx: 374992165 | IP Addr: 10.149.235.114 | Public IP: 117.243.18.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:01:52 IST Fri Jun 19 2020 | Duration: 9h:58m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 701078958 | Bytes Rx: 374992165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181252 | Audit Session ID: 0a95072b2c4040005eece878 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181252 | Audit Session ID: 0a95072b2c4040005eece878 | Security Group Tag: none | EasyVPN: 0 ||
