sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 22h:11m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 268085435 | Bytes Rx: 91202890 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 22h:11m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 268085435 | Bytes Rx: 91202890 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 1h:40m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 809242251 | Bytes Rx: 276745040 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 1h:40m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 809242251 | Bytes Rx: 276745040 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: dhykotha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.106 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:19 IST Tue Jun 16 2020 | Duration: 23h:55m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 935156834 | Bytes Rx: 521441943 | IP Addr: 10.149.233.106 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:19 IST Tue Jun 16 2020 | Duration: 23h:55m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 935156834 | Bytes Rx: 521441943 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154194 | Audit Session ID: 0a95072a25a520005ee8462b | Security Group Tag: none | EasyVPN: 0 |Session ID: 154194 | Audit Session ID: 0a95072a25a520005ee8462b | Security Group Tag: none | EasyVPN: 0 ||
Username: sunilkumar.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 23h:36m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3205967551 | Bytes Rx: 454617553 | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 23h:36m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3205967551 | Bytes Rx: 454617553 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 23h:25m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1945667983 | Bytes Rx: 505126182 | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 23h:25m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1945667983 | Bytes Rx: 505126182 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 ||
Username: praveensharma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.74 | Public IP: 106.215.16.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:29 IST Tue Jun 16 2020 | Duration: 23h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 7627843197 | Bytes Rx: 696627370 | IP Addr: 10.149.233.74 | Public IP: 106.215.16.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:29 IST Tue Jun 16 2020 | Duration: 23h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 7627843197 | Bytes Rx: 696627370 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154452 | Audit Session ID: 0a95072a25b540005ee851ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 154452 | Audit Session ID: 0a95072a25b540005ee851ed | Security Group Tag: none | EasyVPN: 0 ||
Username: selvasun | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.121 | Public IP: 49.207.137.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:06:55 IST Tue Jun 16 2020 | Duration: 17h:29m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 367797728 | Bytes Rx: 171552309 | IP Addr: 10.149.240.121 | Public IP: 49.207.137.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:06:55 IST Tue Jun 16 2020 | Duration: 17h:29m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 367797728 | Bytes Rx: 171552309 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155576 | Audit Session ID: 0a95072a25fb80005ee8a0c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155576 | Audit Session ID: 0a95072a25fb80005ee8a0c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 12h:06m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 11628647804 | Bytes Rx: 587299704 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 12h:06m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 11628647804 | Bytes Rx: 587299704 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodera | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.149 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:51 IST Wed Jun 17 2020 | Duration: 3h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 232032863 | Bytes Rx: 166984952 | IP Addr: 10.149.232.149 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:51 IST Wed Jun 17 2020 | Duration: 3h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 232032863 | Bytes Rx: 166984952 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156193 | Audit Session ID: 0a95072a262210005ee9661b | Security Group Tag: none | EasyVPN: 0 |Session ID: 156193 | Audit Session ID: 0a95072a262210005ee9661b | Security Group Tag: none | EasyVPN: 0 ||
Username: srrnarra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.44.241.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:00 IST Wed Jun 17 2020 | Duration: 3h:22m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 27941091 | Bytes Rx: 10966489 | IP Addr: 10.149.232.156 | Public IP: 157.44.241.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:00 IST Wed Jun 17 2020 | Duration: 3h:22m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 27941091 | Bytes Rx: 10966489 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156199 | Audit Session ID: 0a95072a262270005ee96750 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156199 | Audit Session ID: 0a95072a262270005ee96750 | Security Group Tag: none | EasyVPN: 0 ||
Username: SJShinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.150 | Public IP: 103.139.242.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:39 IST Wed Jun 17 2020 | Duration: 3h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 651406177 | Bytes Rx: 84995619 | IP Addr: 10.149.232.150 | Public IP: 103.139.242.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:39 IST Wed Jun 17 2020 | Duration: 3h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 651406177 | Bytes Rx: 84995619 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156204 | Audit Session ID: 0a95072a2622c0005ee96993 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156204 | Audit Session ID: 0a95072a2622c0005ee96993 | Security Group Tag: none | EasyVPN: 0 ||
