sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 2d 21h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 214003442 | Bytes Rx: 237665332 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 2d 21h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 214003442 | Bytes Rx: 237665332 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramesh.b | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.168 | Public IP: 49.207.133.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:47 IST Sun Jun 21 2020 | Duration: 22h:15m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1198920219 | Bytes Rx: 223919537 | IP Addr: 10.149.235.168 | Public IP: 49.207.133.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:47 IST Sun Jun 21 2020 | Duration: 22h:15m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1198920219 | Bytes Rx: 223919537 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 182914 | Audit Session ID: 0a95072b2ca820005eef563f | Security Group Tag: none | EasyVPN: 0 |Session ID: 182914 | Audit Session ID: 0a95072b2ca820005eef563f | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 17h:41m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 598733869 | Bytes Rx: 192827132 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 17h:41m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 598733869 | Bytes Rx: 192827132 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.177 | Public IP: 157.50.155.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:25 IST Mon Jun 22 2020 | Duration: 10h:29m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 808604319 | Bytes Rx: 125503181 | IP Addr: 10.149.235.177 | Public IP: 157.50.155.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:25 IST Mon Jun 22 2020 | Duration: 10h:29m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 808604319 | Bytes Rx: 125503181 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183309 | Audit Session ID: 0a95072b2cc0d0005eeffba1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183309 | Audit Session ID: 0a95072b2cc0d0005eeffba1 | Security Group Tag: none | EasyVPN: 0 ||
Username: suselang | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.214 | Public IP: 157.50.204.4 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:27:02 IST Mon Jun 22 2020 | Duration: 10h:03m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 551164525 | Bytes Rx: 256574972 | IP Addr: 10.149.235.214 | Public IP: 157.50.204.4 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:27:02 IST Mon Jun 22 2020 | Duration: 10h:03m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 551164525 | Bytes Rx: 256574972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183319 | Audit Session ID: 0a95072b2cc170005ef001de | Security Group Tag: none | EasyVPN: 0 |Session ID: 183319 | Audit Session ID: 0a95072b2cc170005ef001de | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesRA | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.215 | Public IP: 157.46.9.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:36 IST Mon Jun 22 2020 | Duration: 10h:00m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 236643339 | Bytes Rx: 82312028 | IP Addr: 10.149.235.215 | Public IP: 157.46.9.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:36 IST Mon Jun 22 2020 | Duration: 10h:00m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 236643339 | Bytes Rx: 82312028 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183320 | Audit Session ID: 0a95072b2cc180005ef00278 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183320 | Audit Session ID: 0a95072b2cc180005ef00278 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.106 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:55 IST Mon Jun 22 2020 | Duration: 9h:50m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 912101261 | Bytes Rx: 231633599 | IP Addr: 10.149.235.106 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:55 IST Mon Jun 22 2020 | Duration: 9h:50m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 912101261 | Bytes Rx: 231633599 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183330 | Audit Session ID: 0a95072b2cc220005ef004e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183330 | Audit Session ID: 0a95072b2cc220005ef004e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: vsrikar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.164 | Public IP: 103.224.158.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:19 IST Mon Jun 22 2020 | Duration: 9h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 275594582 | Bytes Rx: 111332713 | IP Addr: 10.149.235.164 | Public IP: 103.224.158.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:19 IST Mon Jun 22 2020 | Duration: 9h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 275594582 | Bytes Rx: 111332713 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183341 | Audit Session ID: 0a95072b2cc2d0005ef00bc7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183341 | Audit Session ID: 0a95072b2cc2d0005ef00bc7 | Security Group Tag: none | EasyVPN: 0 ||
Username: saravana.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.222 | Public IP: 157.50.211.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:11 IST Mon Jun 22 2020 | Duration: 9h:14m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 205592484 | Bytes Rx: 116247013 | IP Addr: 10.149.235.222 | Public IP: 157.50.211.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:11 IST Mon Jun 22 2020 | Duration: 9h:14m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 205592484 | Bytes Rx: 116247013 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183354 | Audit Session ID: 0a95072b2cc3a0005ef00d63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183354 | Audit Session ID: 0a95072b2cc3a0005ef00d63 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.227 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:40 IST Mon Jun 22 2020 | Duration: 9h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 395353505 | Bytes Rx: 184083344 | IP Addr: 10.149.235.227 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:40 IST Mon Jun 22 2020 | Duration: 9h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 395353505 | Bytes Rx: 184083344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183364 | Audit Session ID: 0a95072b2cc440005ef00e34 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183364 | Audit Session ID: 0a95072b2cc440005ef00e34 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.212 | Public IP: 103.41.90.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:41 IST Mon Jun 22 2020 | Duration: 8h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 5059738214 | Bytes Rx: 340675936 | IP Addr: 10.149.235.212 | Public IP: 103.41.90.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:41 IST Mon Jun 22 2020 | Duration: 8h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 5059738214 | Bytes Rx: 340675936 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183383 | Audit Session ID: 0a95072b2cc570005ef0135d | Security Group Tag: none | EasyVPN: 0 |Session ID: 183383 | Audit Session ID: 0a95072b2cc570005ef0135d | Security Group Tag: none | EasyVPN: 0 ||
