sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 19h:09m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3362263283 | Bytes Rx: 686302181 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 19h:09m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3362263283 | Bytes Rx: 686302181 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.151 | Public IP: 49.207.131.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:39 IST Wed Jun 24 2020 | Duration: 20h:04m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 221129550 | Bytes Rx: 128777987 | IP Addr: 10.149.232.151 | Public IP: 49.207.131.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:39 IST Wed Jun 24 2020 | Duration: 20h:04m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 221129550 | Bytes Rx: 128777987 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170677 | Audit Session ID: 0a95072a29ab50005ef2f1e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170677 | Audit Session ID: 0a95072a29ab50005ef2f1e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: npasupul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.56 | Public IP: 27.6.100.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:29 IST Wed Jun 24 2020 | Duration: 17h:25m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 434750478 | Bytes Rx: 378522456 | IP Addr: 10.149.233.56 | Public IP: 27.6.100.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:29 IST Wed Jun 24 2020 | Duration: 17h:25m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 434750478 | Bytes Rx: 378522456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 171352 | Audit Session ID: 0a95072a29d580005ef3171d | Security Group Tag: none | EasyVPN: 0 |Session ID: 171352 | Audit Session ID: 0a95072a29d580005ef3171d | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.208 | Public IP: 122.177.207.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:10:13 IST Wed Jun 24 2020 | Duration: 13h:50m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 185764925 | Bytes Rx: 108633852 | IP Addr: 10.149.232.208 | Public IP: 122.177.207.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:10:13 IST Wed Jun 24 2020 | Duration: 13h:50m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 185764925 | Bytes Rx: 108633852 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 171768 | Audit Session ID: 0a95072a29ef80005ef349ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 171768 | Audit Session ID: 0a95072a29ef80005ef349ad | Security Group Tag: none | EasyVPN: 0 ||
Username: hemdutta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.236 | Public IP: 223.182.53.164 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 21:33:27 IST Wed Jun 24 2020 | Duration: 10h:26m:51s | Inactivity:  0h:03m:56s | Bytes Tx: 439162919 | Bytes Rx: 488241648 | IP Addr: 10.149.233.236 | Public IP: 223.182.53.164 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 21:33:27 IST Wed Jun 24 2020 | Duration: 10h:26m:51s | Inactivity:  0h:03m:56s | Bytes Tx: 439162919 | Bytes Rx: 488241648 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172043 | Audit Session ID: 0a95072a2a00b0005ef3794f | Security Group Tag: none | EasyVPN: 0 |Session ID: 172043 | Audit Session ID: 0a95072a2a00b0005ef3794f | Security Group Tag: none | EasyVPN: 0 ||
Username: ebinjohn | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.230 | Public IP: 106.208.81.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:49:59 IST Wed Jun 24 2020 | Duration: 10h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1003350190 | Bytes Rx: 295602355 | IP Addr: 10.149.232.230 | Public IP: 106.208.81.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:49:59 IST Wed Jun 24 2020 | Duration: 10h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1003350190 | Bytes Rx: 295602355 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172069 | Audit Session ID: 0a95072a2a0250005ef37d2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 172069 | Audit Session ID: 0a95072a2a0250005ef37d2f | Security Group Tag: none | EasyVPN: 0 ||
Username: anb.rao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.32 | Public IP: 183.83.225.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:55:21 IST Wed Jun 24 2020 | Duration: 10h:04m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 195532080 | Bytes Rx: 53218497 | IP Addr: 10.149.233.32 | Public IP: 183.83.225.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:55:21 IST Wed Jun 24 2020 | Duration: 10h:04m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 195532080 | Bytes Rx: 53218497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172081 | Audit Session ID: 0a95072a2a0310005ef37e71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172081 | Audit Session ID: 0a95072a2a0310005ef37e71 | Security Group Tag: none | EasyVPN: 0 ||
Username: SamruSal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.70 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:24 IST Wed Jun 24 2020 | Duration: 9h:54m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 282723126 | Bytes Rx: 220999696 | IP Addr: 10.149.233.70 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:24 IST Wed Jun 24 2020 | Duration: 9h:54m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 282723126 | Bytes Rx: 220999696 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172088 | Audit Session ID: 0a95072a2a0380005ef380cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 172088 | Audit Session ID: 0a95072a2a0380005ef380cc | Security Group Tag: none | EasyVPN: 0 ||
Username: mansoomo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.169 | Public IP: 27.5.171.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:06:41 IST Wed Jun 24 2020 | Duration: 9h:53m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 2061280319 | Bytes Rx: 399346371 | IP Addr: 10.149.233.169 | Public IP: 27.5.171.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:06:41 IST Wed Jun 24 2020 | Duration: 9h:53m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 2061280319 | Bytes Rx: 399346371 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172091 | Audit Session ID: 0a95072a2a03b0005ef38119 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172091 | Audit Session ID: 0a95072a2a03b0005ef38119 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.110 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:18:43 IST Wed Jun 24 2020 | Duration: 9h:41m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 802037055 | Bytes Rx: 141901707 | IP Addr: 10.149.232.110 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:18:43 IST Wed Jun 24 2020 | Duration: 9h:41m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 802037055 | Bytes Rx: 141901707 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172103 | Audit Session ID: 0a95072a2a0470005ef383eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 172103 | Audit Session ID: 0a95072a2a0470005ef383eb | Security Group Tag: none | EasyVPN: 0 ||
Username: girirame | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.76 | Public IP: 49.206.127.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:51 IST Wed Jun 24 2020 | Duration: 9h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5868874920 | Bytes Rx: 443397367 | IP Addr: 10.149.233.76 | Public IP: 49.206.127.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:51 IST Wed Jun 24 2020 | Duration: 9h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5868874920 | Bytes Rx: 443397367 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172112 | Audit Session ID: 0a95072a2a0500005ef38c9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 172112 | Audit Session ID: 0a95072a2a0500005ef38c9f | Security Group Tag: none | EasyVPN: 0 ||
