sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 4d 23h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2267042395 | Bytes Rx: 933711348 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 4d 23h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2267042395 | Bytes Rx: 933711348 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 11h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 132727208 | Bytes Rx: 78234889 | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 11h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 132727208 | Bytes Rx: 78234889 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 10h:09m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 500564089 | Bytes Rx: 286535966 | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 10h:09m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 500564089 | Bytes Rx: 286535966 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.245 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:57 IST Sun Jun 14 2020 | Duration: 4h:43m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 61968654 | Bytes Rx: 45907628 | IP Addr: 10.149.234.245 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:57 IST Sun Jun 14 2020 | Duration: 4h:43m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 61968654 | Bytes Rx: 45907628 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168235 | Audit Session ID: 0a95072b2912b0005ee56661 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168235 | Audit Session ID: 0a95072b2912b0005ee56661 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 4h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 92832411 | Bytes Rx: 54799421 | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 4h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 92832411 | Bytes Rx: 54799421 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohising | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.246 | Public IP: 103.25.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:54 IST Sun Jun 14 2020 | Duration: 4h:05m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 207338515 | Bytes Rx: 54818965 | IP Addr: 10.149.234.246 | Public IP: 103.25.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:54 IST Sun Jun 14 2020 | Duration: 4h:05m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 207338515 | Bytes Rx: 54818965 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168248 | Audit Session ID: 0a95072b291380005ee56f46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168248 | Audit Session ID: 0a95072b291380005ee56f46 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.224 | Public IP: 103.195.83.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:50 IST Sun Jun 14 2020 | Duration: 3h:29m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 383425696 | Bytes Rx: 87262278 | IP Addr: 10.149.234.224 | Public IP: 103.195.83.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:50 IST Sun Jun 14 2020 | Duration: 3h:29m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 383425696 | Bytes Rx: 87262278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168255 | Audit Session ID: 0a95072b2913f0005ee577b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168255 | Audit Session ID: 0a95072b2913f0005ee577b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.227 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sun Jun 14 2020 | Duration: 3h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2421889100 | Bytes Rx: 266942327 | IP Addr: 10.149.234.227 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sun Jun 14 2020 | Duration: 3h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2421889100 | Bytes Rx: 266942327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168257 | Audit Session ID: 0a95072b291410005ee578c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168257 | Audit Session ID: 0a95072b291410005ee578c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.228 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:18 IST Sun Jun 14 2020 | Duration: 3h:24m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 308715295 | Bytes Rx: 47895280 | IP Addr: 10.149.234.228 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:18 IST Sun Jun 14 2020 | Duration: 3h:24m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 308715295 | Bytes Rx: 47895280 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168258 | Audit Session ID: 0a95072b291420005ee578fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 168258 | Audit Session ID: 0a95072b291420005ee578fa | Security Group Tag: none | EasyVPN: 0 ||
Username: siabhish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.13 | Public IP: 1.187.38.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:59 IST Sun Jun 14 2020 | Duration: 3h:20m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 61926057 | Bytes Rx: 30471508 | IP Addr: 10.149.234.13 | Public IP: 1.187.38.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:59 IST Sun Jun 14 2020 | Duration: 3h:20m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 61926057 | Bytes Rx: 30471508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168260 | Audit Session ID: 0a95072b291440005ee579d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168260 | Audit Session ID: 0a95072b291440005ee579d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.15 | Public IP: 106.220.197.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:15 IST Sun Jun 14 2020 | Duration: 3h:19m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 158961566 | Bytes Rx: 70483232 | IP Addr: 10.149.234.15 | Public IP: 106.220.197.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:15 IST Sun Jun 14 2020 | Duration: 3h:19m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 158961566 | Bytes Rx: 70483232 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168261 | Audit Session ID: 0a95072b291450005ee57a23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168261 | Audit Session ID: 0a95072b291450005ee57a23 | Security Group Tag: none | EasyVPN: 0 ||
