sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.224.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 1d 17h:02m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1984103239 | Bytes Rx: 611642148 | IP Addr: 10.147.96.175 | Public IP: 182.57.224.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 1d 17h:02m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1984103239 | Bytes Rx: 611642148 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.49 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:38 IST Mon Jun 15 2020 | Duration: 1d 14h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2214043101 | Bytes Rx: 332660488 | IP Addr: 10.150.236.49 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:38 IST Mon Jun 15 2020 | Duration: 1d 14h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2214043101 | Bytes Rx: 332660488 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 25336 | Audit Session ID: 0a96cf69062f80005ee756f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 25336 | Audit Session ID: 0a96cf69062f80005ee756f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 21h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1407188315 | Bytes Rx: 104100376 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 21h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1407188315 | Bytes Rx: 104100376 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: RaviJais | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.211 | Public IP: 103.232.244.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:38 IST Tue Jun 16 2020 | Duration: 19h:49m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 444626750 | Bytes Rx: 824865420 | IP Addr: 10.150.244.211 | Public IP: 103.232.244.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:38 IST Tue Jun 16 2020 | Duration: 19h:49m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 444626750 | Bytes Rx: 824865420 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27877 | Audit Session ID: 0a96cf6906ce50005ee863c6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27877 | Audit Session ID: 0a96cf6906ce50005ee863c6 | Security Group Tag: none | EasyVPN: 0 ||
Username: manojjos | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 13h:35m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 10616814811 | Bytes Rx: 249562765 | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 13h:35m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 10616814811 | Bytes Rx: 249562765 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 |Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 ||
Username: maymhase | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.163 | Public IP: 106.77.3.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:15:54 IST Tue Jun 16 2020 | Duration: 11h:19m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 644835834 | Bytes Rx: 149454112 | IP Addr: 10.150.236.163 | Public IP: 106.77.3.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:15:54 IST Tue Jun 16 2020 | Duration: 11h:19m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 644835834 | Bytes Rx: 149454112 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29672 | Audit Session ID: 0a96cf69073e80005ee8db22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29672 | Audit Session ID: 0a96cf69073e80005ee8db22 | Security Group Tag: none | EasyVPN: 0 ||
Username: AksKale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.14 | Public IP: 157.47.20.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:33:31 IST Tue Jun 16 2020 | Duration: 11h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 608751626 | Bytes Rx: 274130660 | IP Addr: 10.150.236.14 | Public IP: 157.47.20.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:33:31 IST Tue Jun 16 2020 | Duration: 11h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 608751626 | Bytes Rx: 274130660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29704 | Audit Session ID: 0a96cf69074080005ee8df43 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29704 | Audit Session ID: 0a96cf69074080005ee8df43 | Security Group Tag: none | EasyVPN: 0 ||
Username: DGaikwad | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.52 | Public IP: 49.35.41.215 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:47:19 IST Tue Jun 16 2020 | Duration: 10h:48m:25s | Inactivity:  0h:01m:42s | Bytes Tx: 186052633 | Bytes Rx: 77868715 | IP Addr: 10.150.237.52 | Public IP: 49.35.41.215 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:47:19 IST Tue Jun 16 2020 | Duration: 10h:48m:25s | Inactivity:  0h:01m:42s | Bytes Tx: 186052633 | Bytes Rx: 77868715 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29748 | Audit Session ID: 0a96cf69074340005ee8e27f | Security Group Tag: none | EasyVPN: 0 |Session ID: 29748 | Audit Session ID: 0a96cf69074340005ee8e27f | Security Group Tag: none | EasyVPN: 0 ||
Username: KamlaPat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.203 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:50:34 IST Tue Jun 16 2020 | Duration: 10h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 11255586152 | Bytes Rx: 550225215 | IP Addr: 10.150.236.203 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:50:34 IST Tue Jun 16 2020 | Duration: 10h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 11255586152 | Bytes Rx: 550225215 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29758 | Audit Session ID: 0a96cf690743e0005ee8e342 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29758 | Audit Session ID: 0a96cf690743e0005ee8e342 | Security Group Tag: none | EasyVPN: 0 ||
Username: shatak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.87 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:04 IST Tue Jun 16 2020 | Duration: 10h:43m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2027348229 | Bytes Rx: 212747301 | IP Addr: 10.150.236.87 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:04 IST Tue Jun 16 2020 | Duration: 10h:43m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2027348229 | Bytes Rx: 212747301 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29761 | Audit Session ID: 0a96cf69074410005ee8e39c | Security Group Tag: none | EasyVPN: 0 |Session ID: 29761 | Audit Session ID: 0a96cf69074410005ee8e39c | Security Group Tag: none | EasyVPN: 0 ||
Username: samshelk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.196 | Public IP: 103.115.201.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:12 IST Tue Jun 16 2020 | Duration: 10h:41m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2095286185 | Bytes Rx: 201587940 | IP Addr: 10.150.237.196 | Public IP: 103.115.201.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:12 IST Tue Jun 16 2020 | Duration: 10h:41m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2095286185 | Bytes Rx: 201587940 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29765 | Audit Session ID: 0a96cf69074450005ee8e41c | Security Group Tag: none | EasyVPN: 0 |Session ID: 29765 | Audit Session ID: 0a96cf69074450005ee8e41c | Security Group Tag: none | EasyVPN: 0 ||
