sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 2d 14h:50m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 920232719 | Bytes Rx: 499316593 | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 2d 14h:50m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 920232719 | Bytes Rx: 499316593 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 |Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.71 | Public IP: 182.57.216.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:29 IST Fri Jun 5 2020 | Duration: 1d 20h:00m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1936007459 | Bytes Rx: 609751688 | IP Addr: 10.150.244.71 | Public IP: 182.57.216.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:29 IST Fri Jun 5 2020 | Duration: 1d 20h:00m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1936007459 | Bytes Rx: 609751688 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285520 | Audit Session ID: 0a96cf6945b500005ed9dc35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285520 | Audit Session ID: 0a96cf6945b500005ed9dc35 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.228 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:47 IST Fri Jun 5 2020 | Duration: 1d 18h:56m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 341515891 | Bytes Rx: 464077448 | IP Addr: 10.150.237.228 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:47 IST Fri Jun 5 2020 | Duration: 1d 18h:56m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 341515891 | Bytes Rx: 464077448 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285846 | Audit Session ID: 0a96cf6945c960005ed9eb47 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285846 | Audit Session ID: 0a96cf6945c960005ed9eb47 | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.17 | Public IP: 122.163.238.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:35 IST Sat Jun 6 2020 | Duration: 20h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 895580381 | Bytes Rx: 266329945 | IP Addr: 10.150.237.17 | Public IP: 122.163.238.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:35 IST Sat Jun 6 2020 | Duration: 20h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 895580381 | Bytes Rx: 266329945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 288773 | Audit Session ID: 0a96cf69468050005edb2113 | Security Group Tag: none | EasyVPN: 0 |Session ID: 288773 | Audit Session ID: 0a96cf69468050005edb2113 | Security Group Tag: none | EasyVPN: 0 ||
Username: rahulmar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.162 | Public IP: 103.48.100.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:03:04 IST Sat Jun 6 2020 | Duration: 17h:13m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 515459873 | Bytes Rx: 92823939 | IP Addr: 10.150.237.162 | Public IP: 103.48.100.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:03:04 IST Sat Jun 6 2020 | Duration: 17h:13m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 515459873 | Bytes Rx: 92823939 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 289432 | Audit Session ID: 0a96cf6946a980005edb54c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 289432 | Audit Session ID: 0a96cf6946a980005edb54c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: AksNapte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.49 | Public IP: 183.87.42.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:27:43 IST Sat Jun 6 2020 | Duration: 11h:49m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 851233175 | Bytes Rx: 89178443 | IP Addr: 10.150.237.49 | Public IP: 183.87.42.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:27:43 IST Sat Jun 6 2020 | Duration: 11h:49m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 851233175 | Bytes Rx: 89178443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290199 | Audit Session ID: 0a96cf6946d970005edba0d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290199 | Audit Session ID: 0a96cf6946d970005edba0d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: NShikhar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.54 | Public IP: 103.110.253.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:34:16 IST Sat Jun 6 2020 | Duration: 11h:42m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 298797574 | Bytes Rx: 108662909 | IP Addr: 10.150.237.54 | Public IP: 103.110.253.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:34:16 IST Sat Jun 6 2020 | Duration: 11h:42m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 298797574 | Bytes Rx: 108662909 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290220 | Audit Session ID: 0a96cf6946dac0005edba260 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290220 | Audit Session ID: 0a96cf6946dac0005edba260 | Security Group Tag: none | EasyVPN: 0 ||
Username: jezjesud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.231 | Public IP: 103.78.165.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:35:50 IST Sat Jun 6 2020 | Duration: 11h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 65437283 | Bytes Rx: 37589954 | IP Addr: 10.150.236.231 | Public IP: 103.78.165.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:35:50 IST Sat Jun 6 2020 | Duration: 11h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 65437283 | Bytes Rx: 37589954 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290225 | Audit Session ID: 0a96cf6946db10005edba2be | Security Group Tag: none | EasyVPN: 0 |Session ID: 290225 | Audit Session ID: 0a96cf6946db10005edba2be | Security Group Tag: none | EasyVPN: 0 ||
Username: sshelar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.70 | Public IP: 42.108.228.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:50 IST Sat Jun 6 2020 | Duration: 10h:52m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1438429809 | Bytes Rx: 259924351 | IP Addr: 10.150.237.70 | Public IP: 42.108.228.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:24:50 IST Sat Jun 6 2020 | Duration: 10h:52m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1438429809 | Bytes Rx: 259924351 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290313 | Audit Session ID: 0a96cf6946e090005edbae3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 290313 | Audit Session ID: 0a96cf6946e090005edbae3a | Security Group Tag: none | EasyVPN: 0 ||
Username: vramchan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.237 | Public IP: 106.193.209.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:50 IST Sat Jun 6 2020 | Duration: 10h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 394421920 | Bytes Rx: 150561996 | IP Addr: 10.150.237.237 | Public IP: 106.193.209.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:50 IST Sat Jun 6 2020 | Duration: 10h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 394421920 | Bytes Rx: 150561996 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290347 | Audit Session ID: 0a96cf6946e2b0005edbb236 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290347 | Audit Session ID: 0a96cf6946e2b0005edbb236 | Security Group Tag: none | EasyVPN: 0 ||
Username: rtheroka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.71 | Public IP: 49.35.209.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:45:13 IST Sat Jun 6 2020 | Duration: 10h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 331093811 | Bytes Rx: 132889105 | IP Addr: 10.150.237.71 | Public IP: 49.35.209.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:45:13 IST Sat Jun 6 2020 | Duration: 10h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 331093811 | Bytes Rx: 132889105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290352 | Audit Session ID: 0a96cf6946e300005edbb301 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290352 | Audit Session ID: 0a96cf6946e300005edbb301 | Security Group Tag: none | EasyVPN: 0 ||
