sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 11h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61898087280 | Bytes Rx: 3472881746 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 11h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61898087280 | Bytes Rx: 3472881746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 2d 22h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 475441812 | Bytes Rx: 695882266 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 2d 22h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 475441812 | Bytes Rx: 695882266 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.196 | Public IP: 182.65.23.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:32 IST Sat Jun 20 2020 | Duration: 11h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1909627981 | Bytes Rx: 371240781 | IP Addr: 10.149.232.196 | Public IP: 182.65.23.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:32 IST Sat Jun 20 2020 | Duration: 11h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1909627981 | Bytes Rx: 371240781 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164339 | Audit Session ID: 0a95072a281f30005eee2a30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164339 | Audit Session ID: 0a95072a281f30005eee2a30 | Security Group Tag: none | EasyVPN: 0 ||
Username: slourdhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.140 | Public IP: 112.133.236.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:59:20 IST Sat Jun 20 2020 | Duration: 10h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 2275912254 | Bytes Rx: 222966057 | IP Addr: 10.149.232.140 | Public IP: 112.133.236.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:59:20 IST Sat Jun 20 2020 | Duration: 10h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 2275912254 | Bytes Rx: 222966057 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164373 | Audit Session ID: 0a95072a282150005eee3960 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164373 | Audit Session ID: 0a95072a282150005eee3960 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.248 | Public IP: 59.96.218.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:08:31 IST Sun Jun 21 2020 | Duration: 6h:25m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 288069622 | Bytes Rx: 159586407 | IP Addr: 10.149.233.248 | Public IP: 59.96.218.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:08:31 IST Sun Jun 21 2020 | Duration: 6h:25m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 288069622 | Bytes Rx: 159586407 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164453 | Audit Session ID: 0a95072a282650005eee73c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164453 | Audit Session ID: 0a95072a282650005eee73c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: BhagGaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.63 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:15 IST Sun Jun 21 2020 | Duration: 1h:54m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 65179619 | Bytes Rx: 21674924 | IP Addr: 10.149.233.63 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:15 IST Sun Jun 21 2020 | Duration: 1h:54m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 65179619 | Bytes Rx: 21674924 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164464 | Audit Session ID: 0a95072a282700005eeeb377 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164464 | Audit Session ID: 0a95072a282700005eeeb377 | Security Group Tag: none | EasyVPN: 0 ||
Username: vbalaji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.64 | Public IP: 27.62.25.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:43 IST Sun Jun 21 2020 | Duration: 1h:53m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 347058608 | Bytes Rx: 24780049 | IP Addr: 10.149.233.64 | Public IP: 27.62.25.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:43 IST Sun Jun 21 2020 | Duration: 1h:53m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 347058608 | Bytes Rx: 24780049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164465 | Audit Session ID: 0a95072a282710005eeeb393 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164465 | Audit Session ID: 0a95072a282710005eeeb393 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.66 | Public IP: 157.33.132.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:05 IST Sun Jun 21 2020 | Duration: 1h:42m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 59418545 | Bytes Rx: 22753134 | IP Addr: 10.149.233.66 | Public IP: 157.33.132.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:05 IST Sun Jun 21 2020 | Duration: 1h:42m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 59418545 | Bytes Rx: 22753134 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164466 | Audit Session ID: 0a95072a282720005eeeb63d | Security Group Tag: none | EasyVPN: 0 |Session ID: 164466 | Audit Session ID: 0a95072a282720005eeeb63d | Security Group Tag: none | EasyVPN: 0 ||
Username: kdeevi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 157.48.146.29 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:52:43 IST Sun Jun 21 2020 | Duration: 1h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 88685479 | Bytes Rx: 26555286 | IP Addr: 10.149.233.67 | Public IP: 157.48.146.29 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:52:43 IST Sun Jun 21 2020 | Duration: 1h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 88685479 | Bytes Rx: 26555286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164467 | Audit Session ID: 0a95072a282730005eeeb663 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164467 | Audit Session ID: 0a95072a282730005eeeb663 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.venkatesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.68 | Public IP: 183.83.152.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:46 IST Sun Jun 21 2020 | Duration: 1h:41m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 30716514 | Bytes Rx: 13003037 | IP Addr: 10.149.233.68 | Public IP: 183.83.152.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:46 IST Sun Jun 21 2020 | Duration: 1h:41m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 30716514 | Bytes Rx: 13003037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164468 | Audit Session ID: 0a95072a282740005eeeb666 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164468 | Audit Session ID: 0a95072a282740005eeeb666 | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 223.238.73.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:31 IST Sun Jun 21 2020 | Duration: 1h:38m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 98143999 | Bytes Rx: 26851241 | IP Addr: 10.149.233.71 | Public IP: 223.238.73.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:31 IST Sun Jun 21 2020 | Duration: 1h:38m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 98143999 | Bytes Rx: 26851241 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164471 | Audit Session ID: 0a95072a282770005eeeb70b | Security Group Tag: none | EasyVPN: 0 |Session ID: 164471 | Audit Session ID: 0a95072a282770005eeeb70b | Security Group Tag: none | EasyVPN: 0 ||
