sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 15h:17m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5920160407 | Bytes Rx: 1231064524 | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 15h:17m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5920160407 | Bytes Rx: 1231064524 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 |Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 ||
Username: NShikhar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.46 | Public IP: 103.110.254.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:44 IST Thu Jun 25 2020 | Duration: 1d 6h:30m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2923475380 | Bytes Rx: 407799866 | IP Addr: 10.150.237.46 | Public IP: 103.110.254.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:44 IST Thu Jun 25 2020 | Duration: 1d 6h:30m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2923475380 | Bytes Rx: 407799866 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59072 | Audit Session ID: 0a96cf690e6c00005ef3fe80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59072 | Audit Session ID: 0a96cf690e6c00005ef3fe80 | Security Group Tag: none | EasyVPN: 0 ||
Username: AksNapte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.33 | Public IP: 103.127.164.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:12:46 IST Thu Jun 25 2020 | Duration: 1d 2h:19m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 266377190 | Bytes Rx: 96014549 | IP Addr: 10.150.237.33 | Public IP: 103.127.164.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:12:46 IST Thu Jun 25 2020 | Duration: 1d 2h:19m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 266377190 | Bytes Rx: 96014549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60197 | Audit Session ID: 0a96cf690eb250005ef43956 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60197 | Audit Session ID: 0a96cf690eb250005ef43956 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkaurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.251 | Public IP: 122.167.29.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:06:29 IST Thu Jun 25 2020 | Duration: 20h:25m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 501853473 | Bytes Rx: 330918162 | IP Addr: 10.150.244.251 | Public IP: 122.167.29.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:06:29 IST Thu Jun 25 2020 | Duration: 20h:25m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 501853473 | Bytes Rx: 330918162 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 61743 | Audit Session ID: 0a96cf690f12f0005ef48c3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 61743 | Audit Session ID: 0a96cf690f12f0005ef48c3d | Security Group Tag: none | EasyVPN: 0 ||
Username: danand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 18h:43m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 315394934 | Bytes Rx: 353067827 | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 18h:43m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 315394934 | Bytes Rx: 353067827 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.180 | Public IP: 106.193.100.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 8h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 349967557 | Bytes Rx: 556537145 | IP Addr: 10.150.237.180 | Public IP: 106.193.100.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 8h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 349967557 | Bytes Rx: 556537145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.53 | Public IP: 103.220.80.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 8h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 8543449408 | Bytes Rx: 996376452 | IP Addr: 10.150.237.53 | Public IP: 103.220.80.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 8h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 8543449408 | Bytes Rx: 996376452 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 ||
Username: kumsumit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.193 | Public IP: 47.8.18.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:40 IST Fri Jun 26 2020 | Duration: 7h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 154033820 | Bytes Rx: 48320752 | IP Addr: 10.150.237.193 | Public IP: 47.8.18.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:40 IST Fri Jun 26 2020 | Duration: 7h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 154033820 | Bytes Rx: 48320752 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62980 | Audit Session ID: 0a96cf690f6040005ef54534 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62980 | Audit Session ID: 0a96cf690f6040005ef54534 | Security Group Tag: none | EasyVPN: 0 ||
Username: karparde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.197 | Public IP: 106.193.227.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:19:17 IST Fri Jun 26 2020 | Duration: 7h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 477378324 | Bytes Rx: 118173316 | IP Addr: 10.150.237.197 | Public IP: 106.193.227.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:19:17 IST Fri Jun 26 2020 | Duration: 7h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 477378324 | Bytes Rx: 118173316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62985 | Audit Session ID: 0a96cf690f6090005ef5460d | Security Group Tag: none | EasyVPN: 0 |Session ID: 62985 | Audit Session ID: 0a96cf690f6090005ef5460d | Security Group Tag: none | EasyVPN: 0 ||
Username: prlandge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.42 | Public IP: 106.210.255.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:36 IST Fri Jun 26 2020 | Duration: 7h:07m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 275283455 | Bytes Rx: 67306116 | IP Addr: 10.150.237.42 | Public IP: 106.210.255.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:36 IST Fri Jun 26 2020 | Duration: 7h:07m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 275283455 | Bytes Rx: 67306116 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62990 | Audit Session ID: 0a96cf690f60e0005ef5474c | Security Group Tag: none | EasyVPN: 0 |Session ID: 62990 | Audit Session ID: 0a96cf690f60e0005ef5474c | Security Group Tag: none | EasyVPN: 0 ||
Username: AtulP | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.214 | Public IP: 106.193.139.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:40 IST Fri Jun 26 2020 | Duration: 6h:58m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 970882971 | Bytes Rx: 221456720 | IP Addr: 10.150.237.214 | Public IP: 106.193.139.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:40 IST Fri Jun 26 2020 | Duration: 6h:58m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 970882971 | Bytes Rx: 221456720 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63004 | Audit Session ID: 0a96cf690f61c0005ef5496c | Security Group Tag: none | EasyVPN: 0 |Session ID: 63004 | Audit Session ID: 0a96cf690f61c0005ef5496c | Security Group Tag: none | EasyVPN: 0 ||
