sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 23h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 2349026293 | Bytes Rx: 970216816 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 23h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 2349026293 | Bytes Rx: 970216816 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 1d 10h:05m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 4924926782 | Bytes Rx: 1118302437 | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 1d 10h:05m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 4924926782 | Bytes Rx: 1118302437 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.146 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:12 IST Sun Jun 14 2020 | Duration: 14h:00m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 350623527 | Bytes Rx: 115802810 | IP Addr: 10.149.234.146 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:12 IST Sun Jun 14 2020 | Duration: 14h:00m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 350623527 | Bytes Rx: 115802810 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168861 | Audit Session ID: 0a95072b2939d0005ee63474 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168861 | Audit Session ID: 0a95072b2939d0005ee63474 | Security Group Tag: none | EasyVPN: 0 ||
Username: AntonyP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.207 | Public IP: 117.197.189.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:41:05 IST Sun Jun 14 2020 | Duration: 11h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1698885319 | Bytes Rx: 537422461 | IP Addr: 10.149.234.207 | Public IP: 117.197.189.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:41:05 IST Sun Jun 14 2020 | Duration: 11h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1698885319 | Bytes Rx: 537422461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168992 | Audit Session ID: 0a95072b294200005ee65a29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168992 | Audit Session ID: 0a95072b294200005ee65a29 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramaredd | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.18 | Public IP: 103.248.211.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:56:28 IST Mon Jun 15 2020 | Duration: 5h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 49103323 | Bytes Rx: 41723468 | IP Addr: 10.149.234.18 | Public IP: 103.248.211.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:56:28 IST Mon Jun 15 2020 | Duration: 5h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 49103323 | Bytes Rx: 41723468 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169059 | Audit Session ID: 0a95072b294630005ee6b224 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169059 | Audit Session ID: 0a95072b294630005ee6b224 | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.192 | Public IP: 182.65.77.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:11:46 IST Mon Jun 15 2020 | Duration: 4h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 451848862 | Bytes Rx: 84841554 | IP Addr: 10.149.234.192 | Public IP: 182.65.77.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:11:46 IST Mon Jun 15 2020 | Duration: 4h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 451848862 | Bytes Rx: 84841554 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169061 | Audit Session ID: 0a95072b294650005ee6b5ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 169061 | Audit Session ID: 0a95072b294650005ee6b5ba | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.4 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:09:00 IST Mon Jun 15 2020 | Duration: 3h:51m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 924246271 | Bytes Rx: 135862079 | IP Addr: 10.149.235.4 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:09:00 IST Mon Jun 15 2020 | Duration: 3h:51m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 924246271 | Bytes Rx: 135862079 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169069 | Audit Session ID: 0a95072b2946d0005ee6c324 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169069 | Audit Session ID: 0a95072b2946d0005ee6c324 | Security Group Tag: none | EasyVPN: 0 ||
Username: dessures | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.6 | Public IP: 157.44.202.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:23 IST Mon Jun 15 2020 | Duration: 3h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 433789044 | Bytes Rx: 1938497453 | IP Addr: 10.149.235.6 | Public IP: 157.44.202.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:23 IST Mon Jun 15 2020 | Duration: 3h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 433789044 | Bytes Rx: 1938497453 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169071 | Audit Session ID: 0a95072b2946f0005ee6c467 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169071 | Audit Session ID: 0a95072b2946f0005ee6c467 | Security Group Tag: none | EasyVPN: 0 ||
Username: MayuriS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.10 | Public IP: 106.211.201.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:27 IST Mon Jun 15 2020 | Duration: 3h:31m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 88214397 | Bytes Rx: 28729360 | IP Addr: 10.149.235.10 | Public IP: 106.211.201.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:27 IST Mon Jun 15 2020 | Duration: 3h:31m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 88214397 | Bytes Rx: 28729360 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169078 | Audit Session ID: 0a95072b294760005ee6c7b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169078 | Audit Session ID: 0a95072b294760005ee6c7b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:17 IST Mon Jun 15 2020 | Duration: 3h:28m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 926577427 | Bytes Rx: 207820473 | IP Addr: 10.149.235.12 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:17 IST Mon Jun 15 2020 | Duration: 3h:28m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 926577427 | Bytes Rx: 207820473 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169079 | Audit Session ID: 0a95072b294770005ee6c899 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169079 | Audit Session ID: 0a95072b294770005ee6c899 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.13 | Public IP: 106.193.128.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:34 IST Mon Jun 15 2020 | Duration: 3h:26m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1062125087 | Bytes Rx: 119611513 | IP Addr: 10.149.235.13 | Public IP: 106.193.128.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:34 IST Mon Jun 15 2020 | Duration: 3h:26m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1062125087 | Bytes Rx: 119611513 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169080 | Audit Session ID: 0a95072b294780005ee6c8e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169080 | Audit Session ID: 0a95072b294780005ee6c8e6 | Security Group Tag: none | EasyVPN: 0 ||
