sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 4d 19h:31m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 833947884 | Bytes Rx: 660530919 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 4d 19h:31m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 833947884 | Bytes Rx: 660530919 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 2d 15h:15m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 7955678306 | Bytes Rx: 1201259817 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 2d 15h:15m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 7955678306 | Bytes Rx: 1201259817 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivramal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.8 | Public IP: 162.216.141.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:25 IST Tue Jun 23 2020 | Duration: 1d 2h:29m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1051753789 | Bytes Rx: 602303926 | IP Addr: 10.149.234.8 | Public IP: 162.216.141.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:25 IST Tue Jun 23 2020 | Duration: 1d 2h:29m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1051753789 | Bytes Rx: 602303926 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 186741 | Audit Session ID: 0a95072b2d9750005ef19ba5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 186741 | Audit Session ID: 0a95072b2d9750005ef19ba5 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 16h:26m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 801040381 | Bytes Rx: 274533226 | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 16h:26m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 801040381 | Bytes Rx: 274533226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 |Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 ||
Username: tkgangaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.17 | Public IP: 183.87.54.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:58:36 IST Tue Jun 23 2020 | Duration: 16h:06m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 361488380 | Bytes Rx: 1041781655 | IP Addr: 10.149.235.17 | Public IP: 183.87.54.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:58:36 IST Tue Jun 23 2020 | Duration: 16h:06m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 361488380 | Bytes Rx: 1041781655 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188423 | Audit Session ID: 0a95072b2e0070005ef22db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188423 | Audit Session ID: 0a95072b2e0070005ef22db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: SUddansi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.146 | Public IP: 106.193.163.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:36 IST Wed Jun 24 2020 | Duration: 7h:57m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 430233544 | Bytes Rx: 139305760 | IP Addr: 10.149.235.146 | Public IP: 106.193.163.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:36 IST Wed Jun 24 2020 | Duration: 7h:57m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 430233544 | Bytes Rx: 139305760 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188564 | Audit Session ID: 0a95072b2e0940005ef2a050 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188564 | Audit Session ID: 0a95072b2e0940005ef2a050 | Security Group Tag: none | EasyVPN: 0 ||
Username: abmanoha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.148 | Public IP: 49.207.129.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Wed Jun 24 2020 | Duration: 7h:07m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 931916457 | Bytes Rx: 428932171 | IP Addr: 10.149.235.148 | Public IP: 49.207.129.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Wed Jun 24 2020 | Duration: 7h:07m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 931916457 | Bytes Rx: 428932171 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188569 | Audit Session ID: 0a95072b2e0990005ef2abed | Security Group Tag: none | EasyVPN: 0 |Session ID: 188569 | Audit Session ID: 0a95072b2e0990005ef2abed | Security Group Tag: none | EasyVPN: 0 ||
Username: pasenthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC16 | IP Addr: 10.149.248.230 | Public IP: 117.206.64.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:02 IST Wed Jun 24 2020 | Duration: 7h:07m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 676847568 | Bytes Rx: 333757703 | IP Addr: 10.149.248.230 | Public IP: 117.206.64.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:02 IST Wed Jun 24 2020 | Duration: 7h:07m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 676847568 | Bytes Rx: 333757703 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188570 | Audit Session ID: 0a95072b2e09a0005ef2ac22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188570 | Audit Session ID: 0a95072b2e09a0005ef2ac22 | Security Group Tag: none | EasyVPN: 0 ||
Username: salsonaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.169 | Public IP: 103.208.71.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:41 IST Wed Jun 24 2020 | Duration: 7h:04m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 425199739 | Bytes Rx: 152004090 | IP Addr: 10.149.235.169 | Public IP: 103.208.71.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:41 IST Wed Jun 24 2020 | Duration: 7h:04m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 425199739 | Bytes Rx: 152004090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188578 | Audit Session ID: 0a95072b2e0a20005ef2acc1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188578 | Audit Session ID: 0a95072b2e0a20005ef2acc1 | Security Group Tag: none | EasyVPN: 0 ||
Username: RKadage | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.154 | Public IP: 117.233.87.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:05 IST Wed Jun 24 2020 | Duration: 7h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 348324546 | Bytes Rx: 169864875 | IP Addr: 10.149.235.154 | Public IP: 117.233.87.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:05 IST Wed Jun 24 2020 | Duration: 7h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 348324546 | Bytes Rx: 169864875 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188579 | Audit Session ID: 0a95072b2e0a30005ef2ad8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 188579 | Audit Session ID: 0a95072b2e0a30005ef2ad8d | Security Group Tag: none | EasyVPN: 0 ||
Username: AMundre | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.150 | Public IP: 123.201.194.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:00 IST Wed Jun 24 2020 | Duration: 7h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 178541592 | Bytes Rx: 117780406 | IP Addr: 10.149.235.150 | Public IP: 123.201.194.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:00 IST Wed Jun 24 2020 | Duration: 7h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 178541592 | Bytes Rx: 117780406 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188581 | Audit Session ID: 0a95072b2e0a50005ef2adc4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188581 | Audit Session ID: 0a95072b2e0a50005ef2adc4 | Security Group Tag: none | EasyVPN: 0 ||
