sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.224.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 1d 21h:27m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2170597633 | Bytes Rx: 682497997 | IP Addr: 10.147.96.175 | Public IP: 182.57.224.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 1d 21h:27m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2170597633 | Bytes Rx: 682497997 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 1h:46m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1454868746 | Bytes Rx: 557212562 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 1d 1h:46m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1454868746 | Bytes Rx: 557212562 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: manojjos | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 18h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 13836708013 | Bytes Rx: 361565036 | IP Addr: 10.150.244.238 | Public IP: 43.243.173.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:00:07 IST Tue Jun 16 2020 | Duration: 18h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 13836708013 | Bytes Rx: 361565036 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 |Session ID: 29326 | Audit Session ID: 0a96cf690728e0005ee8bb4f | Security Group Tag: none | EasyVPN: 0 ||
Username: sanirali | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.252 | Public IP: 103.51.209.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:45 IST Tue Jun 16 2020 | Duration: 14h:44m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1609159997 | Bytes Rx: 583953158 | IP Addr: 10.150.236.252 | Public IP: 103.51.209.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:45 IST Tue Jun 16 2020 | Duration: 14h:44m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1609159997 | Bytes Rx: 583953158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29824 | Audit Session ID: 0a96cf69074800005ee8e929 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29824 | Audit Session ID: 0a96cf69074800005ee8e929 | Security Group Tag: none | EasyVPN: 0 ||
Username: monidigh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.207 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:19:28 IST Tue Jun 16 2020 | Duration: 14h:40m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 63857268 | Bytes Rx: 20547609 | IP Addr: 10.150.236.207 | Public IP: 27.4.80.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:19:28 IST Tue Jun 16 2020 | Duration: 14h:40m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 63857268 | Bytes Rx: 20547609 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 29837 | Audit Session ID: 0a96cf690748d0005ee8ea08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 29837 | Audit Session ID: 0a96cf690748d0005ee8ea08 | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.122 | Public IP: 43.242.229.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:37:51 IST Wed Jun 17 2020 | Duration: 6h:22m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 6065309687 | Bytes Rx: 444700385 | IP Addr: 10.150.237.122 | Public IP: 43.242.229.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:37:51 IST Wed Jun 17 2020 | Duration: 6h:22m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 6065309687 | Bytes Rx: 444700385 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30335 | Audit Session ID: 0a96cf690767f0005ee95ed7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30335 | Audit Session ID: 0a96cf690767f0005ee95ed7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ransharm | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.249 | Public IP: 106.193.136.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:02 IST Wed Jun 17 2020 | Duration: 6h:00m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 165233068 | Bytes Rx: 50195952 | IP Addr: 10.150.237.249 | Public IP: 106.193.136.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:02 IST Wed Jun 17 2020 | Duration: 6h:00m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 165233068 | Bytes Rx: 50195952 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30346 | Audit Session ID: 0a96cf690768a0005ee9640a | Security Group Tag: none | EasyVPN: 0 |Session ID: 30346 | Audit Session ID: 0a96cf690768a0005ee9640a | Security Group Tag: none | EasyVPN: 0 ||
Username: rajamukh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.103 | Public IP: 1.187.51.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:14 IST Wed Jun 17 2020 | Duration: 5h:29m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 282157622 | Bytes Rx: 118960450 | IP Addr: 10.150.236.103 | Public IP: 1.187.51.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:14 IST Wed Jun 17 2020 | Duration: 5h:29m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 282157622 | Bytes Rx: 118960450 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30365 | Audit Session ID: 0a96cf690769d0005ee96b5a | Security Group Tag: none | EasyVPN: 0 |Session ID: 30365 | Audit Session ID: 0a96cf690769d0005ee96b5a | Security Group Tag: none | EasyVPN: 0 ||
Username: anildond | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.104 | Public IP: 157.33.132.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:44 IST Wed Jun 17 2020 | Duration: 5h:28m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 192959711 | Bytes Rx: 73546383 | IP Addr: 10.150.236.104 | Public IP: 157.33.132.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:44 IST Wed Jun 17 2020 | Duration: 5h:28m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 192959711 | Bytes Rx: 73546383 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30366 | Audit Session ID: 0a96cf690769e0005ee96b78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30366 | Audit Session ID: 0a96cf690769e0005ee96b78 | Security Group Tag: none | EasyVPN: 0 ||
Username: DiSankhe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC71 | IP Addr: 10.150.245.49 | Public IP: 103.29.119.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:05 IST Wed Jun 17 2020 | Duration: 5h:26m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 298565540 | Bytes Rx: 28759663 | IP Addr: 10.150.245.49 | Public IP: 103.29.119.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:05 IST Wed Jun 17 2020 | Duration: 5h:26m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 298565540 | Bytes Rx: 28759663 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30368 | Audit Session ID: 0a96cf69076a00005ee96c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 30368 | Audit Session ID: 0a96cf69076a00005ee96c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmukadam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.108 | Public IP: 45.113.249.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:59 IST Wed Jun 17 2020 | Duration: 5h:10m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 279032415 | Bytes Rx: 257333297 | IP Addr: 10.150.236.108 | Public IP: 45.113.249.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:59 IST Wed Jun 17 2020 | Duration: 5h:10m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 279032415 | Bytes Rx: 257333297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 30377 | Audit Session ID: 0a96cf69076a90005ee96fbf | Security Group Tag: none | EasyVPN: 0 |Session ID: 30377 | Audit Session ID: 0a96cf69076a90005ee96fbf | Security Group Tag: none | EasyVPN: 0 ||
