sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 13d 19h:23m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 23610308713 | Bytes Rx: 12831181042 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 13d 19h:23m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 23610308713 | Bytes Rx: 12831181042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 7d 23h:43m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5103084255 | Bytes Rx: 1611154577 | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 7d 23h:43m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5103084255 | Bytes Rx: 1611154577 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 |Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 ||
Username: acrawfor | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.13 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:56 UTC Thu Jun 11 2020 | Duration: 5d 22h:50m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 3540533368 | Bytes Rx: 2126559379 | IP Addr: 10.145.232.13 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:56 UTC Thu Jun 11 2020 | Duration: 5d 22h:50m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 3540533368 | Bytes Rx: 2126559379 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82474 | Audit Session ID: 0a9107281422a0005ee1fd18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82474 | Audit Session ID: 0a9107281422a0005ee1fd18 | Security Group Tag: none | EasyVPN: 0 ||
Username: ahollowa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.158 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:16:01 UTC Fri Jun 12 2020 | Duration: 4d 19h:19m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3514583802 | Bytes Rx: 1413875060 | IP Addr: 10.145.233.158 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:16:01 UTC Fri Jun 12 2020 | Duration: 4d 19h:19m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3514583802 | Bytes Rx: 1413875060 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83015 | Audit Session ID: 0a910728144470005ee38011 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83015 | Audit Session ID: 0a910728144470005ee38011 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunilgau | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.114 | Public IP: 42.106.9.118 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:17:48 UTC Sun Jun 14 2020 | Duration: 2d 23h:17m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 236213528 | Bytes Rx: 25892286 | IP Addr: 10.145.232.114 | Public IP: 42.106.9.118 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:17:48 UTC Sun Jun 14 2020 | Duration: 2d 23h:17m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 236213528 | Bytes Rx: 25892286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83293 | Audit Session ID: 0a9107281455d0005ee5eb3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 83293 | Audit Session ID: 0a9107281455d0005ee5eb3c | Security Group Tag: none | EasyVPN: 0 ||
Username: ShoaibA | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.170 | Public IP: 139.167.242.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:55 UTC Sun Jun 14 2020 | Duration: 2d 22h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 21595273120 | Bytes Rx: 1246431219 | IP Addr: 10.145.233.170 | Public IP: 139.167.242.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:55 UTC Sun Jun 14 2020 | Duration: 2d 22h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 21595273120 | Bytes Rx: 1246431219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83301 | Audit Session ID: 0a910728145650005ee5f5cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 83301 | Audit Session ID: 0a910728145650005ee5f5cf | Security Group Tag: none | EasyVPN: 0 ||
Username: PRajegha | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.116 | Public IP: 106.67.163.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:38:16 UTC Mon Jun 15 2020 | Duration: 2d 4h:56m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 4608052814 | Bytes Rx: 1251232431 | IP Addr: 10.145.232.116 | Public IP: 106.67.163.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:38:16 UTC Mon Jun 15 2020 | Duration: 2d 4h:56m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 4608052814 | Bytes Rx: 1251232431 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83393 | Audit Session ID: 0a910728145c10005ee6ed28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83393 | Audit Session ID: 0a910728145c10005ee6ed28 | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 2d 1h:10m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1942021798 | Bytes Rx: 664192525 | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 2d 1h:10m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1942021798 | Bytes Rx: 664192525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 |Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 ||
Username: ighaouar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 1d 21h:48m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1253835078 | Bytes Rx: 1297151984 | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 1d 21h:48m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1253835078 | Bytes Rx: 1297151984 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 ||
Username: sepstein | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.202 | Public IP: 85.61.83.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:23:17 UTC Mon Jun 15 2020 | Duration: 1d 12h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1699304948 | Bytes Rx: 506465307 | IP Addr: 10.145.233.202 | Public IP: 85.61.83.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:23:17 UTC Mon Jun 15 2020 | Duration: 1d 12h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1699304948 | Bytes Rx: 506465307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83878 | Audit Session ID: 0a910728147a60005ee7d8b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83878 | Audit Session ID: 0a910728147a60005ee7d8b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: chikumar | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.175 | Public IP: 1.38.244.144 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 04:07:50 UTC Tue Jun 16 2020 | Duration: 1d 4h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 113603823 | Bytes Rx: 46362768 | IP Addr: 10.145.232.175 | Public IP: 1.38.244.144 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 04:07:50 UTC Tue Jun 16 2020 | Duration: 1d 4h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 113603823 | Bytes Rx: 46362768 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83911 | Audit Session ID: 0a910728147c70005ee84596 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83911 | Audit Session ID: 0a910728147c70005ee84596 | Security Group Tag: none | EasyVPN: 0 ||
