sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ksubbiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.138 | Public IP: 49.207.132.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:59:49 IST Thu Jun 11 2020 | Duration: 1d 23h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2112913083 | Bytes Rx: 552598324 | IP Addr: 10.149.232.138 | Public IP: 49.207.132.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:59:49 IST Thu Jun 11 2020 | Duration: 1d 23h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2112913083 | Bytes Rx: 552598324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147339 | Audit Session ID: 0a95072a23f8b0005ee223bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 147339 | Audit Session ID: 0a95072a23f8b0005ee223bd | Security Group Tag: none | EasyVPN: 0 ||
Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.43 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:17 IST Fri Jun 12 2020 | Duration: 22h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 150793822 | Bytes Rx: 49766500 | IP Addr: 10.149.233.43 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:19:17 IST Fri Jun 12 2020 | Duration: 22h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 150793822 | Bytes Rx: 49766500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 149648 | Audit Session ID: 0a95072a248900005ee379cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 149648 | Audit Session ID: 0a95072a248900005ee379cd | Security Group Tag: none | EasyVPN: 0 ||
Username: pritjosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.116 | Public IP: 49.35.60.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:33:08 IST Sat Jun 13 2020 | Duration: 8h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 374522444 | Bytes Rx: 134306537 | IP Addr: 10.149.233.116 | Public IP: 49.35.60.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:33:08 IST Sat Jun 13 2020 | Duration: 8h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 374522444 | Bytes Rx: 134306537 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150122 | Audit Session ID: 0a95072a24a6a0005ee441ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 150122 | Audit Session ID: 0a95072a24a6a0005ee441ec | Security Group Tag: none | EasyVPN: 0 ||
Username: asjadhao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.131 | Public IP: 49.35.120.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:59 IST Sat Jun 13 2020 | Duration: 7h:58m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 781860271 | Bytes Rx: 239937296 | IP Addr: 10.149.233.131 | Public IP: 49.35.120.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:59 IST Sat Jun 13 2020 | Duration: 7h:58m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 781860271 | Bytes Rx: 239937296 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150141 | Audit Session ID: 0a95072a24a7d0005ee448af | Security Group Tag: none | EasyVPN: 0 |Session ID: 150141 | Audit Session ID: 0a95072a24a7d0005ee448af | Security Group Tag: none | EasyVPN: 0 ||
Username: ksathiya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 117.96.198.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:29 IST Sat Jun 13 2020 | Duration: 7h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 133324773 | Bytes Rx: 162494888 | IP Addr: 10.149.233.71 | Public IP: 117.96.198.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:29 IST Sat Jun 13 2020 | Duration: 7h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 133324773 | Bytes Rx: 162494888 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150151 | Audit Session ID: 0a95072a24a870005ee449bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 150151 | Audit Session ID: 0a95072a24a870005ee449bd | Security Group Tag: none | EasyVPN: 0 ||
Username: AkshaPS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.139 | Public IP: 157.50.246.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:00 IST Sat Jun 13 2020 | Duration: 7h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 105368351 | Bytes Rx: 43200194 | IP Addr: 10.149.233.139 | Public IP: 157.50.246.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:00 IST Sat Jun 13 2020 | Duration: 7h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 105368351 | Bytes Rx: 43200194 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150164 | Audit Session ID: 0a95072a24a940005ee44dd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150164 | Audit Session ID: 0a95072a24a940005ee44dd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: shushind | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.141 | Public IP: 106.193.217.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:24 IST Sat Jun 13 2020 | Duration: 7h:34m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 323715672 | Bytes Rx: 151320898 | IP Addr: 10.149.233.141 | Public IP: 106.193.217.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:24 IST Sat Jun 13 2020 | Duration: 7h:34m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 323715672 | Bytes Rx: 151320898 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150166 | Audit Session ID: 0a95072a24a960005ee44e2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 150166 | Audit Session ID: 0a95072a24a960005ee44e2c | Security Group Tag: none | EasyVPN: 0 ||
Username: ramaredd | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 103.248.211.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:14 IST Sat Jun 13 2020 | Duration: 7h:32m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1368344166 | Bytes Rx: 136342003 | IP Addr: 10.149.233.213 | Public IP: 103.248.211.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:14 IST Sat Jun 13 2020 | Duration: 7h:32m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1368344166 | Bytes Rx: 136342003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150173 | Audit Session ID: 0a95072a24a9d0005ee44ed6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150173 | Audit Session ID: 0a95072a24a9d0005ee44ed6 | Security Group Tag: none | EasyVPN: 0 ||
Username: TGanguly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.207 | Public IP: 106.211.134.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:48 IST Sat Jun 13 2020 | Duration: 7h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 327585315 | Bytes Rx: 125465067 | IP Addr: 10.149.233.207 | Public IP: 106.211.134.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:48 IST Sat Jun 13 2020 | Duration: 7h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 327585315 | Bytes Rx: 125465067 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150176 | Audit Session ID: 0a95072a24aa00005ee45060 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150176 | Audit Session ID: 0a95072a24aa00005ee45060 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajdas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.75 | Public IP: 103.220.208.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:15 IST Sat Jun 13 2020 | Duration: 7h:05m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1552308027 | Bytes Rx: 81222743 | IP Addr: 10.149.233.75 | Public IP: 103.220.208.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:15 IST Sat Jun 13 2020 | Duration: 7h:05m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1552308027 | Bytes Rx: 81222743 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150200 | Audit Session ID: 0a95072a24ab80005ee4552b | Security Group Tag: none | EasyVPN: 0 |Session ID: 150200 | Audit Session ID: 0a95072a24ab80005ee4552b | Security Group Tag: none | EasyVPN: 0 ||
Username: sreejinc | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.79 | Public IP: 1.23.148.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:45 IST Sat Jun 13 2020 | Duration: 7h:04m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 470449394 | Bytes Rx: 197782913 | IP Addr: 10.149.233.79 | Public IP: 1.23.148.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:45 IST Sat Jun 13 2020 | Duration: 7h:04m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 470449394 | Bytes Rx: 197782913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150205 | Audit Session ID: 0a95072a24abd0005ee45549 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150205 | Audit Session ID: 0a95072a24abd0005ee45549 | Security Group Tag: none | EasyVPN: 0 ||
