sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 2d 14h:57m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 690323329 | Bytes Rx: 3551861612 | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 2d 14h:57m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 690323329 | Bytes Rx: 3551861612 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 1d 19h:10m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1079135533 | Bytes Rx: 326118614 | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 1d 19h:10m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1079135533 | Bytes Rx: 326118614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 ||
Username: PBommina | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.245 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:10:58 IST Tue Jun 9 2020 | Duration: 1d 15h:49m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 671057052 | Bytes Rx: 261566053 | IP Addr: 10.150.238.245 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:10:58 IST Tue Jun 9 2020 | Duration: 1d 15h:49m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 671057052 | Bytes Rx: 261566053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 8250 | Audit Session ID: 0a96cf6a0203a0005edf4b1a | Security Group Tag: none | EasyVPN: 0 |Session ID: 8250 | Audit Session ID: 0a96cf6a0203a0005edf4b1a | Security Group Tag: none | EasyVPN: 0 ||
Username: SWGADEKA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.169 | Public IP: 157.33.155.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:14:31 IST Wed Jun 10 2020 | Duration: 1d 5h:45m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 358633960 | Bytes Rx: 354164958 | IP Addr: 10.150.238.169 | Public IP: 157.33.155.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:14:31 IST Wed Jun 10 2020 | Duration: 1d 5h:45m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 358633960 | Bytes Rx: 354164958 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9686 | Audit Session ID: 0a96cf6a025d60005edfd88f | Security Group Tag: none | EasyVPN: 0 |Session ID: 9686 | Audit Session ID: 0a96cf6a025d60005edfd88f | Security Group Tag: none | EasyVPN: 0 ||
Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.165 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:31 IST Wed Jun 10 2020 | Duration: 23h:01m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1099324116 | Bytes Rx: 1044855386 | IP Addr: 10.150.239.165 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:31 IST Wed Jun 10 2020 | Duration: 23h:01m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1099324116 | Bytes Rx: 1044855386 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 9787 | Audit Session ID: 0a96cf6a0263b0005ee0373f | Security Group Tag: none | EasyVPN: 0 |Session ID: 9787 | Audit Session ID: 0a96cf6a0263b0005ee0373f | Security Group Tag: none | EasyVPN: 0 ||
Username: RevanthK | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.216 | Public IP: 103.83.212.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:17 IST Wed Jun 10 2020 | Duration: 19h:42m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 2227211906 | Bytes Rx: 615506785 | IP Addr: 10.150.238.216 | Public IP: 103.83.212.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:17 IST Wed Jun 10 2020 | Duration: 19h:42m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 2227211906 | Bytes Rx: 615506785 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10408 | Audit Session ID: 0a96cf6a028a80005ee06611 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10408 | Audit Session ID: 0a96cf6a028a80005ee06611 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssistla | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.191 | Public IP: 110.227.219.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:30 IST Wed Jun 10 2020 | Duration: 19h:01m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 863189648 | Bytes Rx: 450037400 | IP Addr: 10.150.249.191 | Public IP: 110.227.219.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:30 IST Wed Jun 10 2020 | Duration: 19h:01m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 863189648 | Bytes Rx: 450037400 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10679 | Audit Session ID: 0a96cf6a029b70005ee06f7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 10679 | Audit Session ID: 0a96cf6a029b70005ee06f7e | Security Group Tag: none | EasyVPN: 0 ||
Username: Adeori | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.148 | Public IP: 116.75.161.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:27 IST Wed Jun 10 2020 | Duration: 11h:57m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 93691962 | Bytes Rx: 31645189 | IP Addr: 10.150.238.148 | Public IP: 116.75.161.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:27 IST Wed Jun 10 2020 | Duration: 11h:57m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 93691962 | Bytes Rx: 31645189 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 12368 | Audit Session ID: 0a96cf6a030500005ee0d2db | Security Group Tag: none | EasyVPN: 0 |Session ID: 12368 | Audit Session ID: 0a96cf6a030500005ee0d2db | Security Group Tag: none | EasyVPN: 0 ||
Username: NikSomas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.147 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:09:26 IST Wed Jun 10 2020 | Duration: 11h:50m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 77137015 | Bytes Rx: 4898545 | IP Addr: 10.150.238.147 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:09:26 IST Wed Jun 10 2020 | Duration: 11h:50m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 77137015 | Bytes Rx: 4898545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 12382 | Audit Session ID: 0a96cf6a0305e0005ee0d47e | Security Group Tag: none | EasyVPN: 0 |Session ID: 12382 | Audit Session ID: 0a96cf6a0305e0005ee0d47e | Security Group Tag: none | EasyVPN: 0 ||
Username: kumabhin | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.113 | Public IP: 45.251.35.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:27:12 IST Wed Jun 10 2020 | Duration: 11h:33m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 54551885 | Bytes Rx: 47130565 | IP Addr: 10.150.238.113 | Public IP: 45.251.35.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:27:12 IST Wed Jun 10 2020 | Duration: 11h:33m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 54551885 | Bytes Rx: 47130565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 12437 | Audit Session ID: 0a96cf6a030950005ee0d8a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 12437 | Audit Session ID: 0a96cf6a030950005ee0d8a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuvratT | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.88 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:45:39 IST Wed Jun 10 2020 | Duration: 11h:14m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 382950651 | Bytes Rx: 152415937 | IP Addr: 10.150.238.88 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:45:39 IST Wed Jun 10 2020 | Duration: 11h:14m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 382950651 | Bytes Rx: 152415937 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 12478 | Audit Session ID: 0a96cf6a030be0005ee0dcfb | Security Group Tag: none | EasyVPN: 0 |Session ID: 12478 | Audit Session ID: 0a96cf6a030be0005ee0dcfb | Security Group Tag: none | EasyVPN: 0 ||
