sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 5h:18m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1676385999 | Bytes Rx: 693675344 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 2d 5h:18m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1676385999 | Bytes Rx: 693675344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 18h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 16666466690 | Bytes Rx: 2382916819 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 1d 18h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 16666466690 | Bytes Rx: 2382916819 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 1d 1h:51m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 487259246 | Bytes Rx: 305618723 | IP Addr: 10.149.242.151 | Public IP: 49.37.194.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 15:38:59 IST Fri Jun 19 2020 | Duration: 1d 1h:51m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 487259246 | Bytes Rx: 305618723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 180524 | Audit Session ID: 0a95072b2c12c0005eec8ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 22h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 36895777 | Bytes Rx: 42114742 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 22h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 36895777 | Bytes Rx: 42114742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Devsivan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 19h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 508368091 | Bytes Rx: 664803917 | IP Addr: 10.149.235.228 | Public IP: 157.50.45.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:34:05 IST Fri Jun 19 2020 | Duration: 19h:56m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 508368091 | Bytes Rx: 664803917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181204 | Audit Session ID: 0a95072b2c3d40005eece1f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 19h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 617944177 | Bytes Rx: 144582220 | IP Addr: 10.149.235.141 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:16:49 IST Fri Jun 19 2020 | Duration: 19h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 617944177 | Bytes Rx: 144582220 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181270 | Audit Session ID: 0a95072b2c4160005eecebf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.venkatesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.49 | Public IP: 49.207.131.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:33 IST Sat Jun 20 2020 | Duration: 10h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 871565846 | Bytes Rx: 107598112 | IP Addr: 10.149.235.49 | Public IP: 49.207.131.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:33 IST Sat Jun 20 2020 | Duration: 10h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 871565846 | Bytes Rx: 107598112 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181378 | Audit Session ID: 0a95072b2c4820005eed6a01 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181378 | Audit Session ID: 0a95072b2c4820005eed6a01 | Security Group Tag: none | EasyVPN: 0 ||
Username: isunder | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.154 | Public IP: 223.186.139.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:56 IST Sat Jun 20 2020 | Duration: 9h:52m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1403657349 | Bytes Rx: 1070905449 | IP Addr: 10.149.234.154 | Public IP: 223.186.139.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:56 IST Sat Jun 20 2020 | Duration: 9h:52m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1403657349 | Bytes Rx: 1070905449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181400 | Audit Session ID: 0a95072b2c4980005eed6f7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 181400 | Audit Session ID: 0a95072b2c4980005eed6f7c | Security Group Tag: none | EasyVPN: 0 ||
Username: rk.sheriff | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.46 | Public IP: 117.193.83.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:23 IST Sat Jun 20 2020 | Duration: 8h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1988883620 | Bytes Rx: 112120295 | IP Addr: 10.149.235.46 | Public IP: 117.193.83.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:23 IST Sat Jun 20 2020 | Duration: 8h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1988883620 | Bytes Rx: 112120295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181419 | Audit Session ID: 0a95072b2c4ab0005eed7ed3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181419 | Audit Session ID: 0a95072b2c4ab0005eed7ed3 | Security Group Tag: none | EasyVPN: 0 ||
Username: suppu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.117 | Public IP: 1.39.130.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:51 IST Sat Jun 20 2020 | Duration: 8h:39m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 922566750 | Bytes Rx: 276174791 | IP Addr: 10.149.235.117 | Public IP: 1.39.130.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:51 IST Sat Jun 20 2020 | Duration: 8h:39m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 922566750 | Bytes Rx: 276174791 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181428 | Audit Session ID: 0a95072b2c4b40005eed8093 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181428 | Audit Session ID: 0a95072b2c4b40005eed8093 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.120 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:28 IST Sat Jun 20 2020 | Duration: 8h:36m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1448818991 | Bytes Rx: 260625294 | IP Addr: 10.149.235.120 | Public IP: 103.195.83.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:28 IST Sat Jun 20 2020 | Duration: 8h:36m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1448818991 | Bytes Rx: 260625294 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 181433 | Audit Session ID: 0a95072b2c4b90005eed8130 | Security Group Tag: none | EasyVPN: 0 |Session ID: 181433 | Audit Session ID: 0a95072b2c4b90005eed8130 | Security Group Tag: none | EasyVPN: 0 ||
