sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 3d 2h:37m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7276709345 | Bytes Rx: 901590190 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 3d 2h:37m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7276709345 | Bytes Rx: 901590190 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 13h:03m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 31331628295 | Bytes Rx: 1736130665 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 13h:03m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 31331628295 | Bytes Rx: 1736130665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC25 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 1d 0h:49m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1073818416 | Bytes Rx: 740671855 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 1d 0h:49m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1073818416 | Bytes Rx: 740671855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 0h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 302934090 | Bytes Rx: 252027525 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 1d 0h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 302934090 | Bytes Rx: 252027525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: ADe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 23h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 515944500 | Bytes Rx: 700718366 | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 23h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 515944500 | Bytes Rx: 700718366 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.112 | Public IP: 49.206.125.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:35 IST Thu Jun 18 2020 | Duration: 22h:27m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 257703468 | Bytes Rx: 182676536 | IP Addr: 10.149.232.112 | Public IP: 49.206.125.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:35 IST Thu Jun 18 2020 | Duration: 22h:27m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 257703468 | Bytes Rx: 182676536 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159251 | Audit Session ID: 0a95072a26e130005eeb0b37 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159251 | Audit Session ID: 0a95072a26e130005eeb0b37 | Security Group Tag: none | EasyVPN: 0 ||
Username: sknaidu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.245 | Public IP: 116.75.73.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 22h:27m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1593333203 | Bytes Rx: 381093268 | IP Addr: 10.149.233.245 | Public IP: 116.75.73.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 22h:27m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1593333203 | Bytes Rx: 381093268 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 ||
Username: ppai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.160 | Public IP: 49.37.192.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:20:50 IST Thu Jun 18 2020 | Duration: 21h:12m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1347954729 | Bytes Rx: 506043795 | IP Addr: 10.149.241.160 | Public IP: 49.37.192.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:20:50 IST Thu Jun 18 2020 | Duration: 21h:12m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1347954729 | Bytes Rx: 506043795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159621 | Audit Session ID: 0a95072a26f850005eeb1cda | Security Group Tag: none | EasyVPN: 0 |Session ID: 159621 | Audit Session ID: 0a95072a26f850005eeb1cda | Security Group Tag: none | EasyVPN: 0 ||
Username: salsonaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 103.195.202.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:24 IST Thu Jun 18 2020 | Duration: 13h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 587043971 | Bytes Rx: 237934207 | IP Addr: 10.149.233.77 | Public IP: 103.195.202.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:24 IST Thu Jun 18 2020 | Duration: 13h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 587043971 | Bytes Rx: 237934207 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160554 | Audit Session ID: 0a95072a2732a0005eeb86b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160554 | Audit Session ID: 0a95072a2732a0005eeb86b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: isunder | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.228 | Public IP: 49.206.2.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:37 IST Fri Jun 19 2020 | Duration: 3h:54m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 244493757 | Bytes Rx: 149507733 | IP Addr: 10.149.232.228 | Public IP: 49.206.2.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:37 IST Fri Jun 19 2020 | Duration: 3h:54m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 244493757 | Bytes Rx: 149507733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160755 | Audit Session ID: 0a95072a273f30005eec1015 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160755 | Audit Session ID: 0a95072a273f30005eec1015 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.230 | Public IP: 171.78.137.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:21 IST Fri Jun 19 2020 | Duration: 3h:50m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 118788660 | Bytes Rx: 56576503 | IP Addr: 10.149.232.230 | Public IP: 171.78.137.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:21 IST Fri Jun 19 2020 | Duration: 3h:50m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 118788660 | Bytes Rx: 56576503 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160757 | Audit Session ID: 0a95072a273f50005eec1131 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160757 | Audit Session ID: 0a95072a273f50005eec1131 | Security Group Tag: none | EasyVPN: 0 ||
