sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 4d 3h:40m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1925761061 | Bytes Rx: 779382257 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 4d 3h:40m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1925761061 | Bytes Rx: 779382257 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 1d 7h:32m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 933148906 | Bytes Rx: 444873458 | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 1d 7h:32m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 933148906 | Bytes Rx: 444873458 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 22h:40m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 992280950 | Bytes Rx: 874019264 | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 22h:40m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 992280950 | Bytes Rx: 874019264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 |Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 ||
Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 21h:29m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 506369041 | Bytes Rx: 318936341 | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 21h:29m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 506369041 | Bytes Rx: 318936341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.2 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:47 IST Sat Jun 13 2020 | Duration: 9h:09m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 352735447 | Bytes Rx: 232227811 | IP Addr: 10.149.235.2 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:47 IST Sat Jun 13 2020 | Duration: 9h:09m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 352735447 | Bytes Rx: 232227811 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167071 | Audit Session ID: 0a95072b28c9f0005ee414d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167071 | Audit Session ID: 0a95072b28c9f0005ee414d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: jesurjos | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.168 | Public IP: 157.46.5.108 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:00:36 IST Sat Jun 13 2020 | Duration: 8h:29m:46s | Inactivity:  0h:14m:02s | Bytes Tx: 122632689 | Bytes Rx: 107660423 | IP Addr: 10.149.235.168 | Public IP: 157.46.5.108 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:00:36 IST Sat Jun 13 2020 | Duration: 8h:29m:46s | Inactivity:  0h:14m:02s | Bytes Tx: 122632689 | Bytes Rx: 107660423 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167074 | Audit Session ID: 0a95072b28ca20005ee41e2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 167074 | Audit Session ID: 0a95072b28ca20005ee41e2c | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.3 | Public IP: 157.45.180.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:28 IST Sat Jun 13 2020 | Duration: 7h:53m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1053903255 | Bytes Rx: 115156502 | IP Addr: 10.149.235.3 | Public IP: 157.45.180.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:28 IST Sat Jun 13 2020 | Duration: 7h:53m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1053903255 | Bytes Rx: 115156502 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167088 | Audit Session ID: 0a95072b28cb00005ee42694 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167088 | Audit Session ID: 0a95072b28cb00005ee42694 | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.6 | Public IP: 27.7.73.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:10 IST Sat Jun 13 2020 | Duration: 7h:50m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1099472339 | Bytes Rx: 251286855 | IP Addr: 10.149.235.6 | Public IP: 27.7.73.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:10 IST Sat Jun 13 2020 | Duration: 7h:50m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1099472339 | Bytes Rx: 251286855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167094 | Audit Session ID: 0a95072b28cb60005ee42772 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167094 | Audit Session ID: 0a95072b28cb60005ee42772 | Security Group Tag: none | EasyVPN: 0 ||
Username: SJShinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.159 | Public IP: 103.139.242.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Sat Jun 13 2020 | Duration: 7h:39m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 2985248111 | Bytes Rx: 224386444 | IP Addr: 10.149.234.159 | Public IP: 103.139.242.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Sat Jun 13 2020 | Duration: 7h:39m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 2985248111 | Bytes Rx: 224386444 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167097 | Audit Session ID: 0a95072b28cb90005ee429fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 167097 | Audit Session ID: 0a95072b28cb90005ee429fc | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.160 | Public IP: 157.33.218.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:34 IST Sat Jun 13 2020 | Duration: 7h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 220975142 | Bytes Rx: 93963018 | IP Addr: 10.149.234.160 | Public IP: 157.33.218.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:34 IST Sat Jun 13 2020 | Duration: 7h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 220975142 | Bytes Rx: 93963018 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167098 | Audit Session ID: 0a95072b28cba0005ee42a1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 167098 | Audit Session ID: 0a95072b28cba0005ee42a1e | Security Group Tag: none | EasyVPN: 0 ||
Username: mansoomo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.172 | Public IP: 27.5.180.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:59 IST Sat Jun 13 2020 | Duration: 7h:20m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 568647253 | Bytes Rx: 217099793 | IP Addr: 10.149.235.172 | Public IP: 27.5.180.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:59 IST Sat Jun 13 2020 | Duration: 7h:20m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 568647253 | Bytes Rx: 217099793 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167115 | Audit Session ID: 0a95072b28ccb0005ee42e6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 167115 | Audit Session ID: 0a95072b28ccb0005ee42e6f | Security Group Tag: none | EasyVPN: 0 ||
