sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kvkrishn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 3d 22h:15m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2327032740 | Bytes Rx: 912404886 | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 3d 22h:15m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2327032740 | Bytes Rx: 912404886 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.163 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:50 IST Wed Jun 17 2020 | Duration: 1d 21h:34m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 2041982539 | Bytes Rx: 588216657 | IP Addr: 10.149.234.163 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:50 IST Wed Jun 17 2020 | Duration: 1d 21h:34m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 2041982539 | Bytes Rx: 588216657 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174617 | Audit Session ID: 0a95072b2aa190005ee9a436 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174617 | Audit Session ID: 0a95072b2aa190005ee9a436 | Security Group Tag: none | EasyVPN: 0 ||
Username: manimoha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.4 | Public IP: 103.58.116.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:47 IST Thu Jun 18 2020 | Duration: 20h:54m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 447100873 | Bytes Rx: 309140756 | IP Addr: 10.149.234.4 | Public IP: 103.58.116.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:47 IST Thu Jun 18 2020 | Duration: 20h:54m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 447100873 | Bytes Rx: 309140756 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177097 | Audit Session ID: 0a95072b2b3c90005eeaff13 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177097 | Audit Session ID: 0a95072b2b3c90005eeaff13 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 19h:56m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 860227041 | Bytes Rx: 450447104 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 19h:56m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 860227041 | Bytes Rx: 450447104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: AntonyP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.111 | Public IP: 117.197.189.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:54:10 IST Thu Jun 18 2020 | Duration: 10h:13m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3883159744 | Bytes Rx: 241953393 | IP Addr: 10.149.235.111 | Public IP: 117.197.189.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:54:10 IST Thu Jun 18 2020 | Duration: 10h:13m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3883159744 | Bytes Rx: 241953393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178685 | Audit Session ID: 0a95072b2b9fd0005eeb952a | Security Group Tag: none | EasyVPN: 0 |Session ID: 178685 | Audit Session ID: 0a95072b2b9fd0005eeb952a | Security Group Tag: none | EasyVPN: 0 ||
Username: baldeepb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.11 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:43:11 IST Thu Jun 18 2020 | Duration: 9h:24m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 119744407 | Bytes Rx: 48588492 | IP Addr: 10.149.234.11 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:43:11 IST Thu Jun 18 2020 | Duration: 9h:24m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 119744407 | Bytes Rx: 48588492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178734 | Audit Session ID: 0a95072b2ba2e0005eeba0a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178734 | Audit Session ID: 0a95072b2ba2e0005eeba0a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.193 | Public IP: 59.96.223.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:44:17 IST Thu Jun 18 2020 | Duration: 9h:23m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 528648029 | Bytes Rx: 248074948 | IP Addr: 10.149.235.193 | Public IP: 59.96.223.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:44:17 IST Thu Jun 18 2020 | Duration: 9h:23m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 528648029 | Bytes Rx: 248074948 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178735 | Audit Session ID: 0a95072b2ba2f0005eeba0e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178735 | Audit Session ID: 0a95072b2ba2f0005eeba0e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: kupawan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.52 | Public IP: 123.201.100.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:39 IST Thu Jun 18 2020 | Duration: 8h:47m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 141147459 | Bytes Rx: 75975108 | IP Addr: 10.149.235.52 | Public IP: 123.201.100.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:39 IST Thu Jun 18 2020 | Duration: 8h:47m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 141147459 | Bytes Rx: 75975108 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178766 | Audit Session ID: 0a95072b2ba4e0005eeba96f | Security Group Tag: none | EasyVPN: 0 |Session ID: 178766 | Audit Session ID: 0a95072b2ba4e0005eeba96f | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 8h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 67510857 | Bytes Rx: 46794634 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 8h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 67510857 | Bytes Rx: 46794634 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: murukaly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.55 | Public IP: 103.220.38.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:33:20 IST Fri Jun 19 2020 | Duration: 2h:34m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 127724850 | Bytes Rx: 11909111 | IP Addr: 10.149.235.55 | Public IP: 103.220.38.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:33:20 IST Fri Jun 19 2020 | Duration: 2h:34m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 127724850 | Bytes Rx: 11909111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178841 | Audit Session ID: 0a95072b2ba990005eec00c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178841 | Audit Session ID: 0a95072b2ba990005eec00c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.127 | Public IP: 157.46.37.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 2h:25m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 78897415 | Bytes Rx: 11162215 | IP Addr: 10.149.235.127 | Public IP: 157.46.37.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 2h:25m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 78897415 | Bytes Rx: 11162215 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 ||
