sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 2d 2h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 558978821 | Bytes Rx: 195620149 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 2d 2h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 558978821 | Bytes Rx: 195620149 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 6h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2114988458 | Bytes Rx: 386526520 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 6h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2114988458 | Bytes Rx: 386526520 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunilkumar.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 1d 4h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3896076606 | Bytes Rx: 520608074 | IP Addr: 10.149.233.184 | Public IP: 122.161.46.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Tue Jun 16 2020 | Duration: 1d 4h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3896076606 | Bytes Rx: 520608074 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154286 | Audit Session ID: 0a95072a25aae0005ee84ac5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 3h:54m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2090778758 | Bytes Rx: 569879310 | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 3h:54m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2090778758 | Bytes Rx: 569879310 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 16h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 11674173408 | Bytes Rx: 610516876 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 16h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 11674173408 | Bytes Rx: 610516876 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodera | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.149 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:51 IST Wed Jun 17 2020 | Duration: 7h:56m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 681537483 | Bytes Rx: 422141921 | IP Addr: 10.149.232.149 | Public IP: 45.127.107.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:51 IST Wed Jun 17 2020 | Duration: 7h:56m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 681537483 | Bytes Rx: 422141921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156193 | Audit Session ID: 0a95072a262210005ee9661b | Security Group Tag: none | EasyVPN: 0 |Session ID: 156193 | Audit Session ID: 0a95072a262210005ee9661b | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:41 IST Wed Jun 17 2020 | Duration: 7h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1215735266 | Bytes Rx: 561210844 | IP Addr: 10.149.232.160 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:41 IST Wed Jun 17 2020 | Duration: 7h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1215735266 | Bytes Rx: 561210844 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156205 | Audit Session ID: 0a95072a2622d0005ee969d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156205 | Audit Session ID: 0a95072a2622d0005ee969d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: AjayTH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.152 | Public IP: 117.208.253.212 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:11 IST Wed Jun 17 2020 | Duration: 7h:33m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1140417250 | Bytes Rx: 266319256 | IP Addr: 10.149.232.152 | Public IP: 117.208.253.212 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:11 IST Wed Jun 17 2020 | Duration: 7h:33m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1140417250 | Bytes Rx: 266319256 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156208 | Audit Session ID: 0a95072a262300005ee96b57 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156208 | Audit Session ID: 0a95072a262300005ee96b57 | Security Group Tag: none | EasyVPN: 0 ||
Username: ganeshrv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:46 IST Wed Jun 17 2020 | Duration: 7h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 510506409 | Bytes Rx: 109195279 | IP Addr: 10.149.232.162 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:46 IST Wed Jun 17 2020 | Duration: 7h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 510506409 | Bytes Rx: 109195279 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156209 | Audit Session ID: 0a95072a262310005ee96ce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156209 | Audit Session ID: 0a95072a262310005ee96ce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 106.193.225.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:30 IST Wed Jun 17 2020 | Duration: 7h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1660282222 | Bytes Rx: 347286496 | IP Addr: 10.149.232.166 | Public IP: 106.193.225.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:30 IST Wed Jun 17 2020 | Duration: 7h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1660282222 | Bytes Rx: 347286496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156212 | Audit Session ID: 0a95072a262340005ee96e76 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156212 | Audit Session ID: 0a95072a262340005ee96e76 | Security Group Tag: none | EasyVPN: 0 ||
Username: RAnandan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 157.46.5.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:16 IST Wed Jun 17 2020 | Duration: 7h:19m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 87388814 | Bytes Rx: 61159672 | IP Addr: 10.149.232.168 | Public IP: 157.46.5.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:16 IST Wed Jun 17 2020 | Duration: 7h:19m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 87388814 | Bytes Rx: 61159672 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156214 | Audit Session ID: 0a95072a262360005ee96ea4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156214 | Audit Session ID: 0a95072a262360005ee96ea4 | Security Group Tag: none | EasyVPN: 0 ||
