sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 7h:12m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1827904513 | Bytes Rx: 738079419 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 7h:12m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1827904513 | Bytes Rx: 738079419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.47 | Public IP: 49.206.126.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:12 IST Wed Jun 10 2020 | Duration: 2d 7h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 917771467 | Bytes Rx: 915895379 | IP Addr: 10.149.234.47 | Public IP: 49.206.126.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:12 IST Wed Jun 10 2020 | Duration: 2d 7h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 917771467 | Bytes Rx: 915895379 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160622 | Audit Session ID: 0a95072b2736e0005ee06be8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160622 | Audit Session ID: 0a95072b2736e0005ee06be8 | Security Group Tag: none | EasyVPN: 0 ||
Username: pseshan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.228 | Public IP: 49.207.131.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:34 IST Thu Jun 11 2020 | Duration: 1d 8h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2030425626 | Bytes Rx: 783946895 | IP Addr: 10.149.235.228 | Public IP: 49.207.131.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:34 IST Thu Jun 11 2020 | Duration: 1d 8h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2030425626 | Bytes Rx: 783946895 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 162665 | Audit Session ID: 0a95072b27b690005ee1abae | Security Group Tag: none | EasyVPN: 0 |Session ID: 162665 | Audit Session ID: 0a95072b27b690005ee1abae | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.68 | Public IP: 117.233.116.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:51 IST Fri Jun 12 2020 | Duration: 11h:05m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 792573200 | Bytes Rx: 273897460 | IP Addr: 10.149.235.68 | Public IP: 117.233.116.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:51 IST Fri Jun 12 2020 | Duration: 11h:05m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 792573200 | Bytes Rx: 273897460 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164828 | Audit Session ID: 0a95072b283dc0005ee2d9db | Security Group Tag: none | EasyVPN: 0 |Session ID: 164828 | Audit Session ID: 0a95072b283dc0005ee2d9db | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 11h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 557312072 | Bytes Rx: 275893054 | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 11h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 557312072 | Bytes Rx: 275893054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 ||
Username: valchock | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.86 | Public IP: 182.65.178.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:36 IST Fri Jun 12 2020 | Duration: 10h:43m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 421926602 | Bytes Rx: 134995813 | IP Addr: 10.149.235.86 | Public IP: 182.65.178.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:36 IST Fri Jun 12 2020 | Duration: 10h:43m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 421926602 | Bytes Rx: 134995813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164850 | Audit Session ID: 0a95072b283f20005ee2def4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164850 | Audit Session ID: 0a95072b283f20005ee2def4 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.89 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:45 IST Fri Jun 12 2020 | Duration: 10h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 599267537 | Bytes Rx: 723699581 | IP Addr: 10.149.235.89 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:45 IST Fri Jun 12 2020 | Duration: 10h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 599267537 | Bytes Rx: 723699581 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164852 | Audit Session ID: 0a95072b283f40005ee2dfb1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164852 | Audit Session ID: 0a95072b283f40005ee2dfb1 | Security Group Tag: none | EasyVPN: 0 ||
Username: RVoleti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.48 | Public IP: 106.0.38.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:34 IST Fri Jun 12 2020 | Duration: 10h:33m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 298295680 | Bytes Rx: 379229935 | IP Addr: 10.149.234.48 | Public IP: 106.0.38.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:34 IST Fri Jun 12 2020 | Duration: 10h:33m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 298295680 | Bytes Rx: 379229935 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164853 | Audit Session ID: 0a95072b283f50005ee2e14a | Security Group Tag: none | EasyVPN: 0 |Session ID: 164853 | Audit Session ID: 0a95072b283f50005ee2e14a | Security Group Tag: none | EasyVPN: 0 ||
Username: SRaktate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.50 | Public IP: 106.210.182.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:26 IST Fri Jun 12 2020 | Duration: 10h:32m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1911758378 | Bytes Rx: 443017362 | IP Addr: 10.149.234.50 | Public IP: 106.210.182.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:26 IST Fri Jun 12 2020 | Duration: 10h:32m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1911758378 | Bytes Rx: 443017362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164856 | Audit Session ID: 0a95072b283f80005ee2e1ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 164856 | Audit Session ID: 0a95072b283f80005ee2e1ba | Security Group Tag: none | EasyVPN: 0 ||
Username: kkalaiva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.91 | Public IP: 103.141.50.14 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:53 IST Fri Jun 12 2020 | Duration: 10h:24m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 494055325 | Bytes Rx: 230633127 | IP Addr: 10.149.235.91 | Public IP: 103.141.50.14 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:53 IST Fri Jun 12 2020 | Duration: 10h:24m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 494055325 | Bytes Rx: 230633127 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164860 | Audit Session ID: 0a95072b283fc0005ee2e379 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164860 | Audit Session ID: 0a95072b283fc0005ee2e379 | Security Group Tag: none | EasyVPN: 0 ||
Username: dpalanir | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.94 | Public IP: 103.48.181.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:50 IST Fri Jun 12 2020 | Duration: 10h:14m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 159449469 | Bytes Rx: 47703689 | IP Addr: 10.149.235.94 | Public IP: 103.48.181.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:50 IST Fri Jun 12 2020 | Duration: 10h:14m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 159449469 | Bytes Rx: 47703689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164865 | Audit Session ID: 0a95072b284010005ee2e5ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 164865 | Audit Session ID: 0a95072b284010005ee2e5ce | Security Group Tag: none | EasyVPN: 0 ||
