sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 2d 5h:06m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 567736037 | Bytes Rx: 199400172 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 2d 5h:06m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 567736037 | Bytes Rx: 199400172 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 8h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2177027640 | Bytes Rx: 423420904 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 8h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2177027640 | Bytes Rx: 423420904 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 6h:20m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2327991095 | Bytes Rx: 981095683 | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 6h:20m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2327991095 | Bytes Rx: 981095683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 19h:01m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 11695569246 | Bytes Rx: 621170992 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 19h:01m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 11695569246 | Bytes Rx: 621170992 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: ganeshrv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:46 IST Wed Jun 17 2020 | Duration: 9h:53m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 737551048 | Bytes Rx: 144497607 | IP Addr: 10.149.232.162 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:46 IST Wed Jun 17 2020 | Duration: 9h:53m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 737551048 | Bytes Rx: 144497607 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156209 | Audit Session ID: 0a95072a262310005ee96ce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156209 | Audit Session ID: 0a95072a262310005ee96ce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 106.193.225.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:44:30 IST Wed Jun 17 2020 | Duration: 9h:46m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2068369490 | Bytes Rx: 454836645 | IP Addr: 10.149.232.166 | Public IP: 106.193.225.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:44:30 IST Wed Jun 17 2020 | Duration: 9h:46m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2068369490 | Bytes Rx: 454836645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156212 | Audit Session ID: 0a95072a262340005ee96e76 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156212 | Audit Session ID: 0a95072a262340005ee96e76 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsubbura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.148 | Public IP: 115.97.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:00 IST Wed Jun 17 2020 | Duration: 9h:16m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2167515827 | Bytes Rx: 149826937 | IP Addr: 10.149.232.148 | Public IP: 115.97.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:00 IST Wed Jun 17 2020 | Duration: 9h:16m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2167515827 | Bytes Rx: 149826937 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156219 | Audit Session ID: 0a95072a2623b0005ee9759c | Security Group Tag: none | EasyVPN: 0 |Session ID: 156219 | Audit Session ID: 0a95072a2623b0005ee9759c | Security Group Tag: none | EasyVPN: 0 ||
Username: snallapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 157.44.67.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:50 IST Wed Jun 17 2020 | Duration: 9h:14m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 458604505 | Bytes Rx: 125865851 | IP Addr: 10.149.232.169 | Public IP: 157.44.67.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:50 IST Wed Jun 17 2020 | Duration: 9h:14m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 458604505 | Bytes Rx: 125865851 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156221 | Audit Session ID: 0a95072a2623d0005ee9760a | Security Group Tag: none | EasyVPN: 0 |Session ID: 156221 | Audit Session ID: 0a95072a2623d0005ee9760a | Security Group Tag: none | EasyVPN: 0 ||
Username: knauber | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.172 | Public IP: 60.243.90.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:27 IST Wed Jun 17 2020 | Duration: 8h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 377463030 | Bytes Rx: 313228368 | IP Addr: 10.149.232.172 | Public IP: 60.243.90.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:27 IST Wed Jun 17 2020 | Duration: 8h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 377463030 | Bytes Rx: 313228368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156227 | Audit Session ID: 0a95072a262430005ee97deb | Security Group Tag: none | EasyVPN: 0 |Session ID: 156227 | Audit Session ID: 0a95072a262430005ee97deb | Security Group Tag: none | EasyVPN: 0 ||
Username: kkumarb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.49 | Public IP: 49.207.128.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:03 IST Wed Jun 17 2020 | Duration: 8h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 740545249 | Bytes Rx: 776719224 | IP Addr: 10.149.233.49 | Public IP: 49.207.128.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:03 IST Wed Jun 17 2020 | Duration: 8h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 740545249 | Bytes Rx: 776719224 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156242 | Audit Session ID: 0a95072a262520005ee97fb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156242 | Audit Session ID: 0a95072a262520005ee97fb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsekhar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.50 | Public IP: 49.206.125.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:05 IST Wed Jun 17 2020 | Duration: 8h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 431458307 | Bytes Rx: 304451257 | IP Addr: 10.149.233.50 | Public IP: 49.206.125.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:05 IST Wed Jun 17 2020 | Duration: 8h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 431458307 | Bytes Rx: 304451257 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156243 | Audit Session ID: 0a95072a262530005ee97fb5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156243 | Audit Session ID: 0a95072a262530005ee97fb5 | Security Group Tag: none | EasyVPN: 0 ||
