sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 1h:41m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 2311430989 | Bytes Rx: 950810686 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 1h:41m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 2311430989 | Bytes Rx: 950810686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 14h:02m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 390583414 | Bytes Rx: 111198795 | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 14h:02m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 390583414 | Bytes Rx: 111198795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 12h:36m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 568737709 | Bytes Rx: 339413332 | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 12h:36m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 568737709 | Bytes Rx: 339413332 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.245 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:57 IST Sun Jun 14 2020 | Duration: 7h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 122732412 | Bytes Rx: 85303325 | IP Addr: 10.149.234.245 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:57 IST Sun Jun 14 2020 | Duration: 7h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 122732412 | Bytes Rx: 85303325 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168235 | Audit Session ID: 0a95072b2912b0005ee56661 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168235 | Audit Session ID: 0a95072b2912b0005ee56661 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 6h:32m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100257684 | Bytes Rx: 65721013 | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 6h:32m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100257684 | Bytes Rx: 65721013 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohising | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.246 | Public IP: 103.25.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:54 IST Sun Jun 14 2020 | Duration: 6h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 284043377 | Bytes Rx: 76943243 | IP Addr: 10.149.234.246 | Public IP: 103.25.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:54 IST Sun Jun 14 2020 | Duration: 6h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 284043377 | Bytes Rx: 76943243 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168248 | Audit Session ID: 0a95072b291380005ee56f46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168248 | Audit Session ID: 0a95072b291380005ee56f46 | Security Group Tag: none | EasyVPN: 0 ||
Username: MBagwan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.224 | Public IP: 103.195.83.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:50 IST Sun Jun 14 2020 | Duration: 5h:56m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 707437540 | Bytes Rx: 156524254 | IP Addr: 10.149.234.224 | Public IP: 103.195.83.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:50 IST Sun Jun 14 2020 | Duration: 5h:56m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 707437540 | Bytes Rx: 156524254 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168255 | Audit Session ID: 0a95072b2913f0005ee577b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168255 | Audit Session ID: 0a95072b2913f0005ee577b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.227 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sun Jun 14 2020 | Duration: 5h:51m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2938986176 | Bytes Rx: 434453562 | IP Addr: 10.149.234.227 | Public IP: 183.87.107.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 IST Sun Jun 14 2020 | Duration: 5h:51m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2938986176 | Bytes Rx: 434453562 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168257 | Audit Session ID: 0a95072b291410005ee578c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168257 | Audit Session ID: 0a95072b291410005ee578c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.228 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:18 IST Sun Jun 14 2020 | Duration: 5h:50m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 541597363 | Bytes Rx: 397101201 | IP Addr: 10.149.234.228 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:18 IST Sun Jun 14 2020 | Duration: 5h:50m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 541597363 | Bytes Rx: 397101201 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168258 | Audit Session ID: 0a95072b291420005ee578fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 168258 | Audit Session ID: 0a95072b291420005ee578fa | Security Group Tag: none | EasyVPN: 0 ||
Username: siabhish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.13 | Public IP: 1.187.48.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:59 IST Sun Jun 14 2020 | Duration: 5h:47m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 113282628 | Bytes Rx: 59716620 | IP Addr: 10.149.234.13 | Public IP: 1.187.48.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:59 IST Sun Jun 14 2020 | Duration: 5h:47m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 113282628 | Bytes Rx: 59716620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168260 | Audit Session ID: 0a95072b291440005ee579d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168260 | Audit Session ID: 0a95072b291440005ee579d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.15 | Public IP: 106.220.95.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:15 IST Sun Jun 14 2020 | Duration: 5h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 258234867 | Bytes Rx: 100125821 | IP Addr: 10.149.234.15 | Public IP: 106.220.95.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:15 IST Sun Jun 14 2020 | Duration: 5h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 258234867 | Bytes Rx: 100125821 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168261 | Audit Session ID: 0a95072b291450005ee57a23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168261 | Audit Session ID: 0a95072b291450005ee57a23 | Security Group Tag: none | EasyVPN: 0 ||
