sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sjyothi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.5 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:41:24 IST Mon Mar 16 2020 | Duration: 74d 21h:18m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 3549502314 | Bytes Rx: 1497749708 | IP Addr: 10.150.238.5 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:41:24 IST Mon Mar 16 2020 | Duration: 74d 21h:18m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 3549502314 | Bytes Rx: 1497749708 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 3362 | Audit Session ID: 0a96cf6a00d220005e6f0a7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 3362 | Audit Session ID: 0a96cf6a00d220005e6f0a7c | Security Group Tag: none | EasyVPN: 0 ||
Username: ssalaiva | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.40 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:38:42 IST Mon Mar 16 2020 | Duration: 74d 19h:21m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 7511195998 | Bytes Rx: 2491337261 | IP Addr: 10.150.238.40 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:38:42 IST Mon Mar 16 2020 | Duration: 74d 19h:21m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 7511195998 | Bytes Rx: 2491337261 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 3644 | Audit Session ID: 0a96cf6a00e3c0005e6f25fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 3644 | Audit Session ID: 0a96cf6a00e3c0005e6f25fa | Security Group Tag: none | EasyVPN: 0 ||
Username: segomath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.4 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 17:37:31 IST Tue Mar 17 2020 | Duration: 73d 14h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3575342384 | Bytes Rx: 1266957621 | IP Addr: 10.150.239.4 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 17:37:31 IST Tue Mar 17 2020 | Duration: 73d 14h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3575342384 | Bytes Rx: 1266957621 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6546 | Audit Session ID: 0a96cf6a019920005e70bd83 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6546 | Audit Session ID: 0a96cf6a019920005e70bd83 | Security Group Tag: none | EasyVPN: 0 ||
Username: gdevadig | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.56 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:58:17 IST Thu Mar 19 2020 | Duration: 71d 17h:01m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2394016009 | Bytes Rx: 967190952 | IP Addr: 10.150.239.56 | Public IP: 203.199.209.120 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:58:17 IST Thu Mar 19 2020 | Duration: 71d 17h:01m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2394016009 | Bytes Rx: 967190952 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13083 | Audit Session ID: 0a96cf6a0331b0005e733b31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13083 | Audit Session ID: 0a96cf6a0331b0005e733b31 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.226 | Public IP: 182.57.207.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:36:29 IST Wed May 20 2020 | Duration: 9d 11h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 10097665365 | Bytes Rx: 3754768292 | IP Addr: 10.150.238.226 | Public IP: 182.57.207.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:36:29 IST Wed May 20 2020 | Duration: 9d 11h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 10097665365 | Bytes Rx: 3754768292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 211300 | Audit Session ID: 0a96cf6a339640005ec54775 | Security Group Tag: none | EasyVPN: 0 |Session ID: 211300 | Audit Session ID: 0a96cf6a339640005ec54775 | Security Group Tag: none | EasyVPN: 0 ||
Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.246.77 | Public IP: 122.170.187.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:38:39 IST Thu May 28 2020 | Duration: 1d 15h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 739739737 | Bytes Rx: 274081564 | IP Addr: 10.150.246.77 | Public IP: 122.170.187.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:38:39 IST Thu May 28 2020 | Duration: 1d 15h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 739739737 | Bytes Rx: 274081564 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 234841 | Audit Session ID: 0a96cf6a395590005ecf9bb7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 234841 | Audit Session ID: 0a96cf6a395590005ecf9bb7 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.174 | Public IP: 122.170.132.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:12 IST Fri May 29 2020 | Duration: 23h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 219204961 | Bytes Rx: 146255991 | IP Addr: 10.150.239.174 | Public IP: 122.170.132.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:12 IST Fri May 29 2020 | Duration: 23h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 219204961 | Bytes Rx: 146255991 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 236076 | Audit Session ID: 0a96cf6a39a2c0005ed0742c | Security Group Tag: none | EasyVPN: 0 |Session ID: 236076 | Audit Session ID: 0a96cf6a39a2c0005ed0742c | Security Group Tag: none | EasyVPN: 0 ||
Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.47 | Public IP: 49.204.179.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:07 IST Fri May 29 2020 | Duration: 22h:20m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 968356614 | Bytes Rx: 973182533 | IP Addr: 10.150.238.47 | Public IP: 49.204.179.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:07 IST Fri May 29 2020 | Duration: 22h:20m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 968356614 | Bytes Rx: 973182533 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 236400 | Audit Session ID: 0a96cf6a39b700005ed08b1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 236400 | Audit Session ID: 0a96cf6a39b700005ed08b1f | Security Group Tag: none | EasyVPN: 0 ||
Username: svishwa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.233 | Public IP: 106.220.67.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:38 IST Fri May 29 2020 | Duration: 21h:53m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1014729169 | Bytes Rx: 428597166 | IP Addr: 10.150.238.233 | Public IP: 106.220.67.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:38 IST Fri May 29 2020 | Duration: 21h:53m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1014729169 | Bytes Rx: 428597166 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 236587 | Audit Session ID: 0a96cf6a39c2b0005ed09156 | Security Group Tag: none | EasyVPN: 0 |Session ID: 236587 | Audit Session ID: 0a96cf6a39c2b0005ed09156 | Security Group Tag: none | EasyVPN: 0 ||
Username: prjondha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.246.97 | Public IP: 103.232.25.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:07:58 IST Fri May 29 2020 | Duration: 18h:52m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1767026811 | Bytes Rx: 416118504 | IP Addr: 10.150.246.97 | Public IP: 103.232.25.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:07:58 IST Fri May 29 2020 | Duration: 18h:52m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1767026811 | Bytes Rx: 416118504 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 237694 | Audit Session ID: 0a96cf6a3a07e0005ed0bbd6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 237694 | Audit Session ID: 0a96cf6a3a07e0005ed0bbd6 | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.52 | Public IP: 223.235.135.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:11:59 IST Fri May 29 2020 | Duration: 17h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 150525123 | Bytes Rx: 104301700 | IP Addr: 10.150.238.52 | Public IP: 223.235.135.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:11:59 IST Fri May 29 2020 | Duration: 17h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 150525123 | Bytes Rx: 104301700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 238002 | Audit Session ID: 0a96cf6a3a1b20005ed0cad7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 238002 | Audit Session ID: 0a96cf6a3a1b20005ed0cad7 | Security Group Tag: none | EasyVPN: 0 ||
